LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF
,,PD,I,ALT A,,CONV,1,0.06375,212000,12/6/05,2/1/06,169260,360,300,360,No PMI Insurance,Meridian,ID,83642,686,0.0225,0.12375,0.0225,,0.02,,6,6W1BD,1/1/11,0.02,6,0,,6,CURRENT,0,,,212000,11/12/05,169260,0.06375,12/1/10,700,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.072,90000,8/13/04,10/1/04,70000,360,284,360,No PMI Insurance,West Columbia,SC,29172,,0.0625,0.132,0.072,,0.01,,6,6W1BD,9/1/06,0.01,6,0,,6,CURRENT,0,,,,,64958.07,0.072,12/29/10,574,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0775,116000,10/26/05,12/1/05,92000,360,335,360,No PMI Insurance,Hampton,VA,23663,515,,,,,,60,,,,,,,,,FC,0,7/8/08,11/3/10,100000,11/5/10,93274.21,0.07775,9/11/10,452,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.084,98000,7/12/04,9/1/04,77000,360,283,360,No PMI Insurance,Missouri City,TX,77489,,0.0625,0.144,0.084,,0.01,,6,6W1BD,8/1/06,0.01,6,0,,6,CURRENT,0,,,,,72864.32,0.084,12/11/10,468,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.0875,500000,6/30/05,8/1/05,99800,360,294,360,No PMI Insurance,Oxnard,CA,93033,647,,,,,,,,,,,,,,,CURRENT,0,,,300000,10/2/08,95046.81,0.0875,12/8/10,754,N,Y,400980.03,9/20/06,N,,,5000
,,SF,I,SUBPRIME,P,CONV,1,0.0699,92000,5/28/04,7/1/04,67500,360,281,360,No PMI Insurance,Colorado Springs,CO,80910,,0.06,0.1299,0.0699,,0.01,,6,6W1BD,6/1/06,0.01,6,0,,6,CURRENT,0,,,,,65761.97,0.0699,12/9/10,761,N,Y,,,N,,,5000
,,CO,P,ALT A,,CONV,1,0.06,465000,8/30/06,10/1/06,372000,360,308,360,No PMI Insurance,Tustin,CA,92780,788,0.0225,0.12,0.0225,,0.02,,6,6W1BD,9/1/11,0.02,6,0,,6,CURRENT,0,,,289385,4/23/09,349451.83,0.06,12/16/10,710,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0738,189000,6/29/06,8/1/06,111600,363,308,470,No PMI Insurance,Cocoa,FL,32927,630,,,,,,,,,,,,,,,CURRENT,0,11/9/10,,70000,8/9/10,112320.46,0.02,12/30/10,585,N,Y,,,N,,,5000
,,SF,I,ALT A,,CONV,1,0.0725,250000,11/30/05,2/1/06,174000,360,300,360,No PMI Insurance,Federal Way,WA,98003,664,0.0225,0.1325,0.0225,,0.02,,6,6W1BD,1/1/11,0.02,6,0,,6,CURRENT,0,,,250000,10/11/05,173999.95,0.0725,12/16/10,680,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,C,CONV,1,0.0565,305000,12/2/04,1/1/05,227000,360,287,0,No PMI Insurance,Littleton,CO,80123,667,,,,,,0,,,,,,,,,CURRENT,0,,,,,206328.81,0.0565,12/10/10,646,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0875,199000,6/22/05,2/1/08,139488.64,452,417,427,No PMI Insurance,Colden,NY,14033,,,,,,,,,,,,,,,,30 DPD,16109.28,7/8/10,,130000,9/3/10,145790.49,0.02,11/6/10,541,N,N,,,N,,,VARIOUS
,,SF,P,SUBPRIME,,CONV,1,0.1499,90000,3/31/00,5/1/00,63000,180,52,180,No PMI Insurance,Newton,NC,28658,551,0.07125,0.2099,0.1499,,0.01,0,6,6WSLB,4/1/02,0.01,6,0,,6,30 DPD,0,,,,,34003.01,0.1499,12/8/10,574,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.065,73000,1/3/06,2/1/06,51000,360,300,360,No PMI Insurance,Dayton,OH,45406,683,,,,,,,,,,,,,,,CURRENT,0,,,73000,12/11/05,47802.98,0.065,12/9/10,662,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.05625,152450,12/9/05,2/1/06,137205,311,303,311,No PMI Insurance,Kansas City,MO,64114,540,,,,,,0,,,,,,,,,90 DPD,0,2/17/10,,138000,12/7/10,144068.47,0.05625,12/22/10,602,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.01,980000,11/21/05,1/1/06,703900,360,299,360,No PMI Insurance,Winter Park,FL,32789,769,0.0245,0.0995,0.0245,,0,,1,1TBCA,1/1/06,0,12,0.075,60,1,CURRENT,0,,,980000,11/22/05,631579.57,0.0275,12/6/10,780,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.06625,196000,4/10/06,6/1/06,156800,360,304,360,No PMI Insurance,Oakland,TN,38060,758,0.0225,0.12625,0.0225,,0.02,,12,WS1YL,5/1/11,0.02,12,0,,12,CURRENT,0,,,156646,1/20/10,156798.29,0.06625,12/19/10,629,N,Y,,,N,,,5000
,,PD,P,ALT A,,CONV,1,0.06875,400000,2/27/06,4/1/06,320000,360,328,360,No PMI Insurance,Hagerstown,MD,21740,733,0.0275,0.12875,0.0275,,0.01,,6,6W1BD,3/1/11,0.01,6,0,,6,90 DPD,0,,,250000,11/4/10,320000,0.06875,10/22/08,581,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.11175,65000,4/28/00,6/1/00,65000,360,232,360,No PMI Insurance,Warm Spgs,GA,31830,665,0.0825,0.17175,0,,0.02,,12,6WSLB,6/1/02,0.02,12,0,,12,CURRENT,0,,,65000,4/29/00,58597.52,0.0875,12/1/10,676,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07125,82000,4/12/05,6/1/05,79000,326,294,326,No PMI Insurance,Detroit,MI,48212,,,,,,,0,,,,,,,,,60 DPD,0,3/11/08,,39243,9/8/09,55719.19,0.07125,12/3/10,540,N,Y,,,N,,,5000
,,3F,I,SUBPRIME,P,CONV,1,0.082,83000,6/25/04,8/1/04,70210,320,286,320,No PMI Insurance,Scranton,PA,18504,,,,,,,0,,,,,,,,,CURRENT,0,3/14/08,,115000,3/18/08,70357.01,0.082,12/6/10,620,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0599,370000,5/26/05,7/1/05,314500,326,317,326,No PMI Insurance,Scotch Plains,NJ,7076,624,,,,,,0,,,,,,,,,FC,0,6/20/08,7/7/09,350000,7/19/10,309423.18,0.0599,4/18/09,439,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.08,91000,7/30/02,9/1/02,83062.85,309,259,309,No PMI Insurance,Toledo,OH,43614,613,,,,,,0,,,,,,,,,CURRENT,0,11/21/06,,82500,11/9/10,78314.24,0.08,11/15/10,477,N,Y,,,N,,,5000
,,2F,P,SUBPRIME,P,CONV,1,0.0725,155000,7/31/02,9/1/02,124000,298,270,298,No PMI Insurance,New Haven,CT,6515,530,,,,,,0,,,,,,,,,FC,0,1/17/08,12/28/10,87500,11/30/10,122681.12,0.0725,11/10/10,544,N,Y,,,N,,,5000
,,2F,P,SUBPRIME,C,CONV,1,0.075,123000,6/21/05,8/1/05,88000,332,295,332,No PMI Insurance,New Orleans,LA,70113,530,,,,,,0,,,,,,,,,30 DPD,0,1/7/08,,120000,6/22/09,60226.77,0.075,11/27/10,597,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,P,CONV,1,0.1149,43000,7/31/02,9/1/02,34400,360,259,0,No PMI Insurance,Memphis,TN,38111,539,0.1049,0.1849,0.1149,,0.015,0,6,6W1BD,8/1/04,0.015,6,0,,6,CURRENT,0,,,,,32963.35,0.1149,12/9/10,683,N,Y,,,N,,,5000
,,MA,P,SUBPRIME,C,CONV,1,0.0934,91000,11/18/97,12/18/97,72800,180,23,360,No PMI Insurance,College Grove,TN,37046,535,,,,,,0,,,,,,,,,CURRENT,0,,,,,61176.07,0.0934,12/21/10,596,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.084,455000,11/24/06,1/1/07,364000,362,313,480,No PMI Insurance,Hyattsville,MD,20782,609,,,,,,,,,,,,,,,CURRENT,213900,6/23/10,,205000,1/27/10,162649.23,0.02,12/16/10,522,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0874,75000,1/26/04,3/1/04,63750,332,278,332,No PMI Insurance,Kunkletown,PA,18058,580,,,,,,0,,,,,,,,,CURRENT,0,6/30/06,,33000,10/26/10,64503.05,0.0874,12/15/10,570,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.06275,282000,9/1/06,11/1/06,225600,360,340,360,No PMI Insurance,Manteca,CA,95337,597,0.0605,0.13275,0.06275,,0.015,,6,6W1BD,10/1/08,0.015,6,0,,6,REO,0,,12/31/09,69000,12/9/10,225599.4,0.06275,,480,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.083,130000,12/13/05,2/1/06,104000,360,302,306,No PMI Insurance,Euless,TX,76040,548,,,,,,0,,,,,,,,,60 DPD,0,8/6/10,,110000,7/7/10,113344.57,0.06925,12/30/10,494,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.07375,409000,1/12/06,3/1/06,172000,360,301,360,No PMI Insurance,Glen Burnie,MD,21061,675,,,,,,,,,,,,,,,CURRENT,0,,,409000,12/18/05,162893.68,0.07375,12/4/10,688,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0775,69000,4/16/04,6/1/04,65550,180,100,180,No PMI Insurance,Rio Grande City,TX,78582,587,,,,,,0,,,,,,,,,CURRENT,0,,,,,43395.46,0.0775,12/21/10,574,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.09175,116000,10/27/05,12/1/05,54000,360,298,360,No PMI Insurance,Jonesboro,GA,30238,577,,,,,,0,,,,,,,,,CURRENT,0,,,100000,3/14/06,51799.76,0.09175,12/22/10,611,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0795,148000,11/18/05,1/1/06,118400,335,299,335,No PMI Insurance,Cypress,TX,77433,696,0.0575,0.1395,0.0795,,0.01,0,6,6W1BD,12/1/09,0.01,6,0,,6,CURRENT,0,3/31/08,,188661,12/16/09,112307.28,0.0795,12/31/10,650,N,Y,,,N,28539.09,12/31/10,5000
,,PD,P,SUBPRIME,,CONV,1,0.065,400000,10/26/06,12/1/06,297500,360,310,360,No PMI Insurance,Springfield,VA,22153,666,,,,,,,,,,,,,,,CURRENT,0,,,300336,4/21/10,282329.18,0.065,12/27/10,616,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,R,CONV,1,0.0935,85000,11/10/05,1/1/06,76500,360,302,360,No PMI Insurance,Cincinnati,OH,45237,523,0.07119,0.1635,0.0935,,0.01,0,6,6W1BD,12/1/09,0.01,6,0,,6,REPERF,0,10/18/07,,32000,10/25/10,73622.8,0.0935,12/25/10,400,N,Y,,,N,,,5000
,,2F,P,ALT A,,CONV,1,0.06625,405000,2/6/06,3/1/06,321000,367,308,480,No PMI Insurance,Chicago,IL,60618,514,,,,,,,,,,,,,,,CURRENT,176900,10/25/10,,197000,5/25/10,147982.08,0.02,12/9/10,523,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0763,174900,3/7/06,4/1/06,139920,360,306,480,No PMI Insurance,Sebastian,FL,32958,551,0.0575,0.1363,0.0763,,0.01,,6,6W1BD,3/1/08,0.01,6,0,,6,FC,0,,12/8/10,77500,12/7/10,137062.02,0.0763,9/30/10,545,N,Y,,,N,,,5000
,,2F,I,ALT A,,CONV,1,0.07,495000,3/16/06,5/1/06,345800,360,333,360,No PMI Insurance,Los Angeles,CA,90044,555,0.05,0.13,0.07,,0.02,,6,6W1BD,4/1/09,0.02,6,0,,6,REO,0,,10/30/08,155000,1/21/10,345799.87,0.07,,563,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,PMI,1,0.0694,160000,3/24/04,5/1/04,135065,360,279,0,Mortgage Guaranty Co,Groveport,OH,43125,604,0.06,0.1294,0.0694,,0.01,0,6,6W1BD,4/1/06,0.01,6,0,,6,CURRENT,0,,,,,125470.91,0.0694,12/1/10,662,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.073,78000,11/24/03,11/21/03,67500,305,287,305,No PMI Insurance,Clover,SC,29710,491,,,,,,0,,,,,,,,,90 DPD,0,12/23/08,,70000,8/23/10,66428.8,0.073,11/5/10,501,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.065,53000,1/14/04,3/1/04,50350,360,276,0,No PMI Insurance,Dallas,TX,75228,664,,,,,,0,,,,,,,,,CURRENT,0,,,,,45586.57,0.065,12/30/10,743,N,Y,,,N,,,5000
,,4F,P,SUBPRIME,P,CONV,1,0.07,590000,7/5/06,8/1/06,531000,340,333,340,No PMI Insurance,Bronx,NY,10472,654,,,,,,,,,,,,,,,FC,0,5/20/08,10/16/09,485000,9/2/10,557152.17,0.07,2/27/09,559,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.075,129000,6/9/06,7/1/06,103200,360,311,480,No PMI Insurance,Fort Collins,CO,80526,695,0.0525,0.145,0.075,,0.01,,6,6W1BD,6/1/08,0.01,6,0,,6,90 DPD,0,,,110000,10/7/10,101391.68,0.075,6/18/10,510,N,Y,,,N,,,5000
,,PD,P,ALT A,,CONV,1,0.0915,430000,11/8/06,1/1/07,387000,360,313,360,No PMI Insurance,Indianapolis,IN,46236,636,0.0615,0.1515,0.0915,,0.01,,6,6W1BD,12/1/08,0.01,6,0,,6,60 DPD,0,,,365000,11/16/10,375694.78,0.0915,12/23/10,493,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0599,177000,3/26/04,5/1/04,140000,360,287,0,No PMI Insurance,Houston,TX,77083,673,0.0575,0.1199,0.0599,,0.01,0,6,6W1BD,4/1/06,0.01,6,0,,6,REO,0,,8/10/10,160000,8/5/10,131551.83,0.0625,6/23/10,484,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.08125,146000,11/15/06,1/1/07,116000,360,311,360,No PMI Insurance,Marblehead,OH,43440,749,,,,,,,,,,,,,,,CURRENT,0,,,101763,9/29/09,111713.01,0.08125,12/7/10,580,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,2,0.1275,584000,6/12/06,8/1/06,116800,180,160,360,No PMI Insurance,Tracy,CA,95376,629,,,,,,,,,,,,,,,90 DPD,0,,,285000,8/27/10,116208.51,0.1275,9/16/09,646,N,Y,476218.58,12/31/10,Y,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.0785,205000,6/29/06,8/1/08,146078,336,324,457,No PMI Insurance,Shakopee,MN,55379,613,0,0.99999,0,,0,,240,,7/1/18,0,240,0,,240,FC,0,,10/3/09,115000,11/29/10,144360.84,0.0785,7/21/09,611,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.07525,138500,11/10/06,1/1/07,110800,360,311,360,No PMI Insurance,El Paso,TX,79938,558,0.0605,0.14525,0.07525,,0.015,,6,6W1BD,12/1/13,0.015,6,0,,6,CURRENT,0,11/25/08,,138500,9/13/06,106225.51,0.07525,12/7/10,697,N,Y,,,N,26865.92,12/31/10,5000
,,SF,P,SUBPRIME,,CONV,1,0.095,100000,11/13/06,1/1/07,88200,360,311,360,No PMI Insurance,Big Rapids,MI,49307,570,0.0605,0.165,0.095,,0.015,,6,6W1BD,12/1/09,0.015,6,0,,6,CURRENT,0,,,100000,10/23/06,85450.55,0.095,11/26/10,567,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,,CONV,1,0.0795,495000,11/7/06,1/1/07,346500,360,339,480,No PMI Insurance,Santa Clarita,CA,91387,508,0.067,0.1495,0.0795,,0.015,,6,6W1BD,12/1/08,0.015,6,0,,6,FC,0,,9/11/10,285000,12/3/10,344354.12,0.0795,3/31/10,598,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0975,280000,11/24/06,1/1/07,210000,360,312,480,No PMI Insurance,Chugiak,AK,99567,645,0.0595,0.1675,0.0975,,0.015,,6,6W1BD,12/1/08,0.015,6,0,,6,30 DPD,0,,,273514,11/24/10,207403.6,0.0975,12/10/10,560,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.09875,72500,2/15/06,4/1/06,56850,360,302,360,No PMI Insurance,Union City,TN,38261,515,0.07625,0.15875,0.09875,,0.01,0,6,6W1BD,3/1/08,0.01,6,0,,6,CURRENT,0,,,,,55036.33,0.09875,12/21/10,485,N,Y,,,N,,,5000
,,PD,P,ALT A,,PMI,1,0.06,315000,12/29/06,2/1/07,299250,360,312,360,Radian Guaranty Inc,King George,VA,22485,682,0.0225,0.11,0.0225,,0.01,,6,6WSLB,1/1/12,0.01,6,0.075,,6,CURRENT,0,,,216965,7/14/09,335241.49,0.06,12/11/10,785,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.091,160000,2/19/04,4/1/04,143473,360,278,284,No PMI Insurance,Arlington,TX,76018,529,,,,,,,,,,,,,,,CURRENT,0,8/23/10,,139000,3/5/10,138484.58,0.03975,12/4/10,524,N,N,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08675,301000,2/24/06,4/1/06,237900,362,304,452,No PMI Insurance,Saint Louis,MO,63112,546,,,,,,0,,,,,,,,,CURRENT,0,1/6/10,,240000,8/13/09,237020.91,0.02,12/6/10,604,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.085,283000,3/3/06,4/1/06,220800,360,303,360,No PMI Insurance,Neptune Township,NJ,7753,679,0.0225,0.135,0,,0.01,,6,6W1BD,3/1/09,0.01,6,0,,6,30 DPD,0,,,283000,3/4/06,218877.12,0.02875,11/5/10,670,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.078,94500,1/6/06,3/1/06,75600,360,311,360,No PMI Insurance,Mason,TN,38049,588,0.06199,0.148,0.078,,0.01,0,6,6W1BD,2/1/08,0.01,6,0,,6,90 DPD,0,,,59900,7/28/10,72974.72,0.078,10/15/10,509,Y,Y,,,N,,,5000
,,SF,I,SUBPRIME,,CONV,1,0.104,60000,6/26/06,8/1/06,51000,360,320,360,No PMI Insurance,Philadelphia,PA,19140,560,0.0595,0.174,0.104,,0.01,,6,6W1BD,7/1/08,0.01,6,0,,6,FC,0,,8/20/10,55000,9/22/10,49849.64,0.104,4/15/10,507,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.09125,250000,3/7/06,5/1/06,225000,360,329,480,No PMI Insurance,Central Point,OR,97502,553,0.0675,0.14125,0.09125,,0.01,,6,6W1BD,4/1/08,0.01,6,0,,6,REO,0,,2/3/09,140000,5/24/10,223429.96,0.09875,11/6/08,532,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.09,144000,4/17/06,6/1/06,27651,180,123,360,No PMI Insurance,Houston,TX,77049,645,,,,,,,,,,,,,,,CURRENT,0,,,,,13603.64,0.09,12/27/10,703,N,Y,60541.01,12/31/10,Y,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.07,121000,2/6/06,3/1/06,91500,334,330,334,No PMI Insurance,Charlotte,NC,28269,469,,,,,,0,,,,,,,,,90 DPD,0,7/25/08,,75000,11/2/10,95643.96,0.07,4/9/09,514,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.09,129000,4/24/06,6/1/06,25750,180,125,360,No PMI Insurance,Houston,TX,77017,601,,,,,,,,,,,,,,,30 DPD,0,,,,,24679.36,0.09,12/23/10,574,N,Y,103542.94,6/2/08,N,,,5000
,,2F,P,SUBPRIME,C,CONV,1,0.0473,250000,7/26/05,9/1/05,195500,319,297,319,No PMI Insurance,Bridgeport,CT,6605,553,0.0699,0.1449,0,,0.01,0,6,6W1BD,2/1/14,0.01,6,0,,6,60 DPD,0,2/6/09,,265000,9/30/08,188744.77,0.0473,12/10/10,517,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.082,140000,1/10/07,2/1/07,100000,360,312,360,No PMI Insurance,San Luis,AZ,85349,601,,,,,,,,,,,,,,,CURRENT,0,,,,,96443.33,0.082,12/16/10,611,N,Y,,,N,,,1500
