LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF
,,SF,P,SUBPRIME,P,CONV,1,0.0775,296800,8/29/06,10/1/06,237440,360,330,360,No PMI Insurance,Westbury,NY,11590,658,0.05234,0.1375,0.0775,,0.015,,6,6WSLB,9/1/08,0.015,6,0,,6,FC,0,,7/7/09,290000,9/1/10,232222.31,0.08375,2/27/09,484,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,C,CONV,1,0.0725,416000,9/6/06,11/1/06,250000,360,309,600,No PMI Insurance,Las Vegas,NV,89183,608,0.0525,0.1325,0.0725,,0.01,0,6,6W1BD,10/1/09,0.01,6,0,,6,CURRENT,0,,,372500,10/3/06,247556.55,0.0725,12/13/10,513,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,P,CONV,1,0.095,280000,3/13/07,5/1/07,229500,360,315,480,No PMI Insurance,Gilford,NH,3249,583,0.065,0.155,0.095,,0.01,0,6,6W1BD,4/1/09,0.01,6,0,,6,CURRENT,0,,,210000,5/22/07,225049.65,0.095,12/13/10,649,N,N,,,N,,,2500
,,SF,P,SUBPRIME,C,CONV,1,0.0835,340000,3/12/07,5/1/07,211000,360,319,480,No PMI Insurance,Charlton,MA,1507,604,0.0535,0.1435,0.0835,,0.01,0,6,6W1BD,4/1/09,0.01,6,0,,6,90 DPD,0,,,250000,11/9/10,207846.89,0.0835,11/24/10,524,N,N,,,N,,,VARIOUS
,,SF,P,SUBPRIME,R,CONV,1,0.12,198000,10/23/06,12/1/06,138600,360,331,360,No PMI Insurance,West Palm Beach,FL,33415,524,,,,,,,,,,,,,,,FC,0,,7/21/09,80000,8/25/10,149501.54,0.1,5/29/09,471,N,Y,,,N,,,5000
,,PD,I,SUBPRIME,C,CONV,1,0.06625,222000,10/4/06,12/1/06,114500,360,321,360,No PMI Insurance,Redmond,OR,97756,672,0.0225,0.12625,0.0225,,0.02,,6,6W1BD,11/1/11,0.02,6,0,,6,REO,0,,5/5/10,81000,12/8/10,114259.86,0.06625,2/8/10,584,N,Y,,,N,,,2500
,,SF,I,SUBPRIME,R,CONV,1,0.0655,120000,12/5/03,2/1/04,77402,240,156,0,No PMI Insurance,Colton,CA,92324,704,,,,,,0,,,,,,,,,CURRENT,0,,,,,60404.64,0.0655,12/10/10,660,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.06875,545000,5/7/07,7/1/07,432000,360,349,480,No PMI Insurance,South Ozone Park,NY,11420,769,0.0225,0.11875,0,,0.01,,6,6W1BD,6/1/14,0.01,6,0,,6,REO,0,,8/6/08,325000,6/26/09,430250.88,0.06875,4/16/08,657,N,Y,,,N,,,2500
,,SF,P,SUBPRIME,P,CONV,1,0.0735,115000,5/2/06,6/1/06,82425,332,305,332,No PMI Insurance,Newport,TN,37821,520,,,,,,,,,,,,,,,30 DPD,0,8/29/08,,115000,2/9/08,83269.93,0.0735,12/23/10,498,N,Y,,,N,28193.53,12/31/10,5000
,,SF,P,SUBPRIME,R,CONV,1,0.072,65000,12/29/03,2/1/04,50000,180,96,0,No PMI Insurance,Killeen,TX,76549,633,,,,,,0,,,,,,,,,CURRENT,0,,,,,32156.03,0.072,12/6/10,528,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,PMI,1,0.08,91000,3/12/07,5/1/07,81900,360,315,360,PMI Mortgage Ins Co,Fontanelle,IA,50846,,,,,,,,,,,,,,,,CURRENT,0,,,91957,7/21/09,79091.09,0.08,12/3/10,651,N,N,,,N,,,2500
,,PD,P,SUBPRIME,C,CONV,2,0.09875,138000,11/26/05,1/1/06,26699,180,124,180,No PMI Insurance,Humble,TX,773382051,559,,,,,,0,,,,,,,,,90 DPD,0,,,,,22289.03,0.09875,7/23/10,511,N,Y,102928,1/7/11,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07,81500,10/25/06,12/1/06,81500,339,330,339,No PMI Insurance,Keuka Park,NY,14478,554,,,,,,,,,,,,,,,REO,0,1/8/09,10/3/09,50000,3/31/10,60091.17,0.07,7/3/09,587,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.12625,325000,8/15/06,10/1/06,64000,180,128,133,No PMI Insurance,Willingboro,NJ,8046,703,,,,,,0,,,,,,,,,CURRENT,0,9/17/10,,200129,6/14/10,61638.03,0.0457,12/15/10,553,N,Y,246753,4/5/10,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.14625,230000,8/25/06,10/1/06,46000,180,128,360,No PMI Insurance,Phillipsburg,NJ,8865,594,,,,,,0,,,,,,,,,CURRENT,0,,,,,44934.39,0.14625,11/29/10,534,N,Y,184000,6/2/08,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.1025,76000,8/31/06,10/1/06,18500,240,188,240,No PMI Insurance,Peru,IN,469703025,588,,,,,,0,,,,,,,,,CURRENT,0,,,85000,11/10/06,17000.87,0.1025,12/18/10,656,N,Y,55500,6/2/08,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.07,226000,10/31/05,12/1/05,188217.78,360,315,360,No PMI Insurance,San Angelo,TX,76904,,,,,,,0,,,,,,,,,CURRENT,0,3/30/07,,245000,5/13/10,180377.38,0.07,12/2/10,556,N,N,,,N,,,VARIOUS
,,SF,P,SUBPRIME,P,CONV,1,0.0699,159000,5/20/04,7/1/04,127200,360,327,0,No PMI Insurance,Rochester,NY,12446,661,0.0549,0.1399,0.0699,,0.015,0,6,6W1BD,6/1/06,0.015,6,0,,6,FC,0,,6/6/07,110000,12/22/10,123817.9,0.0999,2/12/07,582,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.10077,84000,5/24/02,7/1/02,79800,360,258,0,No PMI Insurance,Scranton,PA,18504,512,,,,,,0,,,,,,,,,30 DPD,0,,,75000,12/14/10,74311.75,0.10077,12/31/10,557,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,2,0.1013,215000,8/21/06,10/1/06,43000,180,128,360,No PMI Insurance,Fountain,CO,80817,682,,,,,,,,,,,,,,,CURRENT,0,,,,,41218.92,0.10125,12/1/10,681,N,Y,172037.86,6/2/08,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08,135490,4/8/04,6/1/04,115167,336,284,336,No PMI Insurance,Fort Worth,TX,76133,587,,,,,,0,,,,,,,,,60 DPD,0,7/25/06,,105000,12/28/10,120803.06,0.08,12/29/10,494,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.083,122000,3/5/04,5/1/04,97600,360,279,0,No PMI Insurance,Dallas,GA,30157,627,,,,,,0,,,,,,,,,CURRENT,0,,,,,90921.58,0.083,12/5/10,761,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0665,74500,1/31/06,3/1/06,59600,334,300,334,No PMI Insurance,Greenville,PA,16125,514,,,,,,,,,,,,,,,CURRENT,0,5/19/08,,30000,1/4/08,56929.94,0.0665,12/31/10,593,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.07,187000,6/12/06,8/1/06,37400,335,308,335,No PMI Insurance,Richmond,VA,23231,507,,,,,,,,,,,,,,,30 DPD,0,8/7/08,,164370,6/8/09,27752.24,0.07,11/29/10,533,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.12325,307000,6/5/06,7/1/06,58980,360,310,360,No PMI Insurance,Chesapeake,VA,23323,565,,,,,,,,,,,,,,,90 DPD,0,,,,,57986.14,0.12325,11/1/10,441,N,Y,227335,1/7/11,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0615,553000,6/21/06,8/1/06,305472,360,306,480,No PMI Insurance,Garden Grove,CA,92844,694,,,,,,,,,,,,,,,CURRENT,0,,,,,296508.07,0.0615,12/13/10,716,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0472,170000,7/10/06,9/1/06,153000,332,309,332,No PMI Insurance,Phoenix,AZ,85051,619,,,,,,,,,,,,,,,CURRENT,0,2/9/09,,65000,12/17/08,110204.3,0.0472,12/17/10,609,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0638,715000,9/20/06,11/1/06,568890,336,309,576,No PMI Insurance,Lake Villa,IL,60046,655,0.0535,0.1385,0.0638,,0.015,,6,6W1BD,12/1/13,0.015,6,0,,6,CURRENT,0,11/28/08,,530000,12/20/10,561591.45,0.0638,12/14/10,686,N,Y,,,N,70592.82,12/31/10,5000
,,PD,P,SUBPRIME,P,CONV,1,0.089,580000,9/22/06,11/1/06,522000,360,342,600,No PMI Insurance,Clinton,MD,20735,576,0.064,0.149,0.089,,0.015,,6,6WSLB,10/1/09,0.015,6,0,,6,90 DPD,0,,,290000,6/30/10,521160.64,0.089,,515,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.09225,80000,5/20/98,7/1/98,53300,360,211,0,No PMI Insurance,Caro,MI,48723,687,,,,,,0,,,,,,,,,60 DPD,0,,,85000,10/14/10,45459.68,0.09225,12/15/10,564,N,N,,,N,,,5000
,,SF,I,SUBPRIME,,CONV,1,0.06,160000,3/27/02,5/1/02,136000,271,256,271,No PMI Insurance,Markham,IL,60426,463,,,,,,0,,,,,,,,,30 DPD,0,8/31/09,,35000,11/16/10,129518.77,0.06,12/31/10,592,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.06625,124000,3/24/03,5/1/03,99200,360,266,0,No PMI Insurance,Bridgeport,CT,6604,772,,,,,,0,,,,,,,,,CURRENT,0,,,,,88599.44,0.06625,12/30/10,747,N,N,,,N,,,5000
,,TH,P,PRIME,C,CONV,1,0.057,165000,1/27/04,3/1/04,148500,302,278,280,No PMI Insurance,Lithia Springs,GA,30122,,,,,,,,,,,,,,,,30 DPD,0,10/27/10,,85000,10/8/10,124728.82,0.04375,10/27/10,579,N,N,,,N,,,5000
,,SF,P,FHA,C,FHA,1,0.05,227500,2/20/09,4/1/09,196275,360,338,360,FHA,Elkins Park,PA,19027,,,,,,,,,,,,,,,,CURRENT,0,,,,,191066.11,0.05,12/25/10,496,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,C,CONV,1,0.08,72000,4/18/03,6/1/03,64800,180,88,0,No PMI Insurance,Dallas,TX,75249,670,,,,,,0,,,,,,,,,CURRENT,0,,,,,41432.3,0.08,11/26/10,676,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0785,116000,12/2/03,2/1/04,103500,319,287,319,No PMI Insurance,Hiram,GA,30141,592,,,,,,0,,,,,,,,,FC,0,7/9/07,2/13/10,75000,9/21/10,101317.57,0.0785,8/31/10,536,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.08375,95500,6/5/07,9/1/07,76000,360,328,360,No PMI Insurance,Sioux Falls,SD,57105,,0.01,0.08375,0.07375,,0,,12,PAYHS,8/1/09,0,12,0,48,12,FC,0,,7/27/10,89189,9/4/09,74197.01,0.08375,6/5/10,480,N,N,,,N,,,2500
,,MF,P,SUBPRIME,R,CONV,1,0.02,565000,11/7/07,1/1/08,430500,480,474,480,No PMI Insurance,Arverne,NY,11692,,,,,,,,,,,,,,,,CURRENT,104253.47,7/28/10,,215000,8/3/10,380851.76,0.02,12/9/10,481,N,N,,,N,,,2500
,,CO,P,SUBPRIME,P,PMI,1,0.0675,140000,3/8/07,5/1/07,140000,360,333,360,PMI Mortgage Ins Co,Naugatuck,CT,6770,,,,,,,,,,,,,,,,FC,0,,4/27/10,95000,1/7/10,136635.33,0.0675,10/29/09,526,N,N,,,N,,,2500
,,SF,P,SUBPRIME,R,PMI,1,0.07125,140000,6/18/07,8/1/07,132900,360,318,360,General Electric Ins,Wichita,KS,67212,,,,,,,,,,,,,,,,CURRENT,0,,,,,127495.92,0.07125,12/20/10,680,N,N,,,N,,,2500
,,SF,P,SUBPRIME,P,CONV,1,0.08,140000,4/20/06,6/1/06,99600,360,306,540,No PMI Insurance,Ypsilanti,MI,48198,541,,,,,,0,,,,,,,,,60 DPD,0,,,50000,12/9/08,98404.52,0.08,11/30/10,527,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0975,272000,7/19/06,9/1/06,235000,360,330,480,No PMI Insurance,Addison,IL,60101,609,0.055,0.1575,0.0975,,0.015,,6,6WSLB,8/1/08,0.015,6,0,,6,FC,0,,1/6/09,185000,11/30/10,233597.87,0.0975,5/18/10,445,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.07,835000,6/14/06,8/1/06,167000,336,307,315,No PMI Insurance,San Clemente,CA,92673,564,,,,,,,,,,,,,,,CURRENT,0,5/24/10,,535000,3/31/10,129489.09,0.02,12/15/10,599,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0749,0,2/10/99,6/16/99,72743.5,180,40,180,No PMI Insurance,Seven Valleys,PA,17360,,,,,,,0,,,,,,,,,CURRENT,0,,,,,24983.64,0.0749,12/27/10,743,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.08,300000,9/15/06,11/1/06,270000,360,310,312,No PMI Insurance,Carol Stream,IL,60188,692,,,,,,,,,,,,,,,30 DPD,0,11/22/10,,203000,10/1/10,284031.96,0.04375,11/22/10,614,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,C,CONV,2,0.135,276000,7/17/06,9/1/06,38000,240,187,240,No PMI Insurance,Jamesburg,NJ,8831,636,,,,,,0,,,,,,,,,CURRENT,0,,,,,35640.32,0.135,12/31/10,523,N,Y,207000,6/2/08,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.129,129000,8/4/06,9/1/06,25120,180,132,135,No PMI Insurance,Lawrenceburg,IN,47025,599,,,,,,0,,,,,,,,,90 DPD,0,7/8/10,,145000,3/2/10,27547.68,0.02,7/8/10,484,N,Y,110849,1/7/11,N,,,1500
,,SF,P,SUBPRIME,R,CONV,1,0.0685,378000,9/15/06,11/1/06,321300,360,335,600,No PMI Insurance,Temple Hills,MD,20748,553,0.0435,0.1285,0.0685,,0.015,,6,6WSLB,10/1/09,0.015,6,0,,6,90 DPD,0,,,245000,9/21/10,319701.55,0.0685,5/10/10,517,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0605,329346,8/28/06,10/1/06,160000,335,326,335,No PMI Insurance,Buffalo,WV,25033,498,,,,,,,,,,,,,,,REO,0,11/28/08,12/7/09,142500,12/11/10,171946.04,0.0605,8/10/09,491,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0468,140000,8/23/06,10/1/06,105000,332,315,332,No PMI Insurance,Trenton,NJ,8629,529,,,,,,,,,,,,,,,90 DPD,0,3/13/09,,84000,11/17/10,80034.87,0.0468,6/15/10,508,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,P,CONV,2,0.10525,245000,10/5/05,11/1/05,49000,360,300,360,No PMI Insurance,Chicago,IL,60612,572,,,,,,,,,,,,,,,90 DPD,0,,,217125,1/29/10,47510.46,0.10525,9/16/10,723,N,Y,195948.74,12/31/10,Y,,,5000
,,CO,P,SUBPRIME,P,CONV,2,0.1099,302128,5/25/06,7/1/06,60425,180,135,360,No PMI Insurance,Woodland Hills,CA,91367,704,,,,,,,,,,,,,,,90 DPD,0,,,160000,11/5/10,59261.71,0.1099,4/16/10,595,N,Y,239217.61,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0649,350000,4/18/03,6/1/03,223000,360,268,0,No PMI Insurance,Vista,CA,92084,661,,,,,,0,,,,,,,,,CURRENT,0,,,378577,5/14/10,199128.8,0.0649,12/16/10,774,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.08,106000,7/17/02,11/1/05,99687.49,322,263,322,No PMI Insurance,Sanford,NC,27330,557,,,,,,0,,,,,,,,,REPERF,0,10/24/05,,85000,7/19/10,93424.51,0.08,12/29/10,526,N,Y,,,N,,,5000
,,MA,P,SUBPRIME,R,CONV,1,0.12312,77600,6/30/00,8/1/00,62080,240,114,0,No PMI Insurance,Leakey,TX,78873,601,,,,,,0,,,,,,,,,CURRENT,0,,,83000,6/10/09,46937.03,0.12312,12/15/10,625,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,R,CONV,1,0.07625,95000,4/13/07,6/1/07,70350,360,329,360,No PMI Insurance,Jacksonville,FL,32206,,,,,,,,,,,,,,,,FC,0,,3/23/10,19000,5/24/10,68672.58,0.07625,11/16/09,521,N,N,,,N,,,2500
,,SF,P,SUBPRIME,P,CONV,1,0.0975,86900,1/3/03,2/1/03,69520,360,264,0,No PMI Insurance,Shelby,OH,44875,558,0.0699,0.1675,0.0975,,0.015,0,6,6WSLB,1/1/05,0.015,6,0,,6,CURRENT,0,,,68000,9/21/10,65443.36,0.0975,11/5/10,495,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,R,CONV,1,0.06375,110000,7/23/05,9/1/05,102900,360,295,360,No PMI Insurance,Rhinelander,WI,54501,522,,,,,,,,,,,,,,,CURRENT,0,,,96750,7/8/08,95454.92,0.06375,12/15/10,601,N,N,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.1022,70000,7/30/99,8/30/99,32604,360,227,0,No PMI Insurance,Charlottesville,VA,22902,572,,,,,,0,,,,,,,,,CURRENT,0,,,185000,2/11/10,28887.54,0.1022,12/8/10,606,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.07125,200000,6/30/06,8/1/06,180000,342,329,342,No PMI Insurance,Orlando,FL,32827,564,,,,,,,,,,,,,,,FC,0,2/19/08,1/6/09,68500,12/31/10,181340.7,0.07125,1/20/10,443,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.07,1100000,11/23/05,1/1/06,828750,333,324,333,No PMI Insurance,Anaheim,CA,92807,564,,,,,,,,,,,,,,,FC,0,3/25/08,4/23/09,765000,10/28/10,844088.66,0.07,3/6/09,619,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,PMI,1,0.0375,89000,11/30/05,1/1/06,86000,306,301,306,Radian Guaranty Inc,Hephzibah,GA,30815,,,,,,,,,,,,,,,,60 DPD,0,7/2/10,,72272,12/29/09,85151.15,0.0375,12/16/10,496,N,N,,,N,,,2500
,,SF,P,SUBPRIME,C,CONV,1,0.073,57000,2/27/04,3/1/04,51300,180,97,0,No PMI Insurance,Memphis,TN,38106,574,,,,,,0,,,,,,,,,CURRENT,0,,,,,34598.76,0.073,12/11/10,658,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07625,250000,8/15/06,10/1/06,168750,343,310,343,No PMI Insurance,Kimberly,ID,83341,,,,,,,0,,,,,,,,,30 DPD,0,3/24/08,,225000,3/14/08,169027.73,0.07625,11/11/10,611,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,C,CONV,1,0.091,120000,12/19/05,2/1/06,84000,360,316,360,No PMI Insurance,Carrollton,TX,75006,544,0.0599,0.161,0.091,,0.02,,6,6W1BD,1/1/08,0.02,6,0,,6,REPERF,0,,,110000,12/23/10,81820.39,0.091,11/26/10,571,Y,Y,,,N,,,5000
,,4F,I,SUBPRIME,P,CONV,1,0.0775,450000,8/7/03,10/1/03,315000,360,272,274,No PMI Insurance,Bronx,NY,10466,580,,,,,,0,,,,,,,,,CURRENT,0,10/27/10,,485000,8/30/10,321463.52,0.02375,12/23/10,485,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0736,45000,3/16/04,5/1/04,41715,240,159,240,No PMI Insurance,Pittsburgh,PA,15203,652,,,,,,,,,,,,,,,CURRENT,0,,,,,33425.24,0.0736,12/6/10,723,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0725,450000,8/9/06,10/1/06,345000,360,314,540,No PMI Insurance,Sun City West,AZ,85375,,0.0625,0.1325,0.0725,,0.01,0,12,6W1BD,9/1/11,0.01,12,0,,12,90 DPD,0,,,280522,10/2/09,340653.16,0.0725,12/23/10,518,N,Y,,,N,,,1500
,,CO,P,ALT A,C,CONV,1,0.05375,649000,5/17/04,7/1/04,486700,360,307,360,No PMI Insurance,Oceanside,CA,92054,,0.0225,0.10375,0,,0.02,,12,WS1YL,6/1/09,0.02,12,0,,12,90 DPD,0,,,520000,9/2/10,486065.46,0.05375,,498,Y,N,,,N,,,2500
,,SF,P,SUBPRIME,R,CONV,1,0.0625,150000,12/29/04,2/1/05,116500,360,289,0,No PMI Insurance,Egg Habor City,NJ,8215,635,,,,,,0,,,,,,,,,30 DPD,0,,,189554,5/14/10,106501.53,0.0625,11/24/10,528,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0775,190000,7/17/06,9/1/06,152000,360,334,540,No PMI Insurance,Boynton Beach,FL,33435,635,0.0675,0.1375,0.0775,,0.01,,12,6W1BD,8/1/09,0.01,12,0,,12,90 DPD,0,,,37000,12/14/09,151153.05,0.0775,9/8/08,612,N,Y,,,N,,,1500
,,SF,P,ALT A,C,PMI,1,0.0625,130000,4/25/05,6/1/05,112600,360,300,360,General Electric Ins,West Haven,UT,84401,,,,,,,,,,,,,,,,REPERF,0,,,152500,10/26/10,105242.14,0.0625,11/20/10,630,Y,N,,,N,,,2500
,,SF,P,SUBPRIME,C,CONV,1,0.085,95000,8/2/06,9/1/06,60500,361,309,440,No PMI Insurance,Saint Louis,MO,63137,591,,,,,,,,,,,,,,,30 DPD,0,4/29/10,,35000,1/21/10,59936.78,0.02,11/16/10,568,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0825,141000,4/21/03,6/1/03,105600,360,285,0,No PMI Insurance,Dickinson,TX,77539,636,0.0575,0.1425,0.0825,,0.01,0,6,6W1BD,5/1/05,0.01,6,0,,6,90 DPD,0,,,143000,11/9/10,100391.72,0.0875,2/24/10,432,Y,Y,,,N,,,5000
