LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF
,,SF,I,SUBPRIME,,CONV,1,0.089,155000,11/22/06,1/1/07,133000,360,312,480,No PMI Insurance,Trenton,NJ,8629,591,0.063,0.159,0.089,,0.015,,6,6W1BD,12/1/09,0.015,6,0,,6,30 DPD,0,,,125160,5/14/10,131361.19,0.089,12/21/10,587,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07,121750,5/9/05,7/1/05,115425,326,295,326,No PMI Insurance,Sumter,SC,29154,558,,,,,,,,,,,,,,,60 DPD,0,5/30/08,,124581,7/9/09,121147.3,0.07,12/11/10,508,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0675,383000,8/1/05,9/1/05,132200,180,115,0,No PMI Insurance,Azusa,CA,91702,696,,,,,,0,,,,,,,,,CURRENT,0,,,,,99255.58,0.0675,12/10/10,689,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0825,84000,3/7/05,4/20/05,83000,360,291,360,No PMI Insurance,Terre Haute,IN,47802,621,,,,,,,,,,,,,,,CURRENT,0,,,,,78431.49,0.0825,12/23/10,514,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,,CONV,1,0.0725,60000,12/17/04,2/1/05,54000,360,288,360,No PMI Insurance,Philadelphia,PA,19116,562,0.065,0.1325,0.0725,,0.015,,6,6W1BD,1/1/07,0.015,6,0,,6,CURRENT,0,,,,,50986.87,0.07375,12/15/10,665,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0775,318000,8/29/06,10/1/06,100000,360,309,310,No PMI Insurance,Lancaster,CA,93534,,,,,,,0,,,,,,,,,30 DPD,0,11/22/10,,127000,9/9/10,115803.54,0.04625,9/3/10,580,N,Y,,,N,,,1500
,,CO,P,SUBPRIME,P,CONV,2,0.07,144500,8/14/06,10/1/06,28900,347,310,347,No PMI Insurance,Klamath Falls,OR,97603,,,,,,,0,,,,,,,,,30 DPD,0,12/18/07,,114003,2/22/10,20881.34,0.07,11/22/10,502,N,Y,123671.05,12/31/10,Y,,,1500
,,SF,P,SUBPRIME,C,CONV,1,0.08805,240000,11/21/05,1/1/06,50000,360,300,0,No PMI Insurance,Bordentown,NJ,8505,612,0.055,0.14805,0.08805,,0.01,0,6,6W1BD,12/1/07,0.01,6,0,,6,30 DPD,0,,,185000,8/28/08,47876.13,0.08805,11/29/10,561,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,C,CONV,1,0.0725,115000,9/7/05,11/1/05,103500,360,297,360,No PMI Insurance,Markham,IL,60426,760,0.0617,0.1325,0.0725,,0.015,,6,6WSLB,10/1/07,0.015,6,0,,6,CURRENT,0,,,,,97960.83,0.0725,12/9/10,804,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.097,104000,9/18/06,11/1/06,20600,180,130,360,No PMI Insurance,Saginaw,TX,76179,,,,,,,,,,,,,,,,30 DPD,0,,,,,20018.87,0.097,12/10/10,511,N,Y,79647.68,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0925,105000,10/3/05,12/1/05,94500,360,298,360,No PMI Insurance,Tuskegee Institute,AL,36083,540,,,,,,,,,,,,,,,CURRENT,0,,,115000,4/29/09,90599.95,0.0925,12/2/10,614,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.1025,410000,10/10/06,12/1/06,76000,180,133,360,No PMI Insurance,Victorville,CA,92395,,,,,,,,,,,,,,,,90 DPD,0,,,135000,8/5/10,74185.72,0.1025,9/30/10,597,N,Y,324602.15,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0835,350000,9/23/05,11/1/05,315000,360,344,360,No PMI Insurance,Brentwood,NY,11717,595,0.0725,0.1435,0.0835,,0.01,,6,6WSLB,10/1/07,0.01,6,0,,6,FC,0,,6/2/07,190000,8/31/10,311899.86,0.0835,,538,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0849,485000,8/29/05,3/1/08,436500,324,328,331,No PMI Insurance,East Meadow,NY,11554,589,,,,,,,,,,,,,,,90 DPD,0,,,400000,8/6/10,425120.47,0.0849,,503,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0728,145000,9/13/06,11/1/06,115680,360,311,320,No PMI Insurance,Red Oak,TX,75154,,,,,,,,,,,,,,,,60 DPD,0,2/2/10,,113000,11/3/09,120570.78,0.02875,12/15/10,495,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0505,555000,11/12/04,1/1/05,370500,360,287,360,No PMI Insurance,Las Vegas,NV,89183,734,,,,,,,,,,,,,,,CURRENT,0,,,,,333496.65,0.0505,12/6/10,792,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,P,CONV,1,0.079,210000,5/8/06,7/1/06,168000,360,348,360,No PMI Insurance,West Palm Beach,FL,33406,653,0.05679,0.139,0.079,,0.015,,6,6WSLB,6/1/08,0.015,6,0,,6,FC,0,,10/2/07,63000,12/23/10,166629.03,0.079,,468,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0893,84500,10/26/05,12/1/05,76050,180,118,180,No PMI Insurance,Lexington,NE,68850,598,,,,,,,,,,,,,,,CURRENT,0,,,,,60507.84,0.0893,12/13/10,645,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0799,130000,10/14/03,12/1/03,126000,360,294,360,No PMI Insurance,Charlotte,NC,28215,616,,,,,,,,,,,,,,,REO,0,,6/9/09,60000,5/17/10,119135.99,0.0799,2/16/10,589,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.06625,237000,8/3/05,10/1/05,207000,360,295,360,No PMI Insurance,Coon Rapids,MN,55433,729,,,,,,,,,,,,,,,CURRENT,0,,,,,204724.07,0.06625,12/29/10,712,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0424,210000,5/4/06,6/1/06,161703,326,305,326,No PMI Insurance,Jacksonville,FL,32244,649,,,,,,,,,,,,,,,30 DPD,0,2/6/09,,150000,12/5/08,147308.31,0.0424,12/6/10,640,N,Y,,,N,28924.63,12/31/10,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0809,110000,11/10/06,1/1/07,88000,360,332,360,No PMI Insurance,Glenn Heigh,TX,75154,660,0.055,0.1409,0.0809,,0.01,,6,6W1BD,12/1/08,0.01,6,0,,6,REO,0,,7/7/09,80000,12/11/10,86288.3,0.08625,10/6/09,541,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.077,147500,10/12/06,12/1/06,125375,360,310,360,No PMI Insurance,Fort Lupton,CO,80621,638,,,,,,,,,,,,,,,CURRENT,0,,,,,120095.98,0.077,12/15/10,630,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0831,87500,8/15/05,10/1/05,61250,180,116,180,No PMI Insurance,Saint Louis,MO,63136,539,,,,,,,,,,,,,,,CURRENT,0,,,,,47706.52,0.0831,12/6/10,607,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0795,76000,8/8/03,10/1/03,57000,360,273,0,No PMI Insurance,Connersville,IN,47331,530,0.0625,0.1395,0.0795,,0.01,0,6,6WSLB,9/1/05,0.01,6,0,,6,30 DPD,0,,,62500,1/11/08,53267.21,0.0795,12/2/10,555,N,N,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0719,200000,6/30/05,8/1/05,158400,180,114,360,No PMI Insurance,Alabaster,AL,35007,649,,,,,,,,,,,,,,,CURRENT,0,,,,,148497.61,0.0719,12/11/10,498,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,C,CONV,1,0.08875,185000,12/2/05,1/1/06,181000,360,299,360,No PMI Insurance,Indianapolis,IN,46237,706,0.055,0.15875,0,,0.01,0,6,6W1BD,12/1/09,0.01,6,0,,6,CURRENT,0,12/17/07,,,,173204.84,0.06875,12/31/10,649,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0481,145000,9/27/05,11/1/05,116000,313,297,313,No PMI Insurance,Millington,MI,48746,646,,,,,,,,,,,,,,,CURRENT,0,10/30/09,,58910,12/2/10,91921.49,0.0481,12/2/10,561,Y,Y,,,N,28266.81,12/31/10,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07025,162000,10/31/03,12/1/03,125700,363,277,323,No PMI Insurance,San Antonio,TX,78240,509,,,,,,0,,,,,,,,,CURRENT,0,11/29/10,,165900,9/1/10,148524.01,0.02,11/29/10,633,N,N,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.083,125000,7/7/05,9/1/05,111870,360,295,301,No PMI Insurance,Savannah,GA,31419,590,,,,,,,,,,,,,,,CURRENT,0,7/20/10,,95000,5/27/10,115283.1,0.083,12/29/10,502,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0765,476000,11/21/06,1/1/07,383138,363,313,480,No PMI Insurance,Concord,CA,94520,600,,,,,,,,,,,,,,,CURRENT,47300,6/11/10,,160000,1/20/10,342449.72,0.02,12/31/10,544,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08775,120000,1/20/06,3/1/06,106000,360,309,360,No PMI Insurance,Statham,GA,30666,624,0.0865,0.14775,0.08775,,0.01,0,6,6W1BD,2/1/14,0.01,6,0,,6,FC,0,1/22/09,12/11/10,117000,8/6/10,102298.66,0.08775,5/10/10,547,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.075,76000,4/30/00,6/1/00,49400,318,302,318,No PMI Insurance,Georgetown,IN,47122,546,,,,,,0,,,,,,,,,REPERF,0,9/19/08,,98000,10/22/10,54532.43,0.075,11/8/10,491,Y,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.061,173000,9/18/03,11/1/03,138400,360,273,360,No PMI Insurance,Bend,OR,97702,589,,,,,,,,,,,,,,,CURRENT,0,,,,,123304.05,0.061,12/1/10,712,N,N,,,N,,,5000
,,SF,I,SUBPRIME,C,CONV,1,0.0945,58000,11/25/03,1/1/04,46400,360,275,360,No PMI Insurance,Tyler,TX,75702,626,,,,,,,,,,,,,,,CURRENT,0,,,,,43255.7,0.0945,12/29/10,599,N,N,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0675,60000,7/31/00,12/1/02,60145,360,262,360,No PMI Insurance,Hattiesburg,MS,39401,507,,,,,,0,,,,,,,,,CURRENT,0,,,92771,5/27/09,53443.72,0.0675,12/29/10,515,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.09925,425000,5/17/06,7/1/06,55500,360,305,360,No PMI Insurance,Big Pine Key,FL,33043,662,,,,,,,,,,,,,,,CURRENT,0,,,180000,12/13/10,53137.45,0.09925,12/7/10,721,N,Y,306214,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,,CONV,2,0.0999,102000,11/4/05,1/1/06,25000,180,121,360,No PMI Insurance,Highlands,TX,77562,570,,,,,,0,,,,,,,,,60 DPD,0,,,85000,4/12/10,24171.91,0.0999,12/20/10,435,N,Y,77127.35,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0836,113000,10/25/06,12/1/06,105000,480,430,480,No PMI Insurance,North Charleston,SC,29418,596,,,,,,,,,,,,,,,CURRENT,0,,,,,103424.38,0.0836,12/20/10,612,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.1034,56000,2/6/98,3/6/98,44800,180,25,0,No PMI Insurance,Shelby,NC,28150,660,,,,,,0,,,,,,,,,CURRENT,0,,,,,13497.57,0.1034,12/17/10,548,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0665,165000,11/24/04,1/1/05,132000,360,287,0,No PMI Insurance,Seminole,FL,33777,599,0.0555,0.1365,0.0665,,0.015,0,6,6W1BD,12/1/06,0.015,6,0,,6,CURRENT,0,,,132000,1/11/10,123287.95,0.0665,11/29/10,503,N,Y,,,N,22581.07,12/31/10,5000
,,SF,P,SUBPRIME,P,CONV,1,0.10735,87000,12/19/06,2/1/07,78300,360,312,360,No PMI Insurance,Buffalo,NY,14215,532,,,,,,,,,,,,,,,CURRENT,0,,,80500,4/15/09,76575.14,0.10735,12/31/10,573,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.0999,108000,10/1/03,12/1/03,21600,240,158,0,No PMI Insurance,Pasadena,TX,77502,493,,,,,,0,,,,,,,,,90 DPD,0,,,131847,2/19/10,18207.52,0.0999,12/13/10,532,N,N,79316.83,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0443,166000,6/11/04,8/1/04,144000,360,282,360,No PMI Insurance,St. Peters,MO,63376,683,0.065,0.1043,0.0443,,0.015,,6,6W1BD,7/1/06,0.015,6,0,,6,CURRENT,0,,,154524,7/17/09,132655.7,0.07375,12/2/10,663,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.06875,295000,11/30/05,2/1/06,219000,360,302,360,No PMI Insurance,Orlando,FL,32820,653,0.055,0.13875,0,,0.01,0,6,6W1BD,1/1/13,0.01,6,0,,6,60 DPD,0,2/11/08,,,,206639.43,0.06875,12/10/10,531,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.065,925000,4/21/06,6/1/06,715000,360,304,360,No PMI Insurance,Upland,CA,91784,656,,,,,,,,,,,,,,,CURRENT,0,,,,,673715.62,0.065,12/30/10,663,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08,251000,9/10/99,10/10/99,212500,339,297,339,No PMI Insurance,Charlotte,NC,28227,502,,,,,,0,,,,,,,,,REPERF,0,3/29/07,,245000,10/26/10,201370.96,0.08,9/30/10,556,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0925,124000,4/28/06,6/1/06,95920,360,304,309,No PMI Insurance,Duluth,MN,55805,651,,,,,,,,,,,,,,,CURRENT,3588.33,8/11/10,,95000,4/13/10,93901.82,0.085,12/15/10,624,N,Y,,,N,20344.74,12/31/10,5000
,,SF,P,SUBPRIME,,CONV,1,0.0955,141000,9/20/06,11/1/06,133950,360,321,360,No PMI Insurance,Chicago,IL,60633,549,0.0555,0.1655,0,,0.015,,6,6W1BD,10/1/09,0.015,6,0,,6,90 DPD,0,,,129000,8/13/10,130188.64,0.0805,4/12/10,559,N,Y,,,N,,,5000
,,SF,I,ALT A,,CONV,1,0.075,195000,6/28/06,8/1/06,156000,360,315,360,No PMI Insurance,Chandler,AZ,85225,638,0.0225,0.135,0,,0.02,,12,WS1YL,7/1/09,0.02,12,0,,12,90 DPD,0,,,31000,10/15/10,155694.3,0.055,3/30/10,536,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0463,210000,3/16/06,5/1/06,114000,326,308,326,No PMI Insurance,Palm Bay,FL,32909,549,,,,,,,,,,,,,,,90 DPD,0,2/6/09,,75000,11/9/10,117222.43,0.0463,11/22/10,568,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0736,138000,8/23/06,10/1/06,91000,360,310,360,No PMI Insurance,Dallas,TX,75211,804,,,,,,,,,,,,,,,60 DPD,0,,,98065,2/24/10,87017.58,0.0736,11/24/10,562,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.0488,129750,8/28/06,10/1/06,38925,333,320,333,No PMI Insurance,Troy,MO,63379,532,,,,,,,,,,,,,,,90 DPD,0,3/27/09,,118000,11/6/08,28423.92,0.0488,6/29/10,594,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.07,238000,9/11/06,11/1/06,189600,360,318,322,No PMI Insurance,Mesa,AZ,85202,719,,,,,,,,,,,,,,,FC,0,1/14/10,7/3/10,122000,7/8/10,190387.19,0.0275,2/16/10,505,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,2,0.10625,155000,12/1/03,2/1/04,23250,180,98,0,No PMI Insurance,Garrettsville,OH,44231,672,,,,,,0,,,,,,,,,60 DPD,0,,,95000,9/28/09,17001.91,0.10625,11/8/10,565,N,Y,131910.26,6/2/08,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0565,110000,9/24/04,11/1/04,84500,360,284,360,No PMI Insurance,Houston,TX,77072,,0.0575,0.1165,0.0565,,0.01,,6,6W1BD,10/1/06,0.01,6,0,,6,CURRENT,0,,,102500,1/25/08,78329.59,0.0625,12/10/10,757,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0795,66000,8/26/04,10/1/04,46000,360,284,360,No PMI Insurance,Collinsville,TX,76233,,0.0625,0.1395,0.0795,,0.01,,6,6W1BD,9/1/06,0.01,6,0,,6,CURRENT,0,,,,,43165.92,0.0795,12/8/10,610,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.06375,435000,4/21/05,6/1/05,287000,360,292,360,No PMI Insurance,Vallejo,CA,94589,481,0.06475,0.12375,0,,0.01,,6,6W1BD,5/1/07,0.01,6,0,,6,CURRENT,0,,,150000,2/2/10,270917.2,0.07,12/31/10,498,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.1125,50000,7/28/97,9/1/97,37500,360,200,0,No PMI Insurance,Princeton,KY,42445,640,0.06,0.1825,0.1125,,0.01,0,6,6W1BD,8/1/00,0.01,6,0,,6,30 DPD,0,,,,,32199.43,0.1125,12/31/10,674,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.07,190000,10/27/03,12/1/03,128000,316,276,316,No PMI Insurance,Hamilton,OH,45013,545,,,,,,0,,,,,,,,,60 DPD,0,7/12/07,,166200,7/19/07,122122.25,0.07,12/1/10,592,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,2,0.085,153000,10/20/03,12/1/03,30600,180,93,360,No PMI Insurance,Nashville,TN,37217,627,,,,,,0,,,,,,,,,CURRENT,0,,,,,28414.6,0.085,12/30/10,676,N,Y,122456.01,6/2/08,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0936,125000,10/24/06,12/1/06,112500,362,311,453,No PMI Insurance,Council Bluffs,IA,51501,609,,,,,,,,,,,,,,,CURRENT,0,4/13/10,,74500,2/8/10,112095.31,0.02,12/6/10,517,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.1099,154000,10/3/05,12/1/05,30000,180,117,360,No PMI Insurance,Albuquerque,NM,87121,645,,,,,,0,,,,,,,,,CURRENT,0,,,125000,1/21/06,29081.23,0.1099,12/20/10,690,N,Y,113332.18,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.1034,123000,9/27/06,11/1/06,122000,360,333,360,No PMI Insurance,Burlington,NC,27215,,0.06,0.1634,0.1034,,0.01,,6,6WSLB,10/1/08,0.01,6,0,,6,REO,0,,5/14/09,45000,12/28/10,120544.44,0.1034,3/4/09,564,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0958,105000,10/13/06,12/1/06,105000,360,314,360,No PMI Insurance,Burlington,NC,27217,599,,,,,,,,,,,,,,,REPERF,0,,,102377,6/9/09,102263.54,0.0958,12/7/10,598,Y,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.02275,535000,10/25/05,12/5/05,443000,309,299,309,No PMI Insurance,Herndon,VA,20171,549,,,,,,,,,,,,,,,30 DPD,0,3/24/10,,375000,10/13/09,445305.35,0.02275,12/27/10,631,Y,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.07,360000,11/23/05,1/1/06,262500,330,327,330,No PMI Insurance,Neptune,NJ,7753,559,,,,,,0,,,,,,,,,FC,0,7/22/08,5/5/09,308000,12/31/10,265659.09,0.07,10/28/08,478,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.02,400000,6/19/06,8/1/06,306000,316,303,316,No PMI Insurance,Perris,CA,92570,577,,,,,,,,,,,,,,,CURRENT,0,3/22/10,,110000,12/22/09,296732.81,0.02,12/16/10,604,N,Y,,,N,,,5000
,,TH,P,SUBPRIME,C,CONV,1,0.1105,86000,9/29/06,11/1/06,68800,360,309,360,No PMI Insurance,Fayetteville,NC,28303,557,0.06,0.1705,0.1105,,0.01,,6,6W1BD,10/1/08,0.01,6,0,,6,CURRENT,0,,,65000,8/23/10,67267.84,0.1105,12/24/10,567,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0859,80000,7/5/05,8/1/05,62000,360,294,360,No PMI Insurance,Toledo,OH,43609,619,0.0809,0.1559,0.0859,,0.01,,6,6W1BD,7/1/07,0.01,6,0,,6,CURRENT,0,,,,,59503.54,0.08875,12/16/10,695,N,Y,,,N,,,5000
,,2F,P,SUBPRIME,C,CONV,1,0.0625,550000,8/16/05,4/1/08,467000,324,297,330,No PMI Insurance,Elizabeth,NJ,7202,705,,,,,,,,,,,,,,,30 DPD,0,,,401154,4/22/09,464879.25,0.0625,11/11/10,771,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.075,59000,12/9/03,2/1/04,39000,360,276,360,No PMI Insurance,Wichita,KS,67204,666,,,,,,,,,,,,,,,CURRENT,0,,,,,35369.28,0.0728,12/9/10,548,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.06375,462000,1/17/07,3/1/07,329400,360,313,360,No PMI Insurance,Deland,FL,32720,789,0.0225,0.11375,0.0225,,0.01,,6,6WSLB,2/1/12,0.01,6,0.075,,6,CURRENT,0,,,462000,12/14/06,351434.15,0.06375,12/13/10,805,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.069,405000,6/7/06,8/1/06,324000,360,324,360,No PMI Insurance,Fort Pierce,FL,34982,568,0.039,0.129,0.069,,0.01,,6,6W1BD,7/1/08,0.01,6,0,,6,FC,0,,1/6/09,119000,11/19/10,313531.56,0.069,10/31/09,587,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.1024,85000,7/28/97,9/1/97,68000,240,79,0,No PMI Insurance,Salisbury,NC,28146,596,,,,,,0,,,,,,,,,CURRENT,0,,,,,41242.91,0.1024,12/11/10,569,N,Y,,,N,,,5000
,,SF,P,ALT A,C,CONV,1,0.0675,289000,1/5/07,3/1/07,231200,360,313,321,No PMI Insurance,Lake Worth,FL,33463,705,,,,,,,,,,,,,,,CURRENT,0,6/10/10,,130000,3/10/10,225570.06,0.03875,12/13/10,599,N,Y,,,N,,,5000
