LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF
,,SF,P,SUBPRIME,P,CONV,1,0.092,120000,10/3/05,12/1/05,107550,360,299,300,No PMI Insurance,Ypsilanti,MI,48198,566,,,,,,0,,,,,,,,,30 DPD,0,11/9/10,,19000,4/19/10,138536.7,0.0595,4/23/10,481,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0798,228000,12/15/06,2/1/07,203000,480,445,480,No PMI Insurance,Beaufort,SC,29907,636,0.065,0.1398,0.0798,,0.015,,6,6W1BD,1/1/09,0.015,6,0,,6,90 DPD,0,,,195000,9/22/10,200864.08,0.0798,5/19/10,561,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,R,CONV,1,0.0639,380000,4/22/04,6/1/04,304000,360,280,0,No PMI Insurance,Lake Worth,FL,33463,622,,,,,,0,,,,,,,,,CURRENT,0,,,,,275841.14,0.0639,12/11/10,763,N,N,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0665,350000,11/9/06,1/1/07,170000,360,311,600,No PMI Insurance,Colton,CA,92324,456,,,,,,,,,,,,,,,CURRENT,0,,,350000,10/31/06,167943.81,0.0665,12/16/10,563,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,,CONV,1,0.087,145000,11/7/06,1/1/07,129600,360,310,360,No PMI Insurance,Chicago,IL,60620,684,,,,,,,,,,,,,,,CURRENT,0,,,40000,3/19/10,125066.77,0.087,12/27/10,636,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.08,145000,11/8/06,1/1/07,130000,339,313,398,No PMI Insurance,Fort Wayne,IN,46818,498,,,,,,,,,,,,,,,CURRENT,0,7/7/10,,135000,6/25/10,151028.37,0.02,12/7/10,456,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,PMI,1,0.02,95000,5/20/02,7/1/02,90000,480,474,480,PMI Mortgage Ins Co,Elm City,NC,27822,,,,,,,,,,,,,,,,30 DPD,0,5/26/10,,60000,2/23/10,84050.54,0.02,12/3/10,555,N,N,,,N,,,3750
,,SF,P,ALT A,,CONV,1,0.07375,350000,11/13/06,1/1/07,280000,360,337,360,No PMI Insurance,Willow Springs,IL,60480,611,0.0225,0.13375,0.0225,,0.02,,12,WS1YL,12/1/11,0.02,12,0,,12,FC,0,,12/16/08,184000,8/25/10,280000,0.07375,4/13/09,621,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0668,146000,12/19/05,2/1/06,116800,360,317,360,No PMI Insurance,Sioux Falls,SD,57106,629,0.065,0.1268,0.0668,,0.015,,6,6W1BD,1/1/08,0.015,6,0,,6,FC,0,,12/22/09,160000,11/19/10,112402.08,0.0775,9/18/09,575,N,Y,,,N,,,5000
,,SF,S,SUBPRIME,R,CONV,1,0.06055,934400,12/22/06,9/1/08,654000,341,312,341,No PMI Insurance,Wrightsville Beach,NC,28480,695,,,,,,,,,,,,,,,CURRENT,0,,,,,654000,0.06055,12/14/10,518,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.09,133000,8/14/06,10/1/06,103600,360,308,360,No PMI Insurance,Alabaster,AL,35007,,0.08,0.15,0.09,,0.01,0,6,6W1BD,9/1/09,0.01,6,0,,6,CURRENT,0,,,114417,5/5/09,100100.11,0.09,12/13/10,698,N,Y,,,N,,,1500
,,SF,I,SUBPRIME,,CONV,1,0.0468,100000,1/26/07,3/1/07,84000,456,431,456,No PMI Insurance,Council Bluffs,IA,51501,603,,,,,,,,,,,,,,,CURRENT,0,2/3/09,,80000,10/6/09,85487.98,0.0468,12/27/10,512,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,C,CONV,1,0.0861,200000,12/21/06,2/1/07,190000,480,434,480,No PMI Insurance,Pontiac,MI,48341,577,0.065,0.1561,0.0861,,0.015,,6,6W1BD,1/1/09,0.015,6,0,,6,60 DPD,0,,,91755,11/10/10,187634.22,0.0861,12/15/10,545,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0825,150000,12/30/05,3/1/06,135000,360,300,360,No PMI Insurance,Kansas City,MO,64114,531,0.065,0.1425,0.0825,,0.015,,6,6W1BD,2/1/08,0.015,6,0,,6,CURRENT,0,,,,,123978.5,0.0825,12/24/10,689,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.1025,75000,12/30/05,2/1/06,63750,360,300,360,No PMI Insurance,Memphis,TN,38118,570,,,,,,,,,,,,,,,CURRENT,0,,,30000,7/28/10,61709.83,0.1025,12/14/10,591,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.077,237900,1/5/07,3/1/07,214110,480,441,480,No PMI Insurance,Duluth,GA,30096,571,0.065,0.137,0.077,,0.015,,6,6W1BD,2/1/09,0.015,6,0,,6,90 DPD,0,,,163000,6/10/10,211308.02,0.077,10/29/10,544,Y,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0775,65000,7/26/02,9/10/02,60800,240,139,240,No PMI Insurance,Worden,IL,62097,626,,,,,,,,,,,,,,,CURRENT,0,,,,,45878.45,0.0775,12/2/10,,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,P,CONV,1,0.0665,133000,8/27/04,10/1/04,111350,360,311,360,No PMI Insurance,Joliet,IL,60431,589,0.0601,0.1265,0.0665,,0.01,,6,6WSLB,9/1/06,0.01,6,0,,6,REO,0,,1/21/09,94000,7/10/10,107348.6,0.09375,,612,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0957,185000,12/18/06,2/1/07,157250,360,331,360,No PMI Insurance,Hendersonville,TN,37075,509,0.065,0.1557,0.0957,,0.015,,6,6W1BD,1/1/09,0.015,6,0,,6,90 DPD,0,,,155000,10/21/10,154869.65,0.0957,12/31/10,510,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0619,190000,8/30/05,10/1/05,146000,360,296,360,No PMI Insurance,Philadelphia,PA,19111,583,,,,,,,,,,,,,,,CURRENT,0,,,,,135598.85,0.0619,12/30/10,686,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,,CONV,1,0.08925,82100,9/30/05,11/1/05,73890,360,297,360,No PMI Insurance,Covington,GA,30016,675,0.065,0.14925,0.08925,,0.01,0,6,6W1BD,10/1/09,0.01,6,0,,6,CURRENT,0,11/26/07,,50000,3/3/10,70487.63,0.08925,12/10/10,765,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.077,220000,4/13/07,6/1/07,170000,361,318,429,No PMI Insurance,Charleston,SC,29412,609,,,,,,,,,,,,,,,30 DPD,0,11/23/09,,177000,10/12/09,167901.11,0.02,12/31/10,478,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0706,137000,10/31/05,12/1/05,137000,360,315,360,No PMI Insurance,Thonotosassa,FL,33592,633,0.0656,0.1406,0.0706,,0.01,,6,6WSLB,11/1/10,0.01,6,0,,6,FC,0,,9/3/09,90000,8/17/10,131326.29,0.0706,7/1/10,495,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,P,CONV,1,0.098,115500,5/12/06,7/1/06,92000,360,305,307,No PMI Insurance,Bladensburg,MD,20710,653,,,,,,,,,,,,,,,CURRENT,0,11/9/10,,95000,3/9/10,85517.87,0.0425,11/9/10,484,N,Y,,,N,22514.69,12/31/10,5000
,,SF,I,SUBPRIME,C,CONV,1,0.0853,107500,5/1/06,7/1/06,96750,360,305,480,No PMI Insurance,Greenville,CA,95947,582,0.06459,0.1453,0.0853,,0.015,,6,6WSLB,6/1/08,0.015,6,0,,6,CURRENT,0,,,,,95334.72,0.0853,12/3/10,637,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,C,CONV,1,0.058,422000,8/2/05,10/1/05,337600,324,295,318,No PMI Insurance,Lorton,VA,22079,638,,,,,,60,,,,,,,,,CURRENT,0,12/6/10,,275000,7/12/10,348393.76,0.02,12/8/10,600,N,Y,,,N,,,5000
,,SF,P,PRIME,C,CONV,1,0.06375,522000,11/5/02,1/1/03,365400,360,263,360,No PMI Insurance,San Diego,CA,92109,,,,,,,,,,,,,,,,CURRENT,0,,,660000,10/6/09,318531.76,0.06375,12/27/10,557,N,N,,,N,,,2500
,,PD,P,SUBPRIME,P,CONV,1,0.07,520000,8/5/05,10/1/05,310000,330,297,330,No PMI Insurance,Gainesville,VA,20155,637,,,,,,60,,,,,,,,,30 DPD,0,6/5/08,,295000,9/14/10,299018.42,0.07,12/31/10,556,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0999,130000,1/24/06,3/1/06,84000,360,319,360,No PMI Insurance,Summit Point,WV,25446,519,0.0699,0.1599,0.0999,,0.015,,6,6WSLB,2/1/08,0.015,6,0,,6,FC,0,,5/28/10,75000,10/20/10,82346.07,0.0999,4/2/10,524,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07,290000,9/28/06,11/1/06,209100,340,323,340,No PMI Insurance,Stockton,CA,95204,616,,,,,,,,,,,,,,,90 DPD,0,11/14/08,,90000,7/12/10,153681.15,0.07,11/23/10,579,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0808,195000,10/4/06,11/1/08,181965.54,456,430,456,No PMI Insurance,Tallahassee,FL,32303,601,0.065,0.1408,0.0808,,0.015,,6,6W1BD,10/1/10,0.015,6,0,,6,CURRENT,0,,,165184,6/24/09,180055.2,0.0808,12/17/10,474,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07375,277000,9/12/06,11/1/06,220000,360,309,540,No PMI Insurance,Las Vegas,NV,89143,668,0.06375,0.13375,0.07375,,0.01,,12,6W1BD,10/1/09,0.01,12,0,,12,CURRENT,0,,,260000,10/14/06,217006.92,0.07375,11/9/10,795,N,Y,,,N,54657.43,12/31/10,1500
,,SF,P,SUBPRIME,R,CONV,1,0.0673,370000,1/11/07,3/1/07,291000,480,433,480,No PMI Insurance,Greensboro,NC,27409,601,,,,,,,,,,,,,,,CURRENT,0,,,,,284745.75,0.0673,12/10/10,604,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,C,CONV,1,0.0748,46000,10/27/04,12/1/04,36800,360,286,360,No PMI Insurance,Philadelphia,PA,19143,661,,,,,,,,,,,,,,,CURRENT,0,,,,,34274.61,0.0748,12/6/10,545,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07,90000,11/23/04,1/1/05,76500,323,290,323,No PMI Insurance,Detroit,MI,48212,616,,,,,,0,,,,,,,,,60 DPD,0,1/31/08,,15000,1/24/08,54292.99,0.07,11/29/10,508,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.069,480000,1/13/06,3/1/06,358400,360,304,360,No PMI Insurance,Alamogordo,NM,88310,652,0.04488,0.129,0.069,,0.015,,6,6WSLB,2/1/08,0.015,6,0,,6,REPERF,0,,,295000,12/20/10,357878.81,0.069,12/20/10,583,N,Y,,,N,86337.54,12/31/10,5000
,,SF,P,PRIME,C,CONV,1,0.1205,60000,7/28/03,9/1/03,51000,360,271,282,No PMI Insurance,Spiceland,IN,47385,,,,,,,,,,,,,,,,CURRENT,21.06,5/25/10,,18900,4/20/10,51513.4,0.073,12/10/10,541,N,N,,,N,,,5000
,,SF,P,PRIME,C,CONV,1,0.06125,163000,7/9/05,9/1/05,130400,360,302,360,No PMI Insurance,Luxemburg,WI,54217,,0.06125,0.12125,0.06125,,0.01,,6,6WSLB,8/1/08,0.01,6,0,,6,FC,0,,9/3/09,149900,11/8/10,126897.76,0.06125,10/25/10,465,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.06,243000,8/9/05,10/1/05,160000,360,295,360,No PMI Insurance,District Heights,MD,20747,675,,,,,,,,,,,,,,,CURRENT,0,,,,,148016.99,0.06,12/30/10,607,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.089,83000,11/21/05,1/1/06,66400,335,305,335,No PMI Insurance,El Paso,TX,79907,605,,,,,,0,,,,,,,,,30 DPD,0,5/7/08,,89000,8/20/09,66336.26,0.089,11/16/10,504,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0594,36000,1/13/98,3/1/98,30600,109,88,109,No PMI Insurance,Jackson,MS,39213,596,,,,,,0,,,,,,,,,90 DPD,0,12/30/08,,31425,10/9/08,22006.1,0.0594,10/29/10,558,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,2,0.1099,330000,9/10/04,11/1/04,66000,180,104,0,No PMI Insurance,Monroe,LA,71203,717,,,,,,0,,,,,,,,,CURRENT,0,,,,,50292.1,0.1099,12/27/10,693,N,N,264778.42,6/17/05,N,,,VARIOUS
,,PD,P,SUBPRIME,P,CONV,1,0.04425,189000,10/6/05,12/1/05,164250,310,297,310,No PMI Insurance,Krum,TX,76249,598,,,,,,0,,,,,,,,,CURRENT,0,2/22/10,,120000,9/18/09,176609.88,0.04425,12/31/10,542,Y,Y,,,N,,,5000
,,SF,P,PRIME,P,CONV,1,0.0625,168000,7/12/05,9/1/05,132372,360,308,329,No PMI Insurance,Bar Nunn,WY,82601,,0.0875,0.1325,0.0625,,0.015,,6,6WSLB,8/1/08,0.015,6,0,,6,REO,0,,5/24/10,200000,8/30/10,131271.28,0.09875,,423,N,N,,,N,,,5000
,,CO,P,PRIME,R,CONV,1,0.1135,123000,7/18/03,9/1/03,79950,360,272,0,No PMI Insurance,Clinton Township,MI,48036,477,0.065,0.1735,0.1135,,0.01,0,6,6WSLB,8/1/05,0.01,6,0,,6,30 DPD,0,,,70000,6/16/10,76455.76,0.1135,12/7/10,518,Y,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0799,175000,10/10/05,12/1/05,166250,360,297,360,No PMI Insurance,Locust Grove,GA,30248,767,,,,,,0,,,,,,,,,CURRENT,0,,,165000,3/15/06,157705.52,0.0799,12/30/10,793,N,Y,,,N,,,5000
,,SF,S,SUBPRIME,P,CONV,1,0.07625,630000,6/27/07,8/1/07,497000,360,346,360,No PMI Insurance,Placida,FL,33946,,0.0225,0.12625,0.0225,,0.02,,12,WS1YL,7/1/12,0.02,12,0,,12,FC,0,,1/8/09,148000,10/19/10,497000,0.07625,,567,N,N,,,N,,,VARIOUS
,,2F,P,SUBPRIME,P,CONV,1,0.075,117000,10/3/06,12/1/06,102600,343,312,323,No PMI Insurance,Madison,OH,44057,651,,,,,,,,,,,,,,,CURRENT,0,7/15/10,,88000,5/6/10,107625.47,0.05875,12/2/10,521,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0668,132000,1/26/05,3/1/05,116700,360,289,360,No PMI Insurance,Florissant,MO,63031,610,,,,,,,,,,,,,,,CURRENT,0,,,,,103563.73,0.0668,12/15/10,614,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.073,95000,8/19/05,10/1/05,67200,360,296,360,No PMI Insurance,Little Rock,AR,72210,672,,,,,,,,,,,,,,,CURRENT,0,,,,,63195.06,0.073,12/3/10,552,N,Y,,,N,15995.18,12/31/10,5000
,,SF,P,SUBPRIME,C,CONV,1,0.072,178000,7/25/05,9/1/05,158400,360,295,360,No PMI Insurance,Grand Rapids,MI,49508,707,,,,,,,,,,,,,,,CURRENT,0,,,145640,7/26/10,148697.56,0.072,12/20/10,720,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,C,CONV,1,0.0725,182000,6/3/05,8/1/05,149968,360,294,360,No PMI Insurance,Enfield,CT,6082,620,,,,,,,,,,,,,,,CURRENT,0,,,,,140590.98,0.0725,12/21/10,680,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.07875,190000,9/29/06,11/1/06,142500,360,309,540,No PMI Insurance,Woodburn,OR,97071,648,0.06875,0.13875,0.07875,,0.01,,12,6W1BD,10/1/08,0.01,12,0,,12,CURRENT,0,,,135000,9/7/10,141172.87,0.08,12/27/10,528,N,Y,,,N,,,5000
,,PD,P,ALT A,,CONV,1,0.08125,475000,8/29/06,10/1/06,372000,360,308,360,No PMI Insurance,Orlando,FL,32835,760,0.0275,0.13125,0,,0.01,,6,6WSLB,9/1/11,0.01,6,0,,6,CURRENT,0,,,475000,8/23/06,357461.39,0.08125,12/13/10,741,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,2,0.098,171500,11/8/06,1/1/07,33579,360,311,360,No PMI Insurance,Houston,TX,77068,671,,,,,,,,,,,,,,,CURRENT,0,,,149000,8/13/09,32654.08,0.098,12/15/10,593,N,Y,134315.97,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.07125,100000,5/6/04,6/1/04,74000,360,280,360,No PMI Insurance,Pasco,WA,99301,608,,,,,,0,,,,,,,,,CURRENT,0,,,87000,5/27/04,67826.56,0.07125,12/6/10,704,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0655,302500,6/17/05,8/1/05,215000,360,294,360,No PMI Insurance,Miramar,FL,33027,602,0.058,0.1255,0.0655,,0.01,,6,6WSLB,7/1/07,0.01,6,0,,6,CURRENT,0,,,270000,2/24/09,201737.22,0.0655,12/6/10,606,N,Y,,,N,,,5000
,,PD,P,ALT A,,CONV,1,0.06625,665000,3/2/06,5/1/06,485000,360,303,360,No PMI Insurance,Simi Valley,CA,93065,605,0.0225,0.12625,0,,0.02,,6,6W1BD,4/1/16,0.02,6,0,,6,CURRENT,0,,,665000,1/26/06,482099.38,0.06625,12/14/10,684,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0687,114500,3/26/04,5/1/04,85850,300,274,300,No PMI Insurance,Bancroft,MI,48414,508,0.0644,0.1269,0.0669,,0.01,0,6,6W1BD,4/1/10,0.01,6,0,,6,90 DPD,0,11/13/08,,55000,9/22/10,81475.03,0.06875,11/30/10,615,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.04,300000,10/20/06,12/1/06,232500,323,310,323,No PMI Insurance,Mcdonough,GA,30252,,,,,,,,,,,,,,,,CURRENT,0,12/30/09,,145000,12/23/09,245722.27,0.04,12/17/10,504,N,N,,,N,,,2500
,,SF,P,SUBPRIME,R,CONV,1,0.0879,465000,2/21/07,4/1/07,395250,480,447,451,No PMI Insurance,Kearny,NJ,7032,,,,,,,,,,,,,,,,REPERF,0,,,290000,12/9/10,465127.42,0.0487,,457,N,N,,,N,,,VARIOUS
,,SF,P,SUBPRIME,C,CONV,1,0.06,162000,5/20/03,7/1/03,137700,180,88,180,No PMI Insurance,Billings,MT,59102,,0.005,0.06,0.055,,0,,12,PAYHS,6/1/05,0,12,0,48,12,CURRENT,0,,,,,82375.94,0.055,12/27/10,744,N,N,,,N,,,2500
,,SF,P,SUBPRIME,R,CONV,2,0.1125,162500,3/6/06,5/1/06,32500,180,123,360,No PMI Insurance,Courtland,MS,38620,610,,,,,,,,,,,,,,,CURRENT,0,,,150000,5/6/09,31645.76,0.1125,12/6/10,442,N,Y,123684.93,12/31/10,Y,,,5000
,,24,I,SUBPRIME,R,CONV,1,0.08,125000,12/30/02,2/1/03,86000,360,264,0,No PMI Insurance,Washington,DC,20002,724,,,,,,0,,,,,,,,,CURRENT,0,,,85000,7/16/09,78332.45,0.08,12/14/10,657,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.073,184500,6/23/04,8/1/04,165600,321,295,321,No PMI Insurance,Munster,IN,46321,568,,,,,,0,,,,,,,,,FC,0,11/20/07,8/10/10,170000,9/27/10,162673.72,0.073,6/24/10,500,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,C,CONV,1,0.082,50000,7/18/03,9/1/03,40000,360,271,360,No PMI Insurance,Memphis,TN,38106,492,0.0625,0.142,0.082,,0.01,,6,6W1BD,8/1/05,0.01,6,0,,6,CURRENT,0,,,15000,7/15/09,37460.23,0.082,12/8/10,476,N,N,,,N,,,2500
,,PD,P,SUBPRIME,P,CONV,1,0.06705,155000,8/27/04,10/1/04,124000,360,319,0,No PMI Insurance,Volo,IL,60020,650,0.0595,0.12705,0.06705,,0.01,0,6,6WSLB,9/1/06,0.01,6,0,,6,90 DPD,0,,,100000,8/6/10,119762.18,0.09705,4/17/08,628,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0729,151000,5/18/06,7/1/06,124600,480,425,480,No PMI Insurance,Plainfield (Grand Rapids),MI,49525,695,,,,,,,,,,,,,,,CURRENT,0,,,,,119164.81,0.0729,12/11/10,776,N,Y,,,N,,,5000
