LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF
,,SF,P,SUBPRIME,P,CONV,1,0.085,210000,11/21/06,1/1/07,150000,362,313,480,No PMI Insurance,Phoenix,AZ,85006,580,,,,,,,,,,,,,,,CURRENT,26700,5/25/10,,90000,2/23/10,122950.42,0.02,12/2/10,641,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,,CONV,1,0.069,375000,1/11/07,3/1/07,291200,360,330,360,No PMI Insurance,West Palm Beach,FL,33412,621,,,,,,,,,,,,,,,FC,0,,3/4/09,215000,12/3/10,283541.06,0.069,8/13/10,585,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.097,134000,11/16/06,1/1/07,120600,360,314,480,No PMI Insurance,Tunkhannock,PA,18657,545,0.0595,0.167,0.097,,0.015,,6,6W1BD,12/1/09,0.015,6,0,,6,REPERF,0,,,128000,8/13/10,119469.99,0.097,11/11/10,570,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,2,0.118,285000,12/26/06,2/1/07,56000,360,312,360,No PMI Insurance,El Centro,CA,92243,654,,,,,,,,,,,,,,,CURRENT,0,,,285000,12/7/06,54981.19,0.118,12/1/10,601,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0755,405000,10/17/05,12/1/05,364500,360,298,0,No PMI Insurance,Chicago,IL,60632,733,0.04495,0.1455,0.0755,,0.01,0,6,6W1BD,11/1/10,0.01,6,0,,6,CURRENT,0,,,390000,1/17/06,344652.39,0.0755,12/10/10,735,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.08,249000,6/15/05,8/1/05,199200,329,301,329,No PMI Insurance,Brighton,CO,80601,622,,,,,,0,,,,,,,,,90 DPD,0,3/14/08,,235000,7/7/10,187883.85,0.08,9/3/10,510,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07875,134500,7/22/05,9/1/05,104400,324,298,370,No PMI Insurance,Memphis,TN,38141,535,,,,,,0,,,,,,,,,CURRENT,0,11/29/10,,104900,6/28/10,110540.16,0.07875,12/30/10,510,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.067,450000,4/20/05,6/1/05,359650,360,292,0,No PMI Insurance,Chula Vista,CA,91911,716,,,,,,0,,,,,,,,,CURRENT,0,,,,,333471.57,0.067,12/1/10,736,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,2,0.1125,257000,4/28/06,6/1/06,77100,180,124,360,No PMI Insurance,Brooklyn Park,MN,55443,714,,,,,,,,,,,,,,,CURRENT,0,,,170000,2/24/10,74881.43,0.1125,12/20/10,667,N,Y,175581.84,12/31/10,Y,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.07,605000,12/14/05,2/1/06,481680,332,300,332,No PMI Insurance,Tucson,AZ,85704,670,,,,,,60,,,,,,,,,CURRENT,0,5/20/08,,430000,10/26/09,481377.31,0.07,12/19/10,479,N,Y,,,N,,,5000
,,2F,P,SUBPRIME,P,CONV,1,0.069,210000,10/29/04,12/1/04,168000,360,296,360,No PMI Insurance,Wyandotte,MI,48192,,0.057,0.129,0.069,,0.01,,6,6W1BD,11/1/06,0.01,6,0,,6,90 DPD,0,,,43000,6/16/10,159985.93,0.07625,3/17/10,596,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.08,425000,4/19/06,6/1/06,334550,343,334,343,No PMI Insurance,Copley,OH,44321,539,,,,,,,,,,,,,,,FC,0,3/31/08,10/4/08,300000,10/11/10,364273.23,0.08,6/10/08,489,N,N,,,N,,,VARIOUS
,,SF,P,SUBPRIME,,CONV,1,0.0889,106000,7/25/05,9/1/05,97000,180,114,180,No PMI Insurance,Ramseur,NC,27316,522,,,,,,,,,,,,,,,CURRENT,0,,,106000,6/3/05,28999.24,0.0889,11/30/10,639,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,P,CONV,2,0.0999,135000,11/14/03,1/1/04,25340,180,95,0,No PMI Insurance,Fresno,TX,77545,483,,,,,,0,,,,,,,,,CURRENT,0,,,121700,12/6/07,17686.92,0.0999,12/13/10,567,N,N,93500.92,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0642,214000,8/24/04,10/4/04,214000,360,284,360,No PMI Insurance,Orlando,FL,32828,699,,,,,,,,,,,,,,,CURRENT,0,,,,,195926.84,0.0642,12/6/10,670,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0524,253000,8/25/05,10/1/05,110800,360,296,360,No PMI Insurance,Fresno,CA,93722,681,0.045,0.1224,0.0524,,0.02,,6,6W1BD,9/1/07,0.02,6,0,,6,CURRENT,0,,,123630,9/23/09,110764.37,0.0524,12/2/10,677,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,2,0.09,133000,11/9/06,1/1/07,26000,180,130,360,No PMI Insurance,Dickinson,TX,77539,629,,,,,,,,,,,,,,,CURRENT,0,,,,,25161.22,0.09,12/30/10,702,N,Y,107086.87,6/2/08,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.08605,80000,7/16/04,9/1/04,64000,360,285,360,No PMI Insurance,Erie,PA,16507,594,0.055,0.14605,0.08605,,0.01,,6,6W1BD,8/1/06,0.01,6,0,,6,60 DPD,0,,,,,60711.58,0.08605,10/15/10,440,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.1199,36000,10/27/97,12/6/97,28800,360,202,360,No PMI Insurance,Junction City,KS,66441,558,,,,,,0,,,,,,,,,CURRENT,0,,,,,25484.77,0.1199,12/31/10,601,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,2,0.10125,124000,8/2/05,9/2/05,12500,180,115,180,No PMI Insurance,Schenectady,NY,12309,503,,,,,,,,,,,,,,,CURRENT,0,,,124000,7/29/05,6191.23,0.10125,12/18/10,576,N,Y,114299.07,10/19/07,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.064,240000,9/7/05,11/1/05,132000,360,304,360,No PMI Insurance,Indio,CA,92201,611,0.0555,0.124,0.064,,0.01,,6,6WSLB,10/1/07,0.01,6,0,,6,REPERF,0,,,105000,5/28/10,125345.16,0.064,12/21/10,521,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.06375,118000,4/30/03,6/1/03,115557,360,276,360,No PMI Insurance,Laredo,TX,78043,527,,,,,,0,,,,,,,,,FC,0,,9/3/10,115000,12/28/10,98387.68,0.06375,4/6/10,464,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0825,165000,9/8/05,11/1/05,100000,360,297,360,No PMI Insurance,Durham,NC,27713,534,0.0575,0.1425,0.0825,,0.01,,6,6WSLB,10/1/07,0.01,6,0,,6,CURRENT,0,,,,,95442.67,0.0825,12/28/10,647,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.075,183500,3/23/06,5/1/06,183200,360,336,360,No PMI Insurance,Antioch,TN,37013,592,,,,,,,,,,,,,,,FC,0,11/6/07,2/17/10,120000,11/15/10,187005.71,0.075,12/30/09,477,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,R,CONV,1,0.065,220000,9/14/05,5/1/08,176000,331,299,373,No PMI Insurance,San Bernardino,CA,92407,642,,,,,,,,,,,,,,,30 DPD,0,11/1/10,,65000,9/9/10,177645.37,0.065,11/16/10,541,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0725,350000,9/6/05,6/1/08,245000,330,298,480,No PMI Insurance,Moreno Valley,CA,92551,558,,,,,,,,,,,,,,,CURRENT,30100,10/7/10,,130000,1/28/10,243764.21,0.02,12/3/10,482,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0635,90000,4/9/02,5/9/02,68300,240,135,0,No PMI Insurance,Hamilton,OH,45015,718,,,,,,0,,,,,,,,,CURRENT,0,,,,,48616.37,0.0635,12/11/10,728,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.1474,82000,9/1/99,7/1/99,59972.18,180,41,360,No PMI Insurance,Salisbury,NC,28147,517,,,,,,0,,,,,,,,,CURRENT,0,,,,,56601.84,0.1474,12/31/10,626,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,PMI,1,0.09,90000,6/6/03,7/1/03,72000,360,273,360,Mortgage Guaranty Co,Mishawaka,IN,46544,484,,,,,,,,,,,,,,,90 DPD,0,,,32000,10/26/10,67273.12,0.09,12/15/10,537,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.076,720000,11/17/06,1/1/07,472437,360,332,600,No PMI Insurance,Columbia,MD,21044,572,0.0585,0.146,0.076,,0.015,,6,6W1BD,12/1/08,0.015,6,0,,6,90 DPD,0,,,585000,7/27/10,470500.45,0.09,3/29/10,543,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,P,CONV,1,0.078,55000,7/25/01,9/1/01,44000,360,247,0,No PMI Insurance,Beaver Falls,PA,15010,733,,,,,,0,,,,,,,,,CURRENT,0,,,,,38167.85,0.078,12/9/10,643,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0985,74000,6/10/05,8/1/05,51800,360,294,0,No PMI Insurance,Houston,TX,77016,589,,,,,,0,,,,,,,,,CURRENT,0,,,,,49778.86,0.0985,12/2/10,697,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.105,139000,7/26/05,9/1/05,27780,360,296,360,No PMI Insurance,Montgomery,AL,36116,500,,,,,,,,,,,,,,,30 DPD,0,,,,,26856.94,0.105,12/30/10,506,N,Y,111359.12,9/20/06,N,,,5000
,,CO,P,SUBPRIME,P,CONV,1,0.0594,170000,6/10/05,8/1/05,136000,322,309,322,No PMI Insurance,Chicago,IL,60637,717,,,,,,,,,,,,,,,90 DPD,0,1/16/09,,46000,10/11/10,132351.69,0.0594,12/17/10,552,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,2,0.07,290000,7/29/05,9/1/05,57480,334,296,301,No PMI Insurance,Mableton,GA,30126,636,,,,,,,,,,,,,,,CURRENT,0,10/5/10,,200000,10/1/10,41004.58,0.02,12/31/10,453,N,Y,249356,10/26/09,N,,,5000
,,PD,P,SUBPRIME,,CONV,1,0.0835,302000,11/21/06,1/1/07,271800,360,311,320,No PMI Insurance,Raleigh,NC,27616,560,,,,,,,,,,,,,,,CURRENT,0,3/10/10,,295000,11/20/09,277683.03,0.0435,12/31/10,591,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.083,450000,6/30/06,9/1/06,373000,360,334,360,No PMI Insurance,Westbury,NY,11590,602,,,,,,,,,,,,,,,FC,0,,3/31/10,330000,8/24/10,366579.09,0.083,,529,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08,88000,7/31/02,9/1/02,83098.15,313,262,313,No PMI Insurance,Elkhart,IN,46517,498,,,,,,0,,,,,,,,,REPERF,0,7/24/06,,33000,10/21/10,78421.78,0.08,12/10/10,517,N,Y,,,N,,,5000
,,2F,P,SUBPRIME,C,CONV,1,0.07875,61000,9/24/04,11/1/04,40000,360,285,0,No PMI Insurance,Columbus,OH,43222,648,0.0775,0.13875,0.07875,,0.01,0,6,6W1BD,10/1/06,0.01,6,0,,6,CURRENT,0,,,17000,7/2/09,38008.81,0.0825,12/10/10,584,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0624,540000,4/29/05,7/1/05,432000,360,318,0,No PMI Insurance,Ruidoso,NM,88345,645,0.0524,0.1274,0.0624,,0.01,0,6,6W1BD,6/1/07,0.01,6,0,,6,REO,0,,3/13/09,620000,9/24/10,414783.97,0.0825,11/4/08,610,N,Y,,,N,,,5000
,,3F,I,SUBPRIME,C,CONV,1,0.086,106000,9/17/04,11/1/04,79500,360,285,0,No PMI Insurance,Dayton,OH,45402,580,,,,,,0,,,,,,,,,CURRENT,0,,,,,74916.1,0.086,12/31/10,503,N,N,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.091,270000,6/30/03,8/1/03,202500,360,270,0,No PMI Insurance,Birmingham,MI,48009,534,0.061,0.161,0.091,,0.015,0,6,6W1BD,7/1/05,0.015,6,0,,6,CURRENT,0,,,135000,3/13/09,190281.01,0.091,12/3/10,649,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.075,142000,6/21/05,8/1/05,65500,360,294,0,No PMI Insurance,Cass Lake,MN,56633,542,,,,,,0,,,,,,,,,CURRENT,0,,,89000,7/19/05,61596.46,0.075,12/31/10,559,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0625,518000,9/19/05,7/1/08,414400,324,318,328,No PMI Insurance,Corona,CA,92880,631,0.0525,0.1325,0.0625,,0.01,,6,6WSLB,6/1/10,0.01,6,0,,6,FC,0,,8/27/09,275000,12/21/10,420047.66,0.0625,5/29/09,547,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.084,635000,3/23/06,5/1/08,460000,336,317,336,No PMI Insurance,Martinez,CA,94553,532,,,,,,,,,,,,,,,90 DPD,0,,,315000,8/17/10,446158.21,0.084,4/27/10,571,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,,CONV,1,0.08125,177000,10/16/06,12/1/06,140800,360,312,360,No PMI Insurance,Red Oak,TX,75154,581,,,,,,,,,,,,,,,60 DPD,0,,,177000,9/20/06,135593.45,0.08125,11/15/10,553,N,Y,,,N,34220.77,12/31/10,5000
,,PD,I,ALT A,,CONV,1,0.075,220000,10/24/06,12/1/06,175500,360,309,360,No PMI Insurance,Rio Rancho,NM,87144,802,0.0275,0.125,0,,0.01,,6,6WSLB,11/1/11,0.01,6,0,,6,CURRENT,0,,,220000,9/22/06,201116.61,0.075,12/31/10,669,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0953,152000,9/27/06,11/1/06,75500,360,307,360,No PMI Insurance,Carlsbad,NM,88220,649,,,,,,,,,,,,,,,CURRENT,0,,,152000,8/19/06,50279.86,0.0953,12/27/10,722,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07925,198000,6/29/06,8/1/06,148000,360,307,360,No PMI Insurance,Laredo,TX,78041,635,,,,,,,,,,,,,,,30 DPD,0,,,171961,12/3/10,140024.87,0.07925,12/9/10,432,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,,CONV,1,0.1105,52000,11/14/97,12/14/97,58785,360,210,360,No PMI Insurance,Memphis,TN,38119,462,,,,,,,,,,,,,,,REO,0,,9/21/10,67000,7/12/10,51860.11,0.1105,7/30/10,489,N,N,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0895,75000,12/1/06,2/1/07,65000,360,313,360,No PMI Insurance,Lucedale,MS,39452,602,,,,,,,,,,,,,,,30 DPD,0,,,75000,12/1/06,62905.37,0.0895,12/13/10,578,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.07875,83000,10/5/05,12/1/05,78280,360,297,360,No PMI Insurance,Houston,TX,77044,703,0.045,0.13875,0.07875,,0.01,,6,6W1BD,11/1/09,0.01,6,0,,6,CURRENT,0,10/25/07,,83000,10/6/05,73235.54,0.07875,12/23/10,642,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.079,130000,11/17/05,1/1/06,104000,360,300,360,No PMI Insurance,Milbridge,ME,4658,693,0.06,0.139,0.079,,0.01,,6,6W1BD,12/1/09,0.01,6,0,,6,30 DPD,0,11/27/07,,75000,5/6/09,98885.82,0.079,11/30/10,609,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0718,210000,5/15/06,7/1/06,199500,336,323,336,No PMI Insurance,Woodstock,GA,30188,600,,,,,,,,,,,,,,,FC,0,8/25/08,7/22/09,156324,12/6/10,195156.88,0.0718,12/6/10,583,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.096,425000,12/21/06,2/1/07,315000,360,313,326,No PMI Insurance,Hughson,CA,95326,540,,,,,,,,,,,,,,,30 DPD,0,1/30/10,,200000,10/16/09,326987.22,0.021,12/9/10,550,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,R,CONV,1,0.0799,67500,5/1/02,6/1/02,57300,180,72,180,No PMI Insurance,Keokee,VA,24265,761,,,,,,0,,,,,,,,,CURRENT,0,,,,,18422.56,0.0799,12/30/10,747,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07,405000,1/17/07,3/1/07,384750,342,315,480,No PMI Insurance,Anaheim,CA,92801,649,,,,,,,,,,,,,,,CURRENT,16900,9/8/10,,195000,8/16/10,297722.84,0.02,12/31/10,539,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0884,248000,2/28/06,5/1/06,235600,204,147,204,No PMI Insurance,Hillsborough,NC,27278,692,,,,,,,,,,,,,,,CURRENT,0,,,205000,5/6/10,201075.76,0.0884,12/5/10,586,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.115,38500,10/1/99,11/1/99,30800,180,58,0,No PMI Insurance,Colquitt,GA,31737,547,,,,,,0,,,,,,,,,90 DPD,0,,,50000,8/17/10,16515.75,0.115,12/3/10,588,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.1099,105000,1/1/00,1/1/00,89250,360,228,0,No PMI Insurance,Stapleton,AL,36578,482,0.0725,0.1799,0.1099,,0.01,0,6,6W1BD,1/1/03,0.01,6,0,,6,30 DPD,0,,,90000,5/29/09,81672.61,0.1099,11/30/10,585,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08625,121000,2/27/06,4/1/06,96800,360,304,360,No PMI Insurance,Summerville,SC,29483,531,0.06625,0.14625,0.08625,,0.01,0,6,6W1BD,3/1/08,0.01,6,0,,6,60 DPD,0,,,,,93120.17,0.08625,11/22/10,528,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.09875,151000,2/27/06,4/1/06,118650,360,302,360,No PMI Insurance,Forney,TX,75126,617,0.07059,0.15875,0.09875,,0.01,0,6,6W1BD,3/1/08,0.01,6,0,,6,CURRENT,0,,,,,114564.07,0.09875,12/31/10,523,N,Y,,,N,,,5000
,,3F,I,SUBPRIME,C,CONV,1,0.1095,57000,9/1/98,10/1/98,45600,360,217,0,No PMI Insurance,Cressona,PA,17929,668,,,,,,0,,,,,,,,,REPERF,0,,,56000,8/3/10,40857.42,0.1095,12/19/10,476,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.105,342000,3/25/05,5/1/05,68300,360,324,360,No PMI Insurance,Dennis,MA,2638,618,,,,,,,,,,,,,,,90 DPD,0,,,305000,7/1/10,67194.03,0.105,,466,N,Y,327940.6,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0775,121000,10/4/06,11/1/06,96800,360,310,540,No PMI Insurance,Saint Louis,MI,48880,468,,,,,,,,,,,,,,,30 DPD,0,,,110000,4/19/07,95162.31,0.0775,12/6/10,692,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,C,CONV,1,0.0799,189000,12/12/05,2/1/06,151200,360,300,360,No PMI Insurance,Loveland,CO,80537,659,,,,,,,,,,,,,,,CURRENT,0,,,,,143808.44,0.0799,12/17/10,651,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0725,79000,7/9/03,9/1/03,63200,360,271,0,No PMI Insurance,La Marque,TX,77586,611,0.0499,0.1325,0.0725,,0.01,0,6,6WSLB,8/1/05,0.01,6,0,,6,CURRENT,0,,,82000,4/4/06,58123.61,0.0725,12/17/10,657,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0859,206000,4/21/05,2/1/08,164800,324,318,328,No PMI Insurance,Westfield,IN,46074,620,,,,,,,,,,,,,,,FC,0,,2/3/09,165000,9/22/10,159626.16,0.0859,,509,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.0865,137000,11/10/05,1/1/06,109600,330,302,330,No PMI Insurance,Houston,TX,77014,623,,,,,,0,,,,,,,,,60 DPD,0,5/29/08,,140000,9/21/10,113824.34,0.0865,12/18/10,519,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0799,146000,5/5/05,7/1/05,138000,360,293,480,No PMI Insurance,Spring Lake,NC,28390,672,,,,,,,,,,,,,,,CURRENT,45800,7/7/10,,110000,3/17/10,90707.94,0.02,12/2/10,542,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0699,205000,11/5/04,1/1/05,184500,360,291,360,No PMI Insurance,Sandston,VA,23150,654,,,,,,,,,,,,,,,90 DPD,0,,,195000,11/19/10,171887.04,0.0699,11/17/10,565,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,P,CONV,1,0.0745,319000,4/14/05,6/1/05,203000,360,305,360,No PMI Insurance,Oakland,CA,94607,656,,,,,,,,,,,,,,,REO,0,,3/9/10,135000,3/5/10,193273.85,0.0745,11/18/09,490,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.065,325000,11/2/06,1/1/07,260000,339,318,324,No PMI Insurance,Sacramento,CA,95820,619,,,,,,,,,,,,,,,90 DPD,0,2/23/10,,70500,11/5/10,207580.55,0.03875,8/17/10,471,Y,Y,,,N,,,5000
,,24,P,SUBPRIME,C,CONV,1,0.0992,364000,8/21/06,10/1/06,364000,480,428,444,No PMI Insurance,Worcester,MA,1604,622,,,,,,,,,,,,,,,CURRENT,0,12/29/09,,197000,6/10/09,359948.75,0.0367,12/31/10,560,N,Y,,,N,,,5000
