LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF
,,CO,P,ALT A,P,CONV,1,0.0518,545000,5/16/06,7/1/06,436000,329,306,569,No PMI Insurance,Chula Vista,CA,91915,609,,,,,,,,,,,,,,,30 DPD,0,1/30/09,,275000,1/30/09,294189.11,0.0518,12/31/10,644,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,,CONV,1,0.08075,293000,11/29/06,1/1/07,234400,360,335,360,No PMI Insurance,Houston,TX,77076,453,0.0605,0.15075,0.08075,,0.015,,6,6W1BD,12/1/08,0.015,6,0,,6,FC,0,,10/20/09,260000,12/23/10,230379.9,0.09125,1/19/10,442,N,Y,,,N,,,5000
,,2F,I,SUBPRIME,,CONV,1,0.07975,95000,9/20/06,11/1/06,85500,360,317,480,No PMI Insurance,Baltimore,MD,21225,604,0.059,0.14975,0.07975,,0.015,,6,6W1BD,10/1/09,0.015,6,0,,6,90 DPD,0,,,45000,8/18/10,84240.12,0.07975,9/3/10,612,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.091,174100,9/15/06,11/1/06,147900,360,321,480,No PMI Insurance,Clarksville,TN,37042,527,0.0625,0.161,0.091,,0.015,,6,6W1BD,10/1/08,0.015,6,0,,6,FC,0,,5/5/10,135000,9/8/10,146491.81,0.091,12/2/09,619,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.0675,535000,5/10/06,7/1/06,275000,360,307,360,No PMI Insurance,Brick,NJ,8724,666,,,,,,,,,,,,,,,60 DPD,0,,,370000,5/13/10,260626.6,0.0675,12/27/10,467,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,2,0.084,92000,8/9/05,10/1/05,20000,360,296,360,No PMI Insurance,Tullahoma,TN,37388,713,,,,,,,,,,,,,,,CURRENT,0,,,,,18831.09,0.084,12/13/10,644,N,Y,72223.69,9/20/06,N,,,5000
,,CO,P,ALT A,,CONV,1,0.06875,281000,6/13/06,8/1/06,224203,360,306,360,No PMI Insurance,Phoenix,AZ,85008,695,0.0225,0.12875,0.0225,,0.02,,6,6W1BD,7/1/11,0.02,6,0,,6,CURRENT,0,,,130000,6/15/10,224125.8,0.06875,12/13/10,756,N,Y,,,N,,,2500
,,SF,I,SUBPRIME,P,CONV,1,0.0925,56500,10/16/03,12/1/03,50850,311,283,311,No PMI Insurance,Orange,TX,77630,635,,,,,,0,,,,,,,,,60 DPD,0,7/7/08,,55000,9/7/10,52141.96,0.0925,11/30/10,524,N,Y,,,N,,,5000
,,PD,P,ALT A,,CONV,1,0.075,420000,11/30/05,1/1/06,372000,360,299,360,No PMI Insurance,Hackettstown,NJ,7840,697,,,,,,,,,,,,,,,CURRENT,0,,,306763,6/22/09,372000,0.075,12/30/10,581,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.065,620000,12/19/05,2/1/06,403000,360,315,360,No PMI Insurance,Moorpark,CA,93021,736,0.0225,0.125,0.0225,,0.02,,6,6W1BD,1/1/13,0.02,6,0,,6,REO,0,,1/21/10,490000,6/3/10,403000,0.065,11/30/09,612,N,Y,,,N,,,5000
,,CO,P,ALT A,P,CONV,1,0.0125,272000,4/28/06,6/1/06,213300,360,305,360,No PMI Insurance,San Diego,CA,92129,653,0.028,0.0995,0.028,,0,,1,1TBCA,6/1/06,0,12,0.075,60,1,30 DPD,0,,,,,224356.74,0.03125,12/31/10,558,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.074,50000,1/13/04,3/1/04,47500,360,277,0,No PMI Insurance,South Bend,IN,46613,606,,,,,,0,,,,,,,,,CURRENT,0,,,,,43672.54,0.074,12/20/10,568,N,Y,,,N,,,5000
,,2F,I,ALT A,,CONV,1,0.0675,105000,1/24/06,3/1/06,80000,360,301,360,No PMI Insurance,Independence,MO,64052,793,,,,,,,,,,,,,,,CURRENT,0,,,105000,1/12/06,75291.69,0.0675,12/8/10,781,N,Y,,,N,,,5000
,,PD,S,SUBPRIME,P,CONV,1,0.07625,183000,12/15/05,2/1/06,146300,360,300,0,No PMI Insurance,Snellville,GA,30078,651,0.06625,0.13625,0.07625,,0.01,0,6,6W1BD,1/1/08,0.01,6,0,,6,CURRENT,0,,,,,139228.81,0.07625,12/6/10,685,N,Y,,,N,,,5000
,,PD,P,ALT A,,CONV,1,0.07375,390000,10/17/06,12/1/06,312000,360,336,360,No PMI Insurance,Miami,FL,33186,605,0.0275,0.12375,0,,0.01,,6,6WSLB,11/1/11,0.01,6,0,,6,FC,0,,2/3/09,180000,10/18/10,330895,0.07375,10/23/08,456,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.074,271000,4/5/04,6/1/04,160000,180,122,0,No PMI Insurance,Hialeah,FL,33014,548,,,,,,0,,,,,,,,,90 DPD,0,,,151000,9/29/10,126622.63,0.074,3/23/09,532,N,N,,,N,,,5000
,,CMX,P,SUBPRIME,P,CONV,1,0.088,410000,8/31/05,10/1/05,229500,120,57,360,No PMI Insurance,Bridgeport,CT,6605,523,,,,,,,,,,,,,,,30 DPD,0,,,180000,8/16/10,219265.13,0.088,12/13/10,502,N,Y,,,N,,,2842
,,SF,P,SUBPRIME,R,CONV,1,0.09465,140000,8/4/06,10/1/06,84000,360,308,314,No PMI Insurance,Houston,TX,77017,513,,,,,,,,,,,,,,,CURRENT,0,7/7/10,,123000,3/30/10,90495.16,0.03215,12/3/10,512,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.066,230000,10/3/05,12/1/05,120000,360,297,0,No PMI Insurance,Lancaster,CA,93535,606,0.04545,0.136,0.066,,0.01,0,6,6W1BD,11/1/10,0.01,6,0,,6,CURRENT,0,,,,,112133.62,0.066,12/23/10,736,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0675,61325,10/11/05,12/1/05,44000,360,305,0,No PMI Insurance,Galena,KS,66739,632,,,,,,0,,,,,,,,,FC,0,,10/1/10,53000,9/17/10,41428.38,0.0675,5/16/10,509,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.075,129000,6/29/05,8/1/05,103000,360,317,0,No PMI Insurance,Round Rock,TX,78681,583,,,,,,0,,,,,,,,,REO,0,,5/19/09,116000,7/22/10,99341.69,0.075,2/6/09,575,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.07875,247000,6/15/06,8/1/06,195975,360,308,313,No PMI Insurance,Covington,TN,38019,749,,,,,,,,,,,,,,,60 DPD,0,6/29/10,,155000,4/19/10,199280.51,0.03625,12/27/10,573,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,2,0.0999,111000,11/15/05,1/1/06,25000,180,125,360,No PMI Insurance,Katy,TX,77450,534,,,,,,0,,,,,,,,,90 DPD,0,,,105000,10/26/10,24248.13,0.0999,12/8/10,478,N,Y,81139.27,12/31/10,Y,,,5000
,,CO,P,SUBPRIME,,CONV,2,0.1125,499000,10/27/06,12/1/06,99800,360,310,360,No PMI Insurance,Ewa Beach,HI,96706,501,,,,,,,,,,,,,,,CURRENT,0,,,499000,10/6/06,94723.38,0.06,12/6/10,567,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.07725,236000,1/10/07,3/1/07,188800,360,317,360,No PMI Insurance,Cape Coral,FL,33991,505,0.0605,0.14725,0.07725,,0.015,,6,6W1BD,2/1/09,0.015,6,0,,6,90 DPD,0,,,89930,10/7/10,188800,0.07725,8/14/10,565,N,Y,,,N,46297.71,12/31/10,5000
,,SF,P,SUBPRIME,C,CONV,1,0.073,115900,1/9/04,3/1/04,110105,362,278,0,No PMI Insurance,Calhoun,GA,30701,499,,,,,,0,,,,,,,,,CURRENT,13900,12/30/10,,70000,8/31/10,111445.86,0.02,11/27/10,551,N,N,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.06775,213000,11/15/06,1/1/07,170400,360,337,480,No PMI Insurance,Moses Lake,WA,98837,467,0.063,0.13775,0.06775,,0.015,,6,6W1BD,12/1/08,0.015,6,0,,6,REO,0,,1/30/10,141600,12/14/10,168753.4,0.06775,9/3/09,637,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.0675,258000,1/23/06,3/1/06,206400,360,300,360,No PMI Insurance,Eureka,CA,95503,731,,,,,,,,,,,,,,,CURRENT,0,,,169011,7/15/10,206400,0.0675,12/30/10,772,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,C,CONV,1,0.108,180000,1/20/06,3/1/06,162000,360,301,360,No PMI Insurance,Atlanta,GA,30309,615,0.0845,0.178,0,,0.015,0,6,6W1BD,2/1/09,0.015,6,0,,6,CURRENT,0,,,,,156883.07,0.0925,12/3/10,684,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.058,2500000,3/12/04,5/1/04,761000,360,279,0,No PMI Insurance,Bradbury,CA,91010,540,0.0599,0.118,0.058,,0.01,0,6,6WSLB,4/1/06,0.01,6,0,,6,CURRENT,0,,,1600000,7/20/06,699730.56,0.06625,12/16/10,675,N,N,,,N,,,5000
,,PD,P,ALT A,,CONV,1,0.0875,498000,11/29/05,2/1/06,448200,360,300,360,No PMI Insurance,Birmingham,AL,35242,674,0.0275,0.1475,0.0875,,0.01,,6,6WSLB,1/1/11,0.01,6,0,,6,CURRENT,0,,,410611,8/17/09,429272.28,0.0875,12/20/10,672,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.1095,135000,3/23/06,5/1/06,50000,360,304,360,No PMI Insurance,Montross,VA,22520,528,0.0699,0.1695,0.1095,,0.015,,6,6WSLB,4/1/08,0.015,6,0,,6,30 DPD,0,,,72000,9/21/10,45133.68,0.1095,11/24/10,526,N,Y,,,N,,,5000
,,3F,P,ALT A,,CONV,1,0.0775,240000,10/10/06,12/1/06,180000,362,312,480,No PMI Insurance,Bridgeport,CT,6607,721,,,,,,,,,,,,,,,CURRENT,167500,10/22/10,,70000,10/27/10,49660.55,0.02,12/11/10,493,N,Y,,,N,,,5000
,,CMF,I,SUBPRIME,R,CONV,1,0.08875,237500,9/17/08,11/1/08,178125,360,333,360,No PMI Insurance,Delano,CA,93215,,0.05,0.14875,0.08875,,0.01,,6,6WSLB,10/1/13,0.01,6,0,,6,CURRENT,0,,,,,175273.88,0.08875,12/3/10,762,N,N,,,N,,,VARIOUS
,,SF,P,SUBPRIME,P,CONV,1,0.08,148000,1/19/07,3/1/07,65000,360,312,360,No PMI Insurance,Tampa,FL,33615,549,,,,,,,,,,,,,,,CURRENT,0,,,148000,12/9/06,60670.19,0.08,12/29/10,466,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,PMI,1,0.06865,150000,12/26/03,2/1/04,140484,360,286,0,Radian Guaranty Inc,The Colony,TX,75056,499,0.0575,0.12865,0.06865,,0.01,0,6,6W1BD,1/1/06,0.01,6,0,,6,REPERF,0,,,115000,8/18/10,132672.41,0.06865,12/27/10,498,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0745,155000,1/13/05,3/1/05,139500,360,315,360,No PMI Insurance,Plano,TX,75075,638,0.058,0.1345,0.0745,,0.01,,6,6W1BD,2/1/08,0.01,6,0,,6,90 DPD,0,,,156000,11/19/10,134635.77,0.09375,10/7/10,559,N,Y,,,N,,,5000
,,SF,I,ALT A,,CONV,1,0.06875,1615000,5/10/07,7/1/07,1130500,360,317,360,No PMI Insurance,Danville,CA,94526,582,,,,,,,,,,,,,,,CURRENT,0,,,1615000,4/20/07,1127696.85,0.06875,12/17/10,715,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.07875,450000,10/6/06,12/1/06,360000,360,319,360,No PMI Insurance,Antelope Area,CA,95843,669,0.0275,0.12875,0,,0.01,,6,6WSLB,11/1/11,0.01,6,0,,6,90 DPD,0,,,215000,10/8/10,400727.31,0.07875,11/3/10,679,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0675,106000,2/18/04,4/1/04,84800,360,278,360,No PMI Insurance,Whitehouse,TX,75791,517,,,,,,0,,,,,,,,,CURRENT,0,,,,,78377.29,0.0675,12/3/10,563,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0742,110000,5/24/05,7/1/05,99000,324,294,296,No PMI Insurance,Imlay City,MI,48444,503,,,,,,0,,,,,,,,,30 DPD,0,11/3/10,,34000,7/16/10,125422.59,0.06295,11/3/10,568,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08768,185000,9/29/06,11/1/06,160200,360,321,360,No PMI Insurance,Frisco,TX,75034,,0.06,0.14768,0.08768,,0.01,,6,6WSLB,10/1/08,0.01,6,0,,6,REPERF,0,,,180000,11/9/10,156237.99,0.08768,12/8/10,505,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.065,256000,3/1/06,5/1/06,204400,360,319,360,No PMI Insurance,Sultan,WA,98294,730,,,,,,,,,,,,,,,REO,0,,2/2/10,180000,8/24/10,196171.61,0.065,9/23/09,599,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.081,63000,11/12/03,1/1/04,56700,332,280,332,No PMI Insurance,Milwaukee,WI,53218,558,,,,,,0,,,,,,,,,60 DPD,0,7/27/06,,40000,9/28/10,57476.81,0.081,12/16/10,505,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.084,200000,11/22/06,1/1/07,180000,360,319,360,No PMI Insurance,Chandler,AZ,85224,571,0.063,0.154,0.084,,0.015,,6,6W1BD,12/1/08,0.015,6,0,,6,FC,0,,9/3/10,65000,12/31/10,180000,0.084,4/1/10,570,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0795,194000,8/26/05,10/1/08,184300,324,296,313,No PMI Insurance,Conely,GA,30288,672,,,,,,,,,,,,,,,CURRENT,0,11/18/09,,129594,5/5/09,184866.19,0.0345,12/6/10,497,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,,CONV,1,0.057,323000,7/15/06,9/1/06,289000,333,312,333,No PMI Insurance,Goodyear,AZ,85338,569,,,,,,,,,,,,,,,90 DPD,0,11/24/08,,109000,12/3/10,277438.84,0.057,12/30/10,540,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,C,CONV,1,0.0724,164000,2/16/06,4/1/06,131200,360,306,360,No PMI Insurance,Raleigh,NC,27610,612,0.0425,0.1324,0,,0.01,0,6,6W1BD,3/1/09,0.01,6,0,,6,REPERF,0,,,160000,7/20/10,131200,0.04625,12/7/10,548,Y,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0885,200000,11/22/06,1/1/07,158400,360,312,314,No PMI Insurance,Hampton,VA,23663,620,,,,,,,,,,,,,,,30 DPD,0,10/26/10,,185000,4/13/10,175143.86,0.05725,11/10/10,552,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.051,165000,9/1/05,11/1/05,140250,312,296,312,No PMI Insurance,Arlington,TN,38002,525,,,,,,,,,,,,,,,CURRENT,0,10/29/09,,140000,4/17/09,144098.44,0.051,12/1/10,575,Y,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0765,128000,12/8/05,2/1/06,80000,180,119,0,No PMI Insurance,Demopolis,AL,36732,645,,,,,,0,,,,,,,,,CURRENT,0,,,108900,3/14/06,62638.34,0.0765,12/27/10,768,N,Y,,,N,,,5000
,,SF,I,ALT A,,CONV,1,0.075,739000,12/20/05,2/1/06,591200,360,300,360,No PMI Insurance,Irvine,CA,92612,680,0.0225,0.135,0.0225,,0.02,,6,6W1BD,1/1/16,0.02,6,0,,6,CURRENT,0,,,739000,11/26/05,591015.25,0.075,12/31/10,752,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0474,210000,9/30/05,11/1/05,189000,321,297,561,No PMI Insurance,Brownstown,MI,48134,620,,,,,,0,,,,,,,,,CURRENT,0,1/31/09,,120000,9/15/10,173711.7,0.0474,11/29/10,496,N,Y,,,N,,,5000
,,SF,P,ALT A,,PMI,1,0.0725,240000,3/20/06,5/1/06,198000,360,328,360,General Electric Ins,West Palm Beach,FL,33415,690,0.0225,0.1225,0,,0.02,,12,WS1YL,4/1/11,0.02,12,0,,12,FC,0,,3/4/09,70000,11/11/10,197997,0.0725,11/12/08,591,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,,CONV,1,0.0653,283000,3/21/06,5/1/06,160000,360,316,480,No PMI Insurance,Miami,FL,33176,523,0.0575,0.1253,0.0653,,0.01,,6,6W1BD,4/1/08,0.01,6,0,,6,90 DPD,0,,,150000,11/30/10,157221.66,0.06875,12/2/10,582,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0899,440000,9/15/02,11/1/02,300000,360,342,0,No PMI Insurance,Salem,OR,97302,484,0.071,0.1599,0.0899,,0.015,0,6,6W1BD,10/1/05,0.015,6,0,,6,REO,0,,11/5/08,276250,12/21/10,296748.38,0.0899,7/7/08,544,N,Y,,,N,,,5000
,,3F,I,SUBPRIME,P,CONV,1,0.07,68000,8/8/05,10/1/05,61110,330,296,330,No PMI Insurance,Southbend,IN,46601,661,,,,,,0,,,,,,,,,CURRENT,0,5/27/08,,54000,1/28/08,57512.48,0.07,12/17/10,513,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,R,CONV,1,0.0828,137000,1/27/05,3/1/05,106100,332,296,332,No PMI Insurance,Jacksonville,FL,32208,558,,,,,,,,,,,,,,,90 DPD,0,8/29/07,,45000,9/14/10,111603.55,0.0828,11/30/10,,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0905,112000,1/17/07,3/1/07,86400,360,313,360,No PMI Insurance,Joplin,MO,64804,646,,,,,,,,,,,,,,,CURRENT,0,,,103475,1/29/10,80265.33,0.0905,12/5/10,746,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0645,210000,6/8/05,8/1/05,168000,360,294,360,No PMI Insurance,Chandler,AZ,85225,761,,,,,,,,,,,,,,,CURRENT,0,,,,,155890.15,0.0645,12/3/10,693,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0468,145000,11/28/06,1/1/07,137750,336,333,336,No PMI Insurance,Cleveland Heights,OH,44112,508,,,,,,,,,,,,,,,90 DPD,0,1/29/09,,90000,5/21/10,101562.58,0.0468,4/15/09,519,N,Y,,,N,,,5000
,,PD,S,SUBPRIME,,CONV,1,0.07925,262000,11/17/06,1/1/07,180900,360,311,360,No PMI Insurance,Winter Haven,FL,33884,661,0.0605,0.14925,0.07925,,0.015,,6,6W1BD,12/1/09,0.015,6,0,,6,CURRENT,0,,,114989,12/11/09,180900,0.07925,12/8/10,701,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.096,322000,9/9/05,11/1/05,238000,360,313,360,No PMI Insurance,Hillsboro,MO,63050,512,0.0575,0.156,0.096,,0.01,,6,6W1BD,10/1/07,0.01,6,0,,6,FC,0,,1/28/10,200000,12/6/10,231990.93,0.096,12/9/09,486,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,,CONV,1,0.0945,250000,12/15/06,2/1/07,237500,360,333,360,No PMI Insurance,Brooklyn Park,MN,55443,635,0.0625,0.1645,0.0945,,0.015,,6,6W1BD,1/1/09,0.015,6,0,,6,FC,0,,9/23/10,160000,10/6/10,234106.75,0.0945,12/7/09,583,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0755,115000,12/16/04,2/1/05,101700,360,288,360,No PMI Insurance,Wellington,KS,67152,694,0.0555,0.1355,0.0755,,0.01,,6,6W1BD,1/1/10,0.01,6,0,,6,CURRENT,0,11/5/07,,,,93818.12,0.0755,12/3/10,756,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.11999,55000,3/31/00,5/1/00,41250,360,231,360,No PMI Insurance,New Pine Creek,CA,97635,485,0.07125,0.17999,0.11999,,0.01,0,6,6WSLB,4/1/02,0.01,6,0,,6,CURRENT,0,,,,,37970.56,0.11999,12/29/10,676,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0625,83000,12/18/06,2/1/07,66400,360,312,360,No PMI Insurance,Orange,TX,77630,744,,,,,,,,,,,,,,,CURRENT,0,,,,,62820.61,0.0625,12/1/10,778,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0637,252000,8/23/06,10/1/06,226800,333,325,573,No PMI Insurance,Federal Way,WA,98023,578,,,,,,,,,,,,,,,FC,0,12/31/08,11/16/10,122000,12/10/10,238991.66,0.0637,6/12/10,526,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,,CONV,2,0.0999,183000,3/21/06,5/1/06,36600,180,127,360,No PMI Insurance,Waxahachie,TX,75167,540,,,,,,,,,,,,,,,REPERF,0,,,195000,10/21/10,35503.79,0.0999,12/24/10,519,N,Y,143826.41,12/31/10,Y,,,5000
,,SF,I,SUBPRIME,R,CONV,1,0.075,82000,10/28/03,12/1/03,73800,360,292,360,No PMI Insurance,Topeka,KS,66604,576,0.055,0.135,0.075,,0.01,,6,6W1BD,11/1/05,0.01,6,0,,6,REO,0,,10/17/09,40000,12/10/10,70281.14,0.085,5/9/09,552,N,Y,,,N,,,5000
,,24,P,SUBPRIME,P,CONV,1,0.08325,297900,11/23/05,1/1/06,238300,331,308,331,No PMI Insurance,Providence,RI,2908,645,0.07325,0.14325,0.08325,,0.01,60,6,6WSLB,6/1/10,0.01,6,0,,6,90 DPD,0,6/27/08,,120000,12/2/10,240645.41,0.08325,8/5/10,614,N,Y,,,N,,,5000
,,TH,P,SUBPRIME,P,CONV,1,0.0778,91000,11/30/04,1/1/05,71000,360,287,360,No PMI Insurance,Canton,IL,61520,587,0.055,0.1378,0.0778,,0.01,,6,6W1BD,12/1/06,0.01,6,0,,6,CURRENT,0,,,,,67029.59,0.0778,12/21/10,649,N,Y,,,N,,,5000
,,SF,I,ALT A,,CONV,1,0.0725,555000,4/4/06,5/1/06,416250,360,302,305,No PMI Insurance,Newhall Area,CA,91321,628,,,,,,,,,,,,,,,CURRENT,0,11/29/10,,230000,11/9/10,421784.68,0.03375,12/8/10,596,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.07625,155000,3/15/06,5/1/06,123100,360,303,360,No PMI Insurance,Palm Coast,FL,32137,728,0.0225,0.12625,0,,0.01,,6,6WSLB,4/1/11,0.01,6,0,,6,CURRENT,0,,,155000,3/16/06,122190.73,0.07625,12/6/10,789,N,Y,,,N,,,5000
,,SF,P,ALT A,,CONV,1,0.0125,673000,1/4/06,3/1/06,538400,360,303,360,No PMI Insurance,Bellevue,WA,98008,781,0.032,0.0995,0.032,,0,,1,1TBCA,3/1/06,0,12,0.075,60,1,60 DPD,0,,,673000,1/12/06,564948.86,0.035,10/13/10,757,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,C,CONV,1,0.076,129000,3/15/04,5/1/04,103200,360,280,360,No PMI Insurance,Douglasville,GA,30135,515,,,,,,0,,,,,,,,,30 DPD,0,,,93000,6/9/10,95534.88,0.076,12/23/10,515,N,N,,,N,,,5000
