bank_loan_id,property_type_code,occupancy_code,city,us_state,zipcode,fico,current_FICO_score,current_interest_rate,original_amount,original_term,original_appraisal_amount,remaining_term,amortized_term,current_principal_balance
592261,CO,AB,Arkansaw,WI,54721,743,694,0.05827633188602431,323750,240,341000,167,240,261275.018566
592769,CO,AB,Sacramento,CA,95833,480,482,0.10684045028448264,527250,300,575000,262,300,511354.696596
593370,CO,AB,Togiak,AK,99678,495,504,0.1004250435113461,418500,180,518000,130,180,356372.009087
593633,CO,AB,Verdon,NE,68457,618,660,0.06161334689503456,373250,240,479000,239,240,372457.496703
594545,CO,AB,Creighton,NE,68729,655,689,0.09501080543251358,117250,240,127000,227,240,115004.558463
594717,CO,AB,Parma,ID,83660,728,679,0.052937560337215486,175500,240,206000,182,240,148291.731094
595766,CO,AB,Walnut,CA,91788,677,711,0.10406237870756324,474250,240,607000,187,240,434609.815767
596066,CO,AB,Supai,AZ,86435,624,657,0.06364383298840978,319500,300,414000,211,300,270099.336629
596538,CO,AB,Champaign,IL,61824,779,751,0.09738563907183727,70250,240,91000,232,240,69462.3554388
597323,CO,AB,Vandalia,MO,63382,792,812,0.10756921754973209,167000,240,180000,228,240,164488.038853
597634,CO,AB,Yakima,WA,98908,618,614,0.10767200554779523,370250,300,443000,299,300,370005.404022
598084,CO,AB,Nevada,MO,64772,699,717,0.054129154039057076,124750,180,153000,129,180,98962.5548326
598698,CO,AB,Laguna Beach,CA,92651,729,732,0.09142196062402037,123750,300,157000,283,300,121801.462734
598909,CO,AB,Jesup,GA,31599,584,582,0.11247845178156952,353000,300,416000,231,300,332322.8482
599799,CO,AB,Mascot,VA,23108,482,445,0.05361562035994912,395750,180,405000,163,180,370438.397876
600209,CO,AB,Strafford,NH,03884,766,789,0.08243213552881401,254000,300,276000,261,300,242564.247945
600366,CO,AB,Pittsburgh,PA,15225,490,442,0.09021233701804568,356000,180,428000,141,180,313629.133054
601433,CO,AB,Deep River,IA,52222,774,788,0.06560366393609891,389000,240,444000,192,240,345912.017855
601822,CO,AB,Eldon,IA,52554,773,815,0.11104853569702132,264250,180,331000,169,180,257618.328488
602440,CO,AB,Norwalk,CT,06858,689,692,0.10512137133734624,242500,300,286000,256,300,233559.778765
603482,CO,AB,Kewaunee,WI,54216,540,521,0.09179162901600703,184000,300,204000,297,300,183518.47537
603934,CO,AB,Thomson,GA,30824,542,534,0.09378283324293799,341500,300,438000,264,300,329665.644609
604658,CO,AB,Saint Paul,MN,55177,736,775,0.10785996159141238,92000,300,104000,283,300,90892.6530326
605764,CO,AB,Mitchell,NE,69357,615,601,0.041591447744508625,157250,240,179000,159,240,117947.708207
605943,CO,AB,Converse,SC,29329,740,790,0.1106370831254121,320000,240,360000,190,240,296848.709749
606253,CO,AB,Glen Easton,WV,26039,495,529,0.03848543287150943,295750,300,305000,252,300,265293.16773
607055,CO,AB,Tomball,TX,77377,549,503,0.06137706266443183,133250,300,143000,206,300,110602.248115
607742,CO,AB,Powhattan,KS,66527,795,832,0.03960069614213742,86750,180,101000,168,180,82428.1397393
608005,CO,AB,Benedict,KS,66714,532,578,0.05239214413340271,87000,180,112000,139,180,72709.6695403
608663,CO,AB,Minneapolis,MN,55426,635,630,0.057775787025612105,319500,180,330000,157,180,292338.306035
609052,CO,AB,White Oak,SC,29176,538,505,0.10824159140159977,564750,180,593000,129,180,483445.254351
610101,CO,AB,Pasadena,TX,77506,614,644,0.047015981742694724,469250,300,511000,190,300,356254.118941
610354,CO,AB,Omaha,NE,68103,790,748,0.058679876395124786,426250,300,555000,244,300,385928.502771
611217,CO,AB,Point Lookout,MO,65726,618,648,0.07583208053248386,173000,300,180000,277,300,168199.188948
612101,CO,AB,Maryland,NY,12116,771,774,0.08273794406513704,254250,180,287000,152,180,232185.840078
612737,CO,AB,Crab Orchard,WV,25827,711,692,0.040412648529598215,350000,180,388000,175,180,342864.858132
613864,CO,AB,Savannah,GA,31411,670,636,0.04336184783536321,338500,300,410000,211,300,272818.89066
614236,CO,AB,Blanford,IN,47831,680,670,0.0843316601940309,118000,180,140000,152,180,107885.715905
615319,CO,AB,Stony Creek,NY,12878,698,662,0.04651711873223642,340000,240,436000,239,240,339139.033961
615693,CO,AB,Galva,IA,51020,508,458,0.07490113962594667,94750,300,113000,245,300,87677.3595663
616321,CO,AB,Pollock,SD,57648,638,671,0.10271849699222056,106500,300,126000,222,300,98048.414225
616523,CO,AB,Stony Run,PA,19557,492,541,0.047574058338750544,231000,300,308000,236,300,201767.846415
617078,CO,AB,Petersburg,KY,41080,789,837,0.07945806259608984,222750,300,237000,290,300,220315.423653
617793,CO,AB,Lake Clear,NY,12945,488,462,0.06955467707235115,312000,300,328000,195,300,256147.454057
618236,CO,AB,Clayton,OH,45315,569,525,0.08469549907780546,252250,300,335000,253,300,238615.871474
619163,CO,AB,Lyme,NH,03768,555,511,0.08717972957674949,443250,180,587000,109,180,332135.090689
620000,CO,AB,Patterson,MO,63956,545,536,0.09053839540912159,199750,180,213000,160,180,188455.479748
620937,CO,AB,Hagaman,NY,12086,530,559,0.09173493243078565,398250,300,519000,246,300,375287.287234
621545,CO,AB,Cumberland Furnace,TN,37051,775,804,0.042956575139556426,339750,180,409000,162,180,314742.405025
622306,CO,AB,Boles,AR,72926,769,765,0.05468705698966357,398250,240,407000,225,240,384038.897751
622667,CO,AB,Byron,CA,94514,519,474,0.09473572045788281,77500,300,90000,268,300,75185.6119533
623771,CO,AB,Burgin,KY,40310,652,674,0.06325748737165546,581750,240,605000,231,240,570616.236166
624881,CO,AB,Gilman,MN,56333,629,599,0.04965449736001926,461000,240,532000,219,240,436348.473759
625034,CO,AB,Reeseville,WI,53579,753,789,0.07720717496619944,93750,300,101000,295,300,93227.6297512
625558,CO,AB,Aquashicola,PA,18012,498,498,0.11288424269866315,266500,300,286000,278,300,262590.374917
626309,CO,AB,Calvin,PA,16622,586,563,0.06931859927523835,452500,300,470000,234,300,407290.538281
627136,CO,AB,Driftwood,TX,78619,740,732,0.052881558289396134,532500,300,570000,184,300,403192.751883
628088,CO,AB,Noatak,AK,99761,532,542,0.11378413340315993,184750,300,193000,281,300,182477.446432
628962,CO,AB,Peabody,KS,66866,604,579,0.11239773034636687,156750,180,173000,126,180,133198.827585
629651,CO,AB,Carson,IA,51525,679,715,0.07984003003993798,546500,240,618000,239,240,545570.342412
630224,CO,AB,Yuma,AZ,85364,612,563,0.10057257540936962,461750,240,589000,172,240,406735.834004
630480,CO,AB,New Franken,WI,54229,685,695,0.048624982434566616,451000,240,516000,185,240,382473.68375
631184,CO,AB,Orlando,FL,32812,666,638,0.04226349930596904,418500,300,546000,201,300,325389.043395
631615,CO,AB,Sturgis,SD,57785,504,519,0.08054755167365082,359000,180,368000,137,180,307732.831118
632221,CO,AB,De Leon,TX,76444,651,641,0.04834313436645454,428000,180,476000,116,180,309739.475643
632507,CO,AB,Topeka,KS,66618,582,610,0.10158830252981133,293250,300,339000,188,300,253340.824086
633502,CO,AB,Parkston,SD,57366,796,822,0.08086501619692535,353250,180,419000,162,180,333932.280962
634405,CO,AB,Newton Highlands,MA,02461,541,546,0.06945556725267729,398500,180,494000,137,180,337025.94363
635506,CO,AB,Gainesville,FL,32612,488,484,0.06430368789171456,446500,240,590000,228,240,435152.564364
635875,CO,AB,Bend,TX,76824,598,582,0.10516572003518934,313250,240,383000,239,240,312864.350663
636889,CO,AB,Ouaquaga,NY,13826,724,693,0.05690241358042707,439500,300,558000,298,300,438166.801296
637702,CO,AB,American Canyon,CA,94503,665,643,0.04941603662204369,346750,300,401000,217,300,288771.559617
638805,CO,AB,Lemoore,CA,93245,720,741,0.06218925322972578,308750,240,325000,172,240,255835.282931
639263,CO,AB,Allensville,KY,42204,514,494,0.05622385710573114,111000,180,116000,177,180,109812.101148
640058,CO,AB,Kodiak,AK,99615,581,615,0.11374572573031226,487500,240,506000,190,240,453426.437733
641095,CO,AB,Santa Barbara,CA,93101,749,713,0.09609743248811696,265000,240,320000,175,240,233861.224362
642132,CO,AB,Menahga,MN,56464,755,710,0.09681999412336695,164750,240,213000,195,240,152543.794651
642722,CO,AB,Alpine,TX,79832,654,642,0.06888864623060457,207500,300,254000,186,300,165700.885828
643745,CO,AB,Jacksonville,FL,32212,531,538,0.06372293755214971,109000,300,136000,253,300,101096.809231
644404,CO,AB,Miranda,CA,95553,589,630,0.08535345481122539,189250,240,219000,206,240,177737.847872
644726,CO,AB,Marco Island,FL,34145,782,826,0.10153566559119923,168250,180,195000,133,180,145266.177846
645325,CO,AB,Broken Arrow,OK,74012,568,528,0.09227175731364143,140250,300,159000,252,300,133289.581345
646319,CO,AB,Nashville,NC,27856,569,572,0.08754304426927706,133500,180,154000,178,180,132775.994786
646679,CO,AB,Gainesville,GA,30506,786,795,0.1042172027537555,432750,180,449000,143,180,389147.283786
646963,CO,AB,Memphis,TN,38135,505,458,0.11353018301165078,284500,180,334000,139,180,254350.965553
647793,CO,AB,Tucson,AZ,85706,519,502,0.047890969532547276,298000,180,308000,126,180,229776.115037
648679,CO,AB,Ojo Caliente,NM,87549,658,641,0.10285976460757704,311750,180,365000,137,180,273851.366538
649550,CO,AB,The Lakes,NV,88901,692,643,0.04842861253683395,385500,300,470000,222,300,324893.2781
649770,CO,AB,Cameron,MO,64429,692,699,0.04327501246544377,144000,180,160000,162,180,133426.09325
650548,CO,AB,Athens,ME,04912,668,668,0.08671521785793655,396250,180,499000,123,180,320510.810518
651131,CO,AB,Carbondale,PA,18407,615,601,0.0541122859809367,526250,300,611000,237,300,465877.993232
652118,CO,AB,North Springfield,PA,16430,503,489,0.05607310449330116,559250,240,587000,178,240,468324.742698
652631,CO,AB,Beaumont,KY,42124,643,659,0.05199864709884284,99750,240,121000,222,240,95320.7512417
653433,CO,AB,Orlando,FL,32887,752,776,0.08786295028347478,185750,180,205000,133,180,157797.399459
654298,CO,AB,Eleroy,IL,61027,714,689,0.07047691519225567,83500,300,106000,236,300,75580.2645501
654889,CO,AB,Eureka,IL,61530,784,780,0.07050618701996283,295250,240,371000,197,240,267784.53007
655383,CO,AB,Kansas City,MO,64193,654,642,0.05423791421853569,446000,300,528000,289,300,438092.922797
656401,CO,AB,Village,AR,71769,498,507,0.1062243330365343,365250,300,451000,263,300,354474.650186
656789,CO,AB,Sutter,IL,62373,724,756,0.10222423168908336,116000,300,128000,191,300,100973.239806
657414,CO,AB,Village Of Nagog Woods,MA,01718,705,667,0.05572474446569095,173500,300,198000,213,300,144928.301334
658390,CO,AB,Camino,CA,95709,674,713,0.07044339212723746,370500,300,398000,194,300,303985.353781
659224,CO,AB,Hokah,MN,55941,556,507,0.04958987908724377,163000,300,212000,268,300,153598.831697
659980,CO,AB,Hemlock,NY,14466,553,529,0.09546322225667347,396500,180,414000,119,180,318596.294561
660206,CO,AB,Austin,TX,78788,677,725,0.04518843325654458,546000,240,572000,236,240,540353.211768
661168,CO,AB,Rosemont,NJ,08556,539,553,0.1063440088498345,341500,180,394000,167,180,330843.129157
662175,CO,AB,Lorane,OR,97451,720,738,0.09860995582334775,434000,180,540000,159,180,409799.292876
662847,CO,AB,Watson,MO,64496,585,621,0.08403638368941932,134000,300,176000,207,300,116790.340652
663858,CO,AB,Cropseyville,NY,12052,565,560,0.0489489007594399,417500,300,506000,227,300,357086.209588
664545,CO,AB,Erwin,NC,28339,574,613,0.07517156146651027,231750,300,277000,196,300,193290.357653
665634,CO,AB,Mooresville,IN,46158,769,740,0.06676018774137724,471750,240,593000,150,240,362123.131669
666466,CO,AB,Hoodsport,WA,98548,775,752,0.055538199136552405,143750,240,165000,231,240,140743.56864
667401,CO,AB,Indianola,NE,69034,792,756,0.0973175630787605,97000,300,120000,232,300,90094.2877533
667595,CO,AB,Munger,MI,48747,518,554,0.09459806627112388,194750,240,237000,187,240,176746.64577
668271,CO,AB,Helvetia,WV,26224,732,723,0.05791020666965524,92000,240,108000,170,240,75052.1147815
669005,CO,AB,Lakeshore,CA,93634,573,554,0.059955356671950386,478000,240,600000,193,240,423317.361726
670064,CO,AB,New Salisbury,IN,47161,710,719,0.08686819799116051,327250,180,423000,109,180,245065.119394
670747,CO,AB,Wilson,LA,70789,781,760,0.07479651604911508,284500,180,318000,163,180,269114.161251
671682,CO,AB,Jenner,CA,95450,526,552,0.05200334034244949,430750,240,465000,179,240,359431.327527
671845,CO,AB,Harrison,MI,48625,596,603,0.09431123341432165,129000,300,168000,184,300,108845.576243
672032,CO,AB,Charleston,WV,25304,757,762,0.07422800588819264,270750,240,321000,209,240,253939.557562
672297,CO,AB,Tibbie,AL,36583,514,531,0.06236033404953886,387250,180,471000,174,180,379317.548483
672646,CO,AB,Saranac,MI,48881,670,625,0.09009504054957113,285750,240,345000,165,240,242925.473353
673203,CO,AB,Fort Washington,MD,20744,504,512,0.0792281707860621,133500,300,146000,254,300,125888.882633
673638,CO,AB,Coppell,TX,75019,547,520,0.07131934249793953,381250,300,503000,239,300,347482.723727
674619,CO,AB,Larned,KS,67550,769,782,0.09862437041190397,468000,300,484000,215,300,423839.608136
675287,CO,AB,Oakville,TX,78060,575,545,0.09556097370247503,277250,180,319000,143,180,247411.456473
676216,CO,AB,Glenn,GA,30219,545,557,0.08816965184263235,79000,180,100000,154,180,72943.8139668
676546,CO,AB,Mohave Valley,AZ,86440,641,691,0.11039020881721943,439250,180,455000,145,180,399718.391618
676876,CO,AB,Oklahoma City,OK,73150,726,747,0.04659155401737653,281750,240,349000,193,240,245071.930564
677197,CO,AB,Bearsville,NY,12409,536,514,0.05781064959801804,411750,180,489000,123,180,317393.70308
678293,CO,AB,Lititz,PA,17543,730,746,0.05498641174153505,202250,240,267000,228,240,196535.242002
678475,CO,AB,Little York,NJ,08834,727,747,0.10566504008057456,227000,240,232000,147,240,187274.444605
678839,CO,AB,Brooklyn,NY,11235,742,770,0.09637267699104984,473750,300,549000,249,300,449933.00464
679844,CO,AB,Van,WV,25206,533,562,0.041137528290333895,423000,300,504000,296,300,419746.092631
680872,CO,AB,Alexandria,VA,22332,700,712,0.04583341022838309,144250,240,175000,216,240,135015.390493
681800,CO,AB,Midland,GA,31820,589,578,0.05597290889087686,155000,300,184000,243,300,139508.575386
682551,CO,AB,Doniphan,MO,63935,577,536,0.0806720346954794,316250,300,371000,240,300,292039.582998
683245,CO,AB,Stony Creek,VA,23882,616,623,0.08969751013506796,379750,180,497000,154,180,350989.06675
683595,CO,AB,Gratiot,OH,43740,773,811,0.041552405510751976,309250,180,327000,173,180,300473.811503
684178,CO,AB,Birmingham,AL,35230,691,691,0.08163038459515198,74000,300,92000,221,300,66108.845797
684446,CO,AB,Pall Mall,TN,38577,758,789,0.0954140352472159,347500,180,414000,177,180,344856.080344
685518,CO,AB,Charleston,WV,25324,718,696,0.10256610551330485,83500,180,90000,118,180,67501.1644115
686109,CO,AB,Copake Falls,NY,12517,512,491,0.09195470629565536,208250,240,251000,230,240,205101.534341
687159,CO,AB,Freeburn,KY,41528,682,633,0.0849598168782219,152000,240,164000,184,240,135401.719808
687841,CO,AB,Powderly,KY,42367,735,710,0.056091163033243685,528000,300,544000,214,300,442620.01
688633,CO,AB,Nottingham,MD,21236,617,612,0.06443100271091276,305500,180,366000,165,180,289745.624931
689081,CO,AB,Denver,CO,80274,758,740,0.04759781348824094,420250,300,475000,218,300,349539.678148
689407,CO,AB,Cayuga,TX,75832,730,733,0.0986402166325935,433000,300,572000,196,300,378438.500873
690268,CO,AB,Riley,OR,97758,723,690,0.09935321478007186,393250,240,439000,149,240,322751.821499
691054,CO,AB,Los Angeles,CA,90007,662,677,0.08736396468442784,357250,180,419000,175,180,352345.287843
692138,CO,AB,Birmingham,AL,35240,545,555,0.07039816892137,310750,180,349000,133,180,258052.274613
693219,CO,AB,Memphis,TN,38110,776,739,0.10433991123328601,112000,180,124000,173,180,110134.502156
693643,CO,AB,Tuscaloosa,AL,35407,562,603,0.07098120876685841,363750,180,441000,138,180,309680.406065
694492,CO,AB,White Sulphur Springs,MT,59645,514,466,0.08238580456192604,381000,300,396000,245,300,355355.54889
695591,CO,AB,Hawick,MN,56246,507,488,0.04508076277254845,314500,180,326000,154,180,281089.045743
696418,CO,AB,Grants Pass,OR,97527,483,478,0.10361455040549591,598750,240,613000,212,240,575037.788325
697138,CO,AB,Price,UT,84501,736,730,0.047332515940521486,478500,180,618000,158,180,436518.566074
698135,CO,AB,Ridgeville Corners,OH,43555,513,500,0.07088792367458031,511750,240,589000,177,240,437837.147121
699239,CO,AB,Belvidere,NJ,07823,494,475,0.08978802674137584,251250,300,311000,270,300,243717.246908
699800,CO,AB,Pelham,NC,27311,616,632,0.04178799529825451,328250,300,407000,278,300,314051.128651
700094,CO,AB,Bergenfield,NJ,07621,619,649,0.1093363890855502,88500,300,118000,231,300,83077.4668957
700453,CO,AB,College Station,TX,77843,566,610,0.04291095739279176,256500,300,266000,198,300,197760.054531
700926,CO,AB,Tucson,AZ,85713,611,625,0.08691888674987336,425500,240,450000,203,240,397507.130774
701730,CO,AB,Chicago,IL,60621,712,751,0.11335993065020385,209500,240,242000,180,240,190928.728285
702457,CO,AB,Nashville,TN,37244,593,545,0.0916880486888009,167000,300,204000,246,300,157364.447839
703118,CO,AB,Young America,MN,55568,490,502,0.05306143647764534,318000,180,388000,132,180,256142.920835
703615,CO,AB,Freeville,NY,13068,728,680,0.047592538487241674,105000,180,120000,130,180,82883.7471036
704468,CO,AB,Little Lake,MI,49833,736,754,0.0814238197625361,285000,240,344000,208,240,268074.731183
704631,CO,AB,Sandborn,IN,47578,532,542,0.09490329115776977,80250,180,83000,153,180,74170.8275291
705704,CO,AB,Bathgate,ND,58216,485,522,0.08758162890861076,530250,240,559000,149,240,425020.186898
706786,CO,AB,Mc Lean,VA,22102,776,826,0.07043401253948273,80000,300,88000,296,300,79604.2117581
707474,CO,AB,Yulee,FL,32041,625,664,0.04259292415746603,255750,300,325000,250,300,229590.394649
708025,CO,AB,Moses Lake,WA,98837,599,629,0.11263866156625262,527000,180,572000,155,180,495305.371539
708420,CO,AB,South San Francisco,CA,94099,720,677,0.05557129105015983,229000,300,240000,214,300,191748.830152
709017,CO,AB,Cleveland,SC,29635,763,770,0.04182462425172598,383750,300,409000,278,300,367158.70864
709916,CO,AB,Los Angeles,CA,90021,703,752,0.09964416766054444,95250,240,107000,235,240,94609.3835328
710576,CO,AB,Johnson City,TN,37605,703,684,0.09106672544675193,500750,180,561000,178,180,498118.80042
710913,CO,AB,Dothan,AL,36304,673,640,0.06473331019348116,535500,180,606000,168,180,513640.496888
711134,CO,AB,Rural Hall,NC,27099,616,599,0.040531194461248976,212500,180,218000,128,180,163715.869975
711996,CO,AB,Lemont Furnace,PA,15456,502,452,0.03914268796995881,354500,180,458000,113,180,246064.703294
712841,CO,AB,League City,TX,77574,633,651,0.11272949832372953,549250,300,579000,279,300,541576.004247
713789,CO,AB,Hiram,GA,30141,528,544,0.05622251607022628,196500,300,202000,208,300,162046.610633
713998,CO,AB,Huntsville,AL,35804,786,738,0.08979809305246322,64000,300,76000,226,300,58365.0331979
714797,CO,AB,Mount Pleasant,NC,28124,539,551,0.0445860773103788,407750,240,537000,175,240,330308.38726
715070,CO,AB,Jersey,GA,30018,763,776,0.09543279441616313,110000,300,124000,212,300,98647.7104122
715351,CO,AB,Garland,NE,68360,680,654,0.10082442636714048,348750,180,365000,165,180,335459.495291
715649,CO,AB,Kingsport,TN,37663,553,547,0.09177304158196027,153000,240,180000,227,240,149950.976829
716703,CO,AB,Milbank,SD,57252,715,720,0.04476345362519778,64500,300,82000,291,300,63430.7583185
716988,CO,AB,Victoria,TX,77904,539,556,0.04277542223618418,185250,300,235000,200,300,143758.078513
717317,CO,AB,Chattanooga,TN,37407,610,580,0.0815583509552631,329500,240,358000,158,240,269545.688748
717735,CO,AB,Eldorado,OK,73537,720,687,0.10433112644417636,182750,240,213000,175,240,162987.765465
718036,CO,AB,Burlington,VT,05406,712,699,0.07775417043476601,263500,180,342000,171,180,256325.320976
718474,CO,AB,Witmer,PA,17585,621,654,0.05923969190986868,471750,300,577000,209,300,392869.903577
719009,CO,AB,Incline Village,NV,89450,614,664,0.05925367265470308,399750,180,505000,113,180,290212.42564
720119,CO,AB,Goshen,CA,93227,723,697,0.10959009216064312,208750,240,253000,236,240,207766.785487
720606,CO,AB,Nora,IL,61059,671,669,0.052013488484461,408750,180,421000,116,180,298114.8441
721372,CO,AB,Enid,OK,73705,501,458,0.09679265706179685,318250,180,387000,168,180,308328.699496
721597,CO,AB,Petersburg,PA,16669,722,743,0.10435388573408248,185250,180,227000,158,180,174889.095985
721844,CO,AB,Washoe Valley,NV,89704,531,505,0.10944723781151319,322500,180,366000,152,180,299873.753761
722609,CO,AB,Perkins,GA,30822,646,692,0.11247534084974244,120250,240,135000,218,240,116982.438021
722974,CO,AB,Opal,WY,83124,737,781,0.09674022233430715,248750,180,329000,141,180,220545.069004
724038,CO,AB,La Coste,TX,78039,580,548,0.07141863487592244,491750,300,609000,259,300,464280.880709
725070,CO,AB,Carrington,ND,58421,676,697,0.10327290277846626,335500,300,354000,213,300,304729.611782
725299,CO,AB,Somerset,IN,46984,599,611,0.06235477602338178,437500,300,534000,279,300,424029.015503
726149,CO,AB,Webberville,MI,48892,681,633,0.0713484991445732,216000,300,268000,255,300,202579.095552
727032,CO,AB,Thermopolis,WY,82443,730,687,0.05019436695145922,150500,240,186000,149,240,110143.889561
727512,CO,AB,Willow Hill,IL,62480,480,459,0.09472482794966344,135250,300,147000,287,300,133730.35396
727921,CO,AB,Wapato,WA,98951,657,687,0.07543067677415587,285500,180,358000,145,180,251988.841394
728287,CO,AB,Luckey,OH,43443,573,530,0.10544880552039712,519750,240,541000,219,240,505117.795163
728641,CO,AB,East Tawas,MI,48730,502,479,0.1115198058447312,463500,300,502000,203,300,418725.087228
729534,CO,AB,Elora,TN,37328,687,646,0.0977533667672876,404000,180,464000,124,180,333750.719454
729960,CO,AB,Clyde,OH,43410,797,755,0.10907883468602984,290500,300,378000,222,300,269371.112683
730459,CO,AB,Independence,VA,24348,761,727,0.050472970826820514,394500,240,474000,148,240,287540.755077
731423,CO,AB,Kinston,AL,36453,669,688,0.07425115953214331,538250,240,595000,181,240,468649.435289
731609,CO,AB,Walcott,WY,82335,648,668,0.055681417063609726,490250,240,571000,188,240,424762.75017
732178,CO,AB,Eureka Springs,AR,72631,787,753,0.10950286154010917,411250,240,511000,159,240,354277.827481
