bank_loan_id,property_type_code,occupancy_code,city,us_state,zipcode,fico,current_FICO_score,current_interest_rate,original_amount,original_term,original_appraisal_amount,remaining_term,amortized_term,current_principal_balance
627081,CO,AB,Diamond Point,NY,12824,515,484,0.05017007410448223,388250,300,415000,210,300,317367.170372
627786,CO,AB,Trimble,OH,45782,483,463,0.09147433776925382,305500,180,334000,146,180,274712.880992
628311,CO,AB,Saluda,VA,23149,618,650,0.073248269254095,269500,240,310000,181,240,234310.525532
628558,CO,AB,Mc Intire,IA,50455,627,605,0.05760840018488342,371000,180,380000,137,180,308985.029159
629515,CO,AB,Columbus,MI,48063,791,746,0.0578134218234235,225750,300,245000,191,300,177603.988279
630059,CO,AB,Maury City,TN,38050,694,655,0.08282459565761927,439250,240,527000,216,240,420528.306497
630684,CO,AB,Coolidge,KS,67836,664,714,0.05248595128872611,363500,300,462000,281,300,351875.600356
631038,CO,AB,Washington,DC,20388,492,537,0.10878503539281845,148750,180,165000,173,180,146369.920108
632148,CO,AB,Denver,CO,80208,506,525,0.09725064210766998,429250,240,503000,153,240,355656.634894
632984,CO,AB,New York,NY,10265,784,828,0.06057149486477198,330250,240,395000,149,240,248506.806713
633844,CO,AB,Fort Worth,TX,76137,669,664,0.10200425050463773,514000,180,584000,139,180,454578.509249
634547,CO,AB,Oconomowoc,WI,53066,563,551,0.06334411835169756,484000,180,512000,119,180,367964.376341
635629,CO,AB,Raleigh,ND,58564,679,647,0.08456689057177141,496000,240,552000,190,240,448521.564228
636688,CO,AB,Alabama,NY,14003,554,542,0.047155563573920804,356000,240,400000,176,240,291023.74181
637410,CO,AB,Thornburg,IA,50255,600,599,0.05262241554470519,459750,300,533000,262,300,429130.443248
637828,CO,AB,Saint Stephens,AL,36569,762,718,0.041131130102559615,387250,300,431000,211,300,310291.525293
638830,CO,AB,Chesterton,IN,46304,796,773,0.09847537325606229,138000,240,184000,232,240,136473.877248
639869,CO,AB,Farnsworth,TX,79033,627,629,0.08091142473041321,86750,180,109000,171,180,84450.5858657
640865,CO,AB,Vanderpool,TX,78885,515,489,0.07996151952476685,513500,180,618000,121,180,406635.042965
641623,CO,AB,Tennga,GA,30751,506,463,0.062395986628569156,305750,240,377000,154,240,236225.739365
642108,CO,AB,Drayton,SC,29333,628,665,0.05724522283630051,146750,300,189000,244,300,132608.521258
642753,CO,AB,Breaux Bridge,LA,70517,635,643,0.03873267989723787,157000,180,180000,120,180,114399.797671
642931,CO,AB,Ada,OK,74821,694,725,0.041249755316283984,294750,300,341000,282,300,284314.152825
644026,CO,AB,Colonial Beach,VA,22443,677,660,0.06553105098625815,508250,300,567000,197,300,415518.339333
644747,CO,AB,Portage,MI,49024,509,516,0.06914538495546242,497250,300,527000,250,300,461315.176191
644949,CO,AB,Frankfort,KS,66427,655,703,0.10352079204970836,441000,240,488000,207,240,419926.409987
645973,CO,AB,Shorterville,AL,36373,713,763,0.0941987525958233,527500,300,546000,239,300,493351.96142
646327,CO,AB,Naperville,IL,60540,758,754,0.03998688182219308,262250,240,327000,193,240,225929.665251
647126,CO,AB,Stratford,CA,93266,559,585,0.0419015837015146,534000,300,596000,250,300,478906.488116
647885,CO,AB,Tampa,FL,33622,742,696,0.09140282855091247,194000,180,244000,178,180,192983.703068
648448,CO,AB,Springfield,VA,22161,787,806,0.10234170489037421,315250,300,363000,240,300,297462.76853
648789,CO,AB,Westport,MA,02790,582,600,0.10955107508353903,149250,240,163000,190,240,138321.760617
649415,CO,AB,Raleigh,NC,27629,486,446,0.0720970606012877,151250,300,163000,201,300,126918.63665
649619,CO,AB,Moulton,TX,77975,627,621,0.06560748646927213,339750,240,405000,156,240,266676.313883
650549,CO,AB,Lizemores,WV,25125,520,554,0.06710059349867038,197750,240,217000,155,240,155115.359916
650829,CO,AB,Fox Lake,WI,53933,489,462,0.06926373605493782,412750,240,465000,172,240,346406.215915
651825,CO,AB,Dousman,WI,53118,599,584,0.07393298611519397,83250,240,91000,207,240,77694.6895093
