LoanID,Property,Occupancy,CITY,STATE,ZIP,FICO,Current_FICO_Score,Current_Interest_Rate,Original_Amount,Original_Term,Original_Appraisal_Amount,Remaining_Term,Amor_Term,Current_Principal_Balance
1212131,CO,AB,Island Grove,FL,32654,673,624,0.10217604412669494,593750,240,613000,170,240,521413.657384
1212542,CO,AB,Shelby Gap,KY,41563,695,656,0.09264369554942022,262500,300,350000,281,300,257934.428698
1213385,CO,AB,Pierrepont Manor,NY,13674,576,561,0.10558291403931365,483750,300,609000,273,300,473701.927942
1214042,CO,AB,Laguna Hills,CA,92637,800,752,0.08182479262667125,469250,240,491000,197,240,430489.088556
1215042,CO,AB,Alta Vista,KS,66834,534,558,0.09733664411185028,182250,240,187000,240,240,182250.0
1215526,CO,AB,Elk City,ID,83525,664,676,0.06628514087225046,129500,240,170000,228,240,126283.284975
1216365,CO,AB,Patterson,MO,63956,579,621,0.0677269252508173,350000,300,368000,219,300,304172.101298
1216941,CO,AB,Kansas City,MO,64999,589,639,0.07640344501812327,450500,240,566000,226,240,438829.689545
1217559,CO,AB,Richmond Hill,NY,11418,733,759,0.07674919730841243,261750,180,285000,178,180,260188.113341
1217730,CO,AB,Grandin,ND,58038,542,554,0.10770494770083773,535000,240,548000,201,240,505408.979712
1218363,CO,AB,Guin,AL,35563,679,716,0.04651527267794606,319500,300,374000,271,300,302193.80662
1218659,CO,AB,Marlin,TX,76661,780,798,0.06605215775219785,202250,300,231000,187,300,160766.348603
1218878,CO,AB,Los Angeles,CA,90018,611,613,0.08019930172169937,410250,240,479000,195,240,373915.306791
1219666,CO,AB,Mansura,LA,71350,760,798,0.04407880616113167,179250,300,183000,241,300,157648.595666
1220633,CO,AB,Hollywood,FL,33023,623,601,0.0806917927249215,520000,180,612000,130,180,431585.485985
1221299,CO,AB,Tulsa,OK,74147,699,652,0.09665838681436922,491750,180,557000,134,180,423962.209506
1222325,CO,AB,Bella Vista,CA,96008,575,564,0.045490997940583,523000,180,584000,148,180,454026.635954
1222763,CO,AB,Marlette,MI,48453,509,500,0.062347825062588395,166250,300,199000,292,300,164365.111129
1223608,CO,AB,Port Ludlow,WA,98365,598,627,0.04083990716440943,148500,240,170000,160,240,111692.813165
1223950,CO,AB,Whitesburg,GA,30185,640,666,0.0665298534627442,218750,180,257000,118,180,166299.756376
1224919,CO,AB,Porters Sideling,PA,17354,591,546,0.10940365992726378,549250,240,619000,155,240,467679.396698
1226021,CO,AB,Sedalia,CO,80135,639,668,0.05512718369718389,88000,300,108000,264,300,82657.8748995
1227024,CO,AB,Phoenix,AZ,85017,786,752,0.07751893355342841,290500,180,338000,138,180,249247.945956
1227613,CO,AB,Boyertown,PA,19512,531,552,0.05380231905984048,453250,240,527000,215,240,425403.042826
1228048,CO,AB,Oak Park,IL,60301,506,522,0.11172336141964795,507250,180,539000,142,180,457477.656388
1228334,CO,AB,Ely,NV,89301,545,561,0.08760377653914261,110500,240,146000,231,240,108919.479948
1228812,CO,AB,Sacramento,CA,94298,617,606,0.0645470067717886,410000,300,500000,278,300,397158.881842
1229879,CO,AB,Orlando,FL,32839,800,756,0.10942307519721621,207750,240,269000,148,240,173138.480653
1230710,CO,AB,Peyton,CO,80831,606,638,0.06562080947913543,454000,240,588000,151,240,349020.400349
1231060,CO,AB,Russellville,IN,46175,579,591,0.0738591822456226,461750,240,577000,179,240,399377.334755
1231850,CO,AB,Arlington,VA,22213,580,621,0.09523659833549798,112750,300,125000,254,300,107659.625732
1232707,CO,AB,Robbins,NC,27325,683,714,0.10895885701741471,266000,300,280000,187,300,232366.53455
1233032,CO,AB,Revere,MO,63465,507,551,0.05480049709334284,301000,300,312000,280,300,291175.789771
1233703,CO,AB,Sunnyside,UT,84539,795,807,0.052867495416855974,128000,300,132000,183,300,96570.5222617
1234471,CO,AB,Santa Clara,NM,88026,492,478,0.05614862129146976,93500,180,110000,110,180,66061.4227654
1234795,CO,AB,Stony Brook,NY,11794,719,726,0.07729366231610324,304250,300,399000,222,300,270517.494069
1235377,CO,AB,South Lyon,MI,48178,512,531,0.08661819803467662,193750,300,233000,205,300,168924.640178
1236301,CO,AB,Oregon,IL,61061,718,675,0.054747032687779244,445250,240,459000,175,240,367887.802863
1237424,CO,AB,Alto,GA,30596,751,757,0.07235971638227334,260500,300,310000,247,300,241224.52463
1238004,CO,AB,Atlanta,GA,31145,722,705,0.095616261222009,248500,300,322000,196,300,216022.268918
1238416,CO,AB,Birmingham,AL,35282,779,731,0.06742310400908792,452750,240,521000,210,240,423539.239407
1239522,CO,AB,Newburgh,IN,47630,495,520,0.04511784421852888,118250,300,135000,300,300,118250.0
1240646,CO,AB,Clymer,NY,14724,788,834,0.06954559627067572,249500,300,278000,232,300,223734.299959
1241178,CO,AB,Alexandria,VA,22303,519,487,0.06031922320346051,300000,180,368000,159,180,277274.57935
1241489,CO,AB,Wylliesburg,VA,23976,612,587,0.1081364005730383,414000,240,428000,198,240,389109.611853
1241995,CO,AB,Rineyville,KY,40162,626,602,0.05568663418468184,115500,180,126000,151,180,102743.546284
1242555,CO,AB,Menlo,WA,98561,670,657,0.0860834668608163,241000,180,248000,113,180,184504.629595
1243048,CO,AB,Smoot,WY,83126,544,557,0.0597608769976752,114000,180,148000,144,180,98554.4475098
1243454,CO,AB,Mc Knightstown,PA,17343,786,738,0.09982539444360455,349750,300,465000,276,300,342759.095485
1243979,CO,AB,Topeka,KS,66620,624,590,0.06288794542786577,230500,300,306000,229,300,203225.353666
1244373,CO,AB,Cedar Rapids,IA,52406,513,540,0.10897883508308084,376000,240,432000,154,240,318989.008109
1244935,CO,AB,White Plains,NY,10650,538,490,0.10636837214184347,451750,300,561000,273,300,442484.783054
1246033,CO,AB,Newport,ME,04953,556,552,0.064116742259452,459750,300,557000,216,300,393975.615407
1247028,CO,AB,Mark Center,OH,43536,642,629,0.06368189948755248,444250,300,475000,197,300,361533.584376
1247716,CO,AB,Reston,VA,20195,482,487,0.10016712683512438,160750,300,185000,220,300,147080.276908
1248374,CO,AB,Palisades Park,NJ,07650,543,536,0.07578836429407726,66750,240,69000,145,240,51275.0559443
1248663,CO,AB,Richmond Hill,NY,11418,757,713,0.05189659242679416,110000,240,120000,189,240,95096.7604826
1249343,CO,AB,Greenleaf,ID,83626,713,682,0.1109867203399765,69000,180,84000,157,180,65166.0427194
1249922,CO,AB,Somis,CA,93066,684,643,0.04500358459233097,281250,300,339000,215,300,230448.79013
1250743,CO,AB,Chesapeake,VA,23325,644,664,0.05649679591259692,188750,240,193000,203,240,171586.001163
1251697,CO,AB,Pisgah,AL,35765,600,581,0.08434714800314655,258500,240,278000,221,240,250082.080906
1252775,CO,AB,Orem,UT,84059,795,784,0.10433805224455446,296000,240,328000,191,240,273613.794704
1253008,CO,AB,Mannsville,NY,13661,607,588,0.06799835981617486,517750,180,597000,149,180,461595.986927
1253973,CO,AB,Centerville,IN,47330,733,689,0.11221395923570043,74250,180,99000,126,180,63079.8203825
1254182,CO,AB,Mc Lean,VA,22102,715,738,0.055414249465427334,570250,180,611000,108,180,396593.120337
1254370,CO,AB,Riga,MI,49276,580,565,0.07597808511383325,182000,300,240000,260,300,172736.349104
1255354,CO,AB,Usk,WA,99180,687,727,0.07910668598047974,425500,300,498000,282,300,416854.603189
1256265,CO,AB,Cottonwood,MN,56229,774,812,0.05229041641842398,316250,240,351000,196,240,279996.759333
1257012,CO,AB,Laurens,NY,13796,581,624,0.08870269478639896,358250,180,455000,154,180,330902.186478
1257786,CO,AB,Olivehurst,CA,95961,766,729,0.04118710785301267,224500,300,270000,273,300,212378.976573
1258480,CO,AB,Twain,CA,95984,555,576,0.04495183388227571,176250,300,183000,278,300,168950.251211
1258833,CO,AB,Boulder,CO,80308,482,435,0.05715705346599563,347000,180,372000,139,180,291799.403052
1259340,CO,AB,West Glacier,MT,59936,526,526,0.057522817348763945,334750,180,381000,109,180,235603.729875
1259570,CO,AB,Adelanto,CA,92301,709,690,0.10382191660929418,320250,240,411000,176,240,286135.190223
1260393,CO,AB,Norwood,NY,13668,734,774,0.04609592218734561,289250,180,343000,164,180,270839.359855
1260879,CO,AB,Elizabethtown,NY,12932,680,672,0.08090592895907109,197000,300,244000,290,300,194895.807868
1261291,CO,AB,Paterson,NJ,07543,673,662,0.08214377348429033,78000,180,92000,162,180,73778.8259566
1261964,CO,AB,Chicago,IL,60647,549,592,0.10904698011570221,231250,240,239000,174,240,206935.159701
1262628,CO,AB,Rensselaerville,NY,12147,486,496,0.046723423486814936,575750,240,605000,192,240,499146.785475
1263726,CO,AB,Osteen,FL,32764,749,747,0.04304778997319574,440000,180,584000,168,180,418656.337331
1264196,CO,AB,Wichita,KS,67216,668,677,0.08157616080427649,179000,180,224000,112,180,135089.728276
1265254,CO,AB,Jasper,GA,30143,645,689,0.09922669778336773,318000,240,408000,151,240,262696.527912
1266035,CO,AB,White Post,VA,22663,758,779,0.09396578737034383,314250,180,343000,141,180,277873.5202
1266658,CO,AB,Thermal,CA,92274,799,838,0.08824292432888464,473500,300,518000,257,300,451600.621635
1266876,CO,AB,Woodland Park,CO,80863,688,671,0.056065137834197074,347500,180,462000,136,180,287302.807526
1267174,CO,AB,Elko,NV,89803,625,657,0.08610753645094782,161750,240,181000,222,240,156880.421519
1267632,CO,AB,Lakeview,TX,79239,650,614,0.06367760854352124,257500,240,270000,218,240,245086.681966
1268491,CO,AB,Whitinsville,MA,01588,629,592,0.0891708895810175,270000,300,356000,231,300,248093.099105
1269140,CO,AB,Rootstown,OH,44272,732,711,0.042820223095589624,262250,180,287000,142,180,219952.90125
1269392,CO,AB,Terrace Park,OH,45174,673,692,0.052229939461880336,527250,180,563000,166,180,499364.111132
1269768,CO,AB,Tyringham,MA,01264,711,719,0.04812786387956872,530000,300,592000,218,300,441355.146613
1270640,CO,AB,Rochelle,IL,61068,623,603,0.07922711709406753,346750,180,433000,148,180,310931.046402
1271657,CO,AB,Charlotte,NC,28206,733,731,0.09044774497878755,124000,240,144000,186,240,111752.946858
1272534,CO,AB,Mountain Home A F B,ID,83648,631,645,0.06740839866377285,525000,240,604000,184,240,456785.942615
1273524,CO,AB,Liberty,MO,64069,605,556,0.05948395482283836,228500,300,246000,266,300,216224.87058
1273766,CO,AB,Abernant,AL,35440,491,530,0.07514674761493105,325000,180,368000,115,180,246658.080284
1274846,CO,AB,Dennis,MA,02638,504,457,0.05695710301459407,486250,240,499000,189,240,423471.232534
1275390,CO,AB,Farmingdale,NY,11737,549,505,0.08033931431258753,126750,180,165000,163,180,120197.878878
1275608,CO,AB,Ebony,VA,23845,677,646,0.0713093786538736,211000,240,220000,157,240,168387.808396
1276705,CO,AB,Covington,LA,70435,608,629,0.08704127518258953,445000,300,520000,238,300,412507.592943
1277074,CO,AB,Saint Elmo,AL,36568,502,514,0.10995769467956772,501750,240,617000,153,240,425086.708563
1278196,CO,AB,Strang,OK,74367,682,648,0.10962238277214562,360000,180,440000,157,180,339766.120419
1279107,CO,AB,Frenchtown,MT,59834,780,828,0.0935000466981806,406000,240,440000,203,240,381179.653334
1279478,CO,AB,Fairfield,ND,58627,657,690,0.10622325321732382,336250,240,399000,205,240,319585.466895
1279738,CO,AB,Emmett,ID,83617,645,624,0.05945935502832845,499500,180,550000,171,180,483659.185247
1280443,CO,AB,Gridley,KS,66852,736,693,0.0427599196279847,132000,240,148000,237,240,130949.681569
1281148,CO,AB,Wildwood,PA,15091,691,641,0.06917914681893376,331250,180,423000,177,180,328074.096359
1281428,CO,AB,Clarkton,NC,28433,648,639,0.04782408039752388,175250,180,187000,180,180,175250.0
1281721,CO,AB,Gatesville,TX,76528,593,639,0.07358477946241938,261250,180,291000,124,180,208065.326498
1282692,CO,AB,Binghamton,NY,13901,768,813,0.08005478357306828,290500,240,374000,150,240,229976.58222
1283742,CO,AB,Canyonville,OR,97417,674,697,0.08232543075748083,104000,180,116000,132,180,87331.0622744
1284169,CO,AB,Alloy,WV,25002,633,624,0.09160477569789488,181000,180,200000,174,180,178116.846722
1284649,CO,AB,Beaverdam,OH,45808,768,781,0.11065391715262297,118500,180,146000,176,180,117449.461202
1285765,CO,AB,West Lafayette,IN,47906,679,652,0.0873659017977578,134250,300,143000,232,300,123292.915325
1286628,CO,AB,Buffalo Ridge,SD,57115,496,527,0.09263505829602654,402250,180,431000,118,180,320111.828809
1287000,CO,AB,Appleton,WI,54911,618,645,0.05269197011844354,117000,240,132000,240,240,117000.0
1287976,CO,AB,Akron,AL,35441,505,514,0.042088511797643814,405500,300,538000,254,300,367375.835917
1288448,CO,AB,Columbus,MS,39702,608,585,0.06252365006920436,195000,240,204000,167,240,158733.914956
1289022,CO,AB,Redford,MI,48239,590,637,0.07496733749517409,307250,240,363000,197,240,279964.536307
1290116,CO,AB,Madison,TN,37115,628,653,0.10628047391805034,334250,240,423000,233,240,331334.744095
1290848,CO,AB,Chesterhill,OH,43728,645,679,0.09753979222132249,140250,180,183000,114,180,110178.119706
1291636,CO,AB,Hadlyme,CT,06439,770,725,0.08319372248222934,231500,180,286000,137,180,199052.92078
1292418,CO,AB,Columbus,OH,43222,564,526,0.10193982078949365,137000,180,148000,154,180,127597.426186
1292699,CO,AB,Bybee,TN,37713,607,646,0.04817541461561838,155000,180,176000,167,180,147158.71135
1293826,CO,AB,Brooklyn,CT,06234,564,555,0.07637865027164835,272000,240,336000,161,240,222622.471093
1294789,CO,AB,West Rockport,ME,04865,683,637,0.06710051341606277,154000,180,184000,139,180,131112.879205
1295344,CO,AB,Louisville,KY,40297,762,764,0.09192055770843804,367000,180,404000,174,180,361170.350259
1295831,CO,AB,Lookout,KY,41542,511,530,0.10060838655302552,148000,300,164000,279,300,145476.664826
1296233,CO,AB,Isonville,KY,41149,568,591,0.10734206293217095,133250,300,155000,238,300,125956.176705
1296894,CO,AB,Merrill,WI,54452,756,789,0.05659436924358906,449500,300,482000,267,300,425161.69288
1297862,CO,AB,Summerton,SC,29148,697,666,0.09210566474885437,176500,300,222000,252,300,167719.166786
1298900,CO,AB,Grants,NM,87020,584,601,0.10958124629979264,137000,240,172000,222,240,133901.861931
1299207,CO,AB,Springfield,IL,62791,491,450,0.052623679974037885,426000,180,548000,164,180,400216.095186
1300122,CO,AB,Ashburn,VA,20146,511,554,0.09030537201416486,216500,240,274000,187,240,195565.883786
1301124,CO,AB,Waco,TX,76798,736,705,0.0576034143653887,363250,180,479000,135,180,299388.44198
1301349,CO,AB,Forest Falls,CA,92339,735,730,0.09978204885282825,438750,180,457000,162,180,418246.192877
1301561,CO,AB,Albany,OR,97321,708,679,0.11250432652192224,191000,300,244000,244,300,182507.448603
1302468,CO,AB,Winston Salem,NC,27108,707,664,0.05709079386644141,117000,240,120000,210,240,108570.607889
1303024,CO,AB,Crawfordsville,IN,47936,619,641,0.05451173092853478,147000,300,184000,290,300,144645.687812
1303788,CO,AB,Nacogdoches,TX,75964,513,520,0.10766383545372088,105000,180,128000,117,180,85128.1833447
1304626,CO,AB,New York,NY,10029,572,621,0.06431114841100474,112000,300,120000,232,300,99636.0884596
1304969,CO,AB,Bloomington,CA,92316,574,558,0.10948610231560861,379500,180,466000,156,180,357112.231905
1305514,CO,AB,Ray,OH,45672,714,701,0.09798815367698072,499750,180,533000,132,180,427927.121531
1306483,CO,AB,Gary,SD,57237,556,555,0.1130686591773324,235000,240,244000,224,240,230521.544546
1307470,CO,AB,Morgantown,WV,26504,785,817,0.07682458753333216,277500,300,350000,223,300,247051.950411
1307726,CO,AB,Milwaukee,WI,53263,734,783,0.07368797825640205,420500,300,558000,202,300,354971.704855
1307927,CO,AB,Clarksburg,OH,43115,694,666,0.07376971962462364,318750,180,329000,125,180,255298.874783
1308472,CO,AB,Union,MI,49130,603,589,0.10264806558103105,268250,300,331000,191,300,233676.583048
1309085,CO,AB,Rochester,MN,55903,614,575,0.07477659288016258,94500,240,110000,179,240,81847.246956
1310187,CO,AB,Lehigh,KS,67073,672,658,0.07307807943348985,135750,240,157000,218,240,129860.158667
1311101,CO,AB,Fleming,GA,31309,679,672,0.10435552797111755,227250,180,243000,119,180,185104.335168
1311375,CO,AB,Clay,WV,25043,655,660,0.0915007533739425,483750,300,569000,223,300,439885.025074
1312126,CO,AB,Hollywood,FL,33084,682,654,0.10688343701618812,309750,240,341000,179,240,279712.369682
1312694,CO,AB,Geuda Springs,KS,67051,638,607,0.05574778987176164,320000,180,332000,168,180,305955.453285
1313437,CO,AB,Hinton,IA,51024,548,516,0.04577314019545746,84000,240,88000,175,240,68209.0043447
1314070,CO,AB,Oklahoma City,OK,73122,488,504,0.04237084520489282,126250,240,131000,163,240,96655.2903721
1314277,CO,AB,Millwood,KY,42762,619,594,0.07261919814298767,573250,180,611000,177,180,567914.564039
1314925,CO,AB,Redig,SD,57776,720,692,0.06401362528245133,390500,300,466000,285,300,382253.075149
1315461,CO,AB,Larned,KS,67550,499,454,0.059305249692213076,231250,180,267000,167,180,220537.453326
1316315,CO,AB,Sandy Lake,PA,16145,490,526,0.050037781100566885,321000,240,416000,223,240,307277.456166
1317014,CO,AB,Iron Ridge,WI,53035,602,630,0.08085470897184627,148750,180,165000,161,180,140133.385877
1317708,CO,AB,Beech Grove,KY,42322,536,520,0.03949813617256995,408500,300,482000,223,300,338492.042364
1317970,CO,AB,Easley,SC,29641,713,703,0.054383914938569075,488000,180,500000,138,180,406786.798514
1319077,CO,AB,West Mifflin,PA,15122,725,718,0.04348552021016104,389000,180,424000,129,180,303119.951013
1319926,CO,AB,Emlenton,PA,16373,780,757,0.04582859674629591,149500,300,170000,283,300,144818.439237
1320896,CO,AB,Centre,AL,35960,735,725,0.09125394107045168,405750,300,473000,233,300,374930.760213
1321715,CO,AB,Bingham,ME,04920,685,727,0.08412585107064727,366750,240,445000,178,240,321021.550963
1322587,CO,AB,Fayetteville,NC,28309,757,785,0.09748940686321278,51750,300,69000,298,300,51668.264992
1323207,CO,AB,Pioneer,LA,71266,622,589,0.07848086950435215,333500,300,438000,215,300,292811.739114
1324287,CO,AB,Newton,MS,39345,675,705,0.07469229111066922,84500,300,110000,261,300,80242.0967604
1324798,CO,AB,Banks,AL,36005,698,654,0.06638700033791514,63750,300,77000,238,300,57608.7651888
1325332,CO,AB,Bergheim,TX,78004,565,515,0.10945032506215703,319500,240,378000,219,240,310937.565222
1325830,CO,AB,Buda,IL,61314,563,515,0.1013959214351642,263750,240,333000,214,240,253878.52992
1326726,CO,AB,Westfield,IA,51062,648,682,0.0453148436033452,462250,300,483000,189,300,347788.722382
1327297,CO,AB,Fort Washington,MD,20744,694,708,0.08580817315052294,230000,240,276000,201,240,213733.232681
1327867,CO,AB,Cartersville,GA,30121,764,802,0.03991718893966442,404750,300,505000,246,300,358209.697915
1328229,CO,AB,Milledgeville,GA,31061,660,653,0.0662959690397294,304750,300,329000,276,300,294545.359306
1329311,CO,AB,Gainesville,MO,65655,669,638,0.0704143166523396,123250,300,135000,206,300,104363.402987
1329574,CO,AB,Gladstone,VA,24553,770,793,0.09932170844349847,554000,240,576000,212,240,530915.414274
1330049,CO,AB,Saint Paul,MN,55107,614,587,0.11098774337777655,490750,180,593000,133,180,428149.708725
1330996,CO,AB,Lonsdale,MN,55046,605,580,0.05939651029752721,96500,180,118000,128,180,76775.1843842
1331681,CO,AB,South Fork,MO,65776,493,477,0.07756489793545979,178000,180,208000,132,180,148530.670475
1332544,CO,AB,Jenners,PA,15546,659,701,0.04780050539382352,203500,240,254000,203,240,183299.846917
1333432,CO,AB,Allred,TN,38542,713,763,0.10583958119602524,178500,180,234000,155,180,167141.690705
1333913,CO,AB,Polk City,IA,50226,520,485,0.08718449981658141,451750,180,533000,142,180,398384.684046
1334451,CO,AB,Waldron,MI,49288,665,696,0.11350706453227412,402750,180,421000,176,180,399272.458315
1334626,CO,AB,Stamford,CT,06914,490,453,0.07401058386532952,315250,180,391000,152,180,285995.659131
1335052,CO,AB,Walworth,NY,14568,557,548,0.06029647080188897,132750,240,173000,210,240,123504.708727
1335434,CO,AB,Vallonia,IN,47281,797,770,0.09568577251649586,217000,180,280000,110,180,166209.473603
1336234,CO,AB,Lansford,PA,18232,606,632,0.05009469527646218,213500,300,250000,194,300,165889.028031
1337031,CO,AB,Sherman Oaks,CA,91403,664,699,0.09901140376596823,150000,300,168000,252,300,143262.548962
1337385,CO,AB,Pontiac,MI,48341,670,689,0.11325283046126966,367500,240,398000,213,240,355062.290315
1338060,CO,AB,Akron,OH,44328,549,550,0.0672657425370686,309750,300,401000,294,300,307320.850308
1338887,CO,AB,Sierra Vista,AZ,85635,589,610,0.07722881902667397,423000,180,500000,153,180,386189.143891
1339293,CO,AB,Shannon,MS,38868,519,506,0.05109193448482616,185250,300,243000,251,300,168614.315524
1340354,CO,AB,Cedar Island,NC,28520,584,624,0.050459777992049336,302000,240,332000,187,240,258711.312472
1340979,CO,AB,Ladd,IL,61329,489,509,0.05492275153421289,505250,300,563000,227,300,437144.734138
1341864,CO,AB,Garland City,AR,71839,507,462,0.0537631612968235,507250,180,543000,134,180,413548.958727
1342948,CO,AB,Hooker,OK,73945,504,508,0.10120020237963327,536250,180,603000,147,180,487794.943833
1343269,CO,AB,Lemon Springs,NC,28355,502,473,0.10390555827445548,335500,180,378000,111,180,262199.097527
1344037,CO,AB,Pasadena,CA,91104,762,748,0.06973518400825812,85750,180,109000,178,180,85206.1037112
1344598,CO,AB,Cornwall Bridge,CT,06754,796,807,0.05883655717790405,126250,300,135000,293,300,124932.485925
1344814,CO,AB,Queen City,TX,75572,579,576,0.044446698206390925,548250,180,587000,158,180,499111.574063
1344989,CO,AB,Harwood,ND,58042,715,701,0.09953953271554866,229500,180,306000,157,180,215472.893041
1345784,CO,AB,Honolulu,HI,96847,700,693,0.03872467713935495,364000,300,480000,194,300,273031.141969
1346345,CO,AB,Cochise,AZ,85606,689,692,0.039305700875901385,154250,240,199000,198,240,135199.093467
1346557,CO,AB,Mesa,AZ,85212,793,825,0.07941948699226631,170500,180,214000,123,180,136343.213875
1347411,CO,AB,Republic,WA,99166,548,574,0.07876156255379871,383500,240,494000,198,240,351645.769867
1348250,CO,AB,W Hartford,CT,06117,497,490,0.0821001671644431,245500,240,274000,154,240,198172.662838
1349190,CO,AB,Homer,NE,68030,794,813,0.08614558340334175,63750,240,85000,202,240,59389.4217703
1349844,CO,AB,Billings,MT,59108,538,516,0.0776663274095178,331750,300,377000,227,300,298080.820779
1350877,CO,AB,Los Angeles,CA,90057,625,658,0.07508954497211964,242250,300,263000,212,300,210018.63279
1351298,CO,AB,Florence,AL,35630,542,576,0.09610009208408649,383000,300,496000,193,300,331096.590616
1352153,CO,AB,Boynton Beach,FL,33435,589,564,0.05045474900629259,355250,300,439000,203,300,284467.75582
1352988,CO,AB,Clayton,OK,74536,714,672,0.09247515467674633,292000,240,360000,171,240,253606.56909
1354054,CO,AB,East Corinth,VT,05040,719,728,0.04918324744513197,101750,240,109000,211,240,94071.6200273
1354320,CO,AB,Sanford,NC,27331,589,540,0.04644313564378537,509000,240,528000,186,240,431691.17642
1354727,CO,AB,Dacono,CO,80514,541,514,0.07832828722032069,377000,240,484000,225,240,366737.384446
1355495,CO,AB,Kimball,MN,55353,575,541,0.049040993374092845,334500,180,346000,109,180,230829.046372
1355734,CO,AB,Vandalia,OH,45377,717,680,0.08796197776734727,314250,240,359000,206,240,295683.937191
1356847,CO,AB,Washington,ME,04574,536,497,0.04089944594329338,338250,180,367000,162,180,312965.93705
1357415,CO,AB,Jenkinjones,WV,24848,589,594,0.08992041667858497,106000,240,116000,181,240,94266.6602704
1357964,CO,AB,Minneapolis,MN,55433,682,693,0.06941868059822073,312000,240,348000,235,240,308949.044192
1358907,CO,AB,Scotland,TX,76379,518,531,0.0745051345252291,365250,240,483000,202,240,336907.137492
1359611,CO,AB,Ripley,OH,45167,645,628,0.06338197081427374,414250,240,527000,213,240,389328.311619
1359762,CO,AB,Doyle,TN,38559,688,686,0.08097972935289544,189500,240,202000,150,240,150324.219164
1360052,CO,AB,Idaho Falls,ID,83401,760,791,0.0671144393714425,128500,300,142000,180,300,100217.728127
1360884,CO,AB,Albany,NY,12232,605,623,0.09676809936904429,84750,300,89000,285,300,83678.6797676
1361072,CO,AB,Hope,AR,71801,543,576,0.06551773479602377,126750,180,161000,155,180,115647.009702
1361467,CO,AB,Holden,MA,01520,491,442,0.08480302637980151,328500,300,390000,281,300,322030.957139
