bank_loan_id,property_type_code,occupancy_code,city,us_state,zipcode,fico,current_FICO_score,current_interest_rate,original_amount,original_term,original_appraisal_amount,remaining_term,amortized_term,current_principal_balance
622702,CO,AB,Marshall,VA,20115,751,739,0.043326371023483766,172750,180,185000,111,180,119336.004007
623084,CO,AB,Lamberton,MN,56152,614,661,0.07837690413810663,149250,240,179000,167,240,125166.861242
623463,CO,AB,Altamahaw,NC,27202,771,770,0.057035131763109904,184250,240,199000,177,240,154000.562489
624561,CO,AB,Costa Mesa,CA,92628,508,513,0.03914153815876452,528750,180,617000,134,180,421552.289815
624932,CO,AB,Loose Creek,MO,65054,560,593,0.07245472069453525,351250,300,367000,189,300,285586.807154
625858,CO,AB,Olmitz,KS,67564,602,558,0.09718809171129768,288000,180,360000,135,180,249474.414377
626398,CO,AB,Loving,NM,88256,609,572,0.07920610676848575,479500,300,574000,250,300,449361.674165
627429,CO,AB,Manchester,MD,21102,692,652,0.08973634540660413,422000,180,464000,114,180,327059.072872
627935,CO,AB,Columbus,OH,43291,556,565,0.06367403934769177,106250,240,111000,218,240,101127.797481
628839,CO,AB,Grand Rapids,MI,49544,535,551,0.048208068565347914,133500,240,158000,210,240,122951.308167
629243,CO,AB,Malad City,ID,83252,481,444,0.060443685232784275,145500,180,158000,123,180,112686.524333
629541,CO,AB,Kent,OH,44243,642,595,0.10386878478927546,106750,240,129000,169,240,93716.6703731
630618,CO,AB,Otis Orchards,WA,99027,482,470,0.04857128544033779,219000,300,280000,217,300,182031.246772
631267,CO,AB,Milan,NM,87021,601,586,0.09117201536635264,236500,240,302000,235,240,234728.979683
632295,CO,AB,Indianapolis,IN,46254,735,685,0.05994669247347065,148000,300,164000,264,300,139592.919275
633213,CO,AB,Tenaha,TX,75974,629,585,0.05714683998068318,461000,180,608000,166,180,437545.37667
633486,CO,AB,Saint Marys,WV,26170,792,818,0.08758275695549675,215750,180,265000,177,180,213989.110283
634579,CO,AB,Mc Lean,VA,22102,785,824,0.062285789587054885,449500,300,498000,298,300,448244.464209
635395,CO,AB,Exeter,CA,93221,622,641,0.08330697070783691,187250,180,199000,151,180,170433.97382
636440,CO,AB,Visalia,CA,93278,716,718,0.11138991739658405,295500,180,358000,130,180,254917.894906
637415,CO,AB,Mayfield,KS,67103,526,515,0.06317583431609557,270250,180,359000,139,180,228985.136477
638051,CO,AB,Washington Island,WI,54246,507,479,0.05231781065985738,328500,300,402000,292,300,324171.99352
639116,CO,AB,Buchtel,OH,45716,641,594,0.10608775372858763,545750,240,569000,165,240,475540.473154
640161,CO,AB,Fort Collins,CO,80523,563,556,0.05504130548316867,445750,300,509000,281,300,432008.436552
640488,CO,AB,Fort Mohave,AZ,86427,669,627,0.06438736155405213,441000,180,452000,144,180,383170.602274
641097,CO,AB,Ermine,KY,41815,729,760,0.07597610078994738,543500,240,618000,234,240,537588.251045
641554,CO,AB,Cape Elizabeth,ME,04107,758,790,0.08555252128837013,465750,300,485000,232,300,426793.812093
642386,CO,AB,Lancaster,KS,66041,665,692,0.11277477155460335,199750,240,217000,231,240,197671.306608
643153,CO,AB,Kaylor,SD,57354,641,690,0.0419614773332084,390750,180,401000,137,180,318383.631652
643440,CO,AB,Bunker Hill,KS,67626,630,603,0.10634630348429734,344500,240,374000,176,240,308739.664858
644076,CO,AB,Mesa,AZ,85205,649,675,0.10779595723496863,464000,300,508000,259,300,448919.024821
644342,CO,AB,Colonial Heights,VA,23834,710,736,0.0556725163701626,472000,240,540000,175,240,390663.932997
644987,CO,AB,Primrose,NE,68655,798,802,0.08226691334992894,439000,300,540000,268,300,423142.619495
645610,CO,AB,Washington,TX,77880,491,449,0.07263111165787316,236750,240,305000,158,240,190194.786676
646666,CO,AB,Summerland Key,FL,33042,536,509,0.07321007952257574,289250,300,351000,299,300,288910.698334
647145,CO,AB,Cerro,NM,87519,642,676,0.0615890351721963,463750,300,605000,300,300,463750.0
647728,CO,AB,Berwyn,PA,19312,712,757,0.11238747139974949,355500,240,418000,182,240,325031.866602
648822,CO,AB,Feura Bush,NY,12067,515,559,0.052466821746699414,489500,180,562000,122,180,371362.643021
649712,CO,AB,Kamuela,HI,96743,496,460,0.10553318744442747,84750,240,105000,156,240,71921.267828
650823,CO,AB,Tampa,FL,33606,774,790,0.04036403057330081,104750,180,109000,171,180,100878.684919
651095,CO,AB,Canton,CT,06019,682,685,0.06252113540060225,245250,240,299000,184,240,211853.799867
651776,CO,AB,Delray Beach,FL,33484,592,562,0.047460758378347456,125000,300,156000,220,300,104534.303624
652807,CO,AB,Hoffman,NC,28347,776,806,0.11198035816788728,402750,240,413000,197,240,378906.746426
653790,CO,AB,Laclede,ID,83841,496,459,0.10543725378678433,248000,240,264000,175,240,221482.635109
654771,CO,AB,Hastings,NY,13076,642,673,0.050983100000316,207500,180,262000,131,180,165655.907454
655331,CO,AB,Willet,NY,13863,484,519,0.09991475047058501,335250,300,387000,203,300,297713.981542
656183,CO,AB,Kamiah,ID,83536,583,584,0.10516054822992305,110750,240,121000,162,240,95579.305203
657308,CO,AB,Mount Laguna,CA,91948,742,762,0.06446436496619526,509500,180,598000,115,180,378736.76687
657883,CO,AB,Woodford,VA,22580,676,680,0.1133500562007655,280250,300,331000,229,300,263394.065202
658633,CO,AB,Camden,NY,13316,702,676,0.04962788933464119,550250,300,619000,205,300,442398.463886
659371,CO,AB,Corning,OH,43730,744,780,0.07906205728399754,167750,180,217000,131,180,139588.305209
660261,CO,AB,Saginaw,MI,48601,563,577,0.07764952270110448,229000,300,240000,287,300,225618.88793
661026,CO,AB,Des Moines,IA,50316,529,512,0.04660064244506696,199750,240,205000,236,240,197716.857348
661552,CO,AB,Mershon,GA,31551,496,522,0.09060254056799016,388250,300,491000,299,300,387907.15522
662663,CO,AB,Rockwood,MI,48173,699,742,0.07084303652375057,336500,300,438000,197,300,278623.594927
663258,CO,AB,Birchleaf,VA,24220,626,603,0.11252963085091443,121500,300,142000,267,300,118662.67982
664069,CO,AB,Grass Creek,IN,46935,540,555,0.09272416137429212,211750,180,237000,153,180,195428.272557
664307,CO,AB,Salt Lake City,UT,84103,521,507,0.08024679351547358,83750,240,101000,178,240,72903.6723152
665176,CO,AB,Mc Allister,MT,59740,582,600,0.057689943632606946,448250,300,467000,212,300,375054.899453
666261,CO,AB,Hagerstown,MD,21741,614,586,0.11138308443355145,187500,300,206000,283,300,185372.165271
666782,CO,AB,Kansas City,MO,64119,747,766,0.0740657374338824,496500,180,546000,178,180,493467.015886
667442,CO,AB,Lake Hill,NY,12448,751,706,0.06037925567575863,117750,240,129000,188,240,102713.536818
667834,CO,AB,New Church,VA,23415,695,738,0.07226914686005219,155750,240,193000,210,240,146218.255485
668318,CO,AB,Peabody,MA,01960,782,754,0.04251456555493289,563750,180,577000,167,180,533948.60929
668904,CO,AB,Union Lake,MI,48387,780,822,0.11069918150147288,152750,240,197000,211,240,146967.215844
669922,CO,AB,Clovis,CA,93613,643,668,0.0847769373517999,499250,300,563000,246,300,467464.192004
670550,CO,AB,Griffith,IN,46319,598,591,0.09006504771625687,417750,240,533000,156,240,344969.458561
671646,CO,AB,Weslaco,TX,78599,734,695,0.10371244709604743,285000,240,372000,167,240,248826.673827
672091,CO,AB,Los Angeles,CA,90101,541,556,0.04148034261009897,183000,300,220000,233,300,156784.503905
672749,CO,AB,Eglon,WV,26716,659,662,0.10553673992653306,150500,180,194000,162,180,143802.673528
673010,CO,AB,Red Bluff,CA,96080,797,747,0.07919174489058624,313500,240,370000,220,240,302046.303679
673886,CO,AB,Evant,TX,76525,655,654,0.06169678880338843,96500,300,126000,189,300,76265.4179723
674537,CO,AB,Orlando,FL,32886,620,629,0.11020853461626139,155500,300,198000,293,300,154792.635366
674898,CO,AB,White Cottage,OH,43791,491,523,0.10673400332405004,141750,300,173000,217,300,130135.298714
675730,CO,AB,El Paso,TX,79946,510,483,0.08456135755479555,93750,300,105000,247,300,87895.7756935
675994,CO,AB,Columbia,SC,29208,662,691,0.040978836450240703,278500,180,370000,179,180,277377.332035
676610,CO,AB,Martin,MI,49070,731,768,0.0763532487981826,96250,180,119000,165,180,91743.9408541
677444,CO,AB,Munising,MI,49862,781,766,0.08392467047641089,438750,240,489000,147,240,346258.751571
678485,CO,AB,Upland,IN,46989,641,674,0.06857086348217106,184000,180,188000,148,180,163426.636988
679303,CO,AB,Louisville,TN,37777,724,715,0.09736013712383709,198750,180,205000,125,180,164865.538037
679906,CO,AB,Chicago,IL,60618,749,758,0.0880337158421095,106000,240,116000,223,240,103065.389569
680492,CO,AB,Waterville,KS,66548,713,745,0.07266606646903229,471750,240,569000,151,240,368759.09577
681014,CO,AB,San Antonio,TX,78251,484,491,0.07910016390986666,482500,240,602000,233,240,476585.555299
681356,CO,AB,Forest Junction,WI,54123,615,589,0.09174465829437464,385250,180,491000,111,180,294627.906719
681641,CO,AB,Fort Lupton,CO,80621,635,668,0.059450981872381306,527000,300,592000,255,300,488445.741477
682734,CO,AB,Detroit,MI,48228,616,631,0.045775875233538446,498500,240,570000,156,240,372723.003758
683558,CO,AB,Rumely,MI,49826,721,714,0.08793044348490922,408750,300,509000,270,300,396140.437808
684615,CO,AB,Lufkin,TX,75903,758,720,0.0984117590251937,191250,180,239000,171,180,186895.272509
685141,CO,AB,Trabuco Canyon,CA,92679,759,780,0.07577411573839118,258000,240,332000,231,240,253739.879759
685972,CO,AB,Barnwell,SC,29812,753,710,0.10552747744307837,492500,180,582000,174,180,485574.197762
686576,CO,AB,Bay Minette,AL,36507,727,753,0.03827794256051498,246000,240,260000,218,240,230441.972749
687025,CO,AB,Irvine,CA,92619,529,491,0.09580691636585913,490500,300,582000,287,300,485085.485891
687928,CO,AB,Pettigrew,AR,72752,595,628,0.06520651527073325,561250,240,603000,168,240,460986.169255
688090,CO,AB,Steptoe,WA,99174,741,717,0.08857488182511447,398750,300,469000,279,300,390510.016488
689206,CO,AB,Dunbar,KY,42219,778,824,0.09656722695189349,332750,180,381000,121,180,270504.147248
689728,CO,AB,Raquette Lake,NY,13436,757,760,0.06661381419540477,303500,240,326000,180,240,260424.168588
690189,CO,AB,Alexander City,AL,35010,687,708,0.10138571482773491,455500,300,502000,184,300,389876.628089
690982,CO,AB,Galveston,TX,77551,575,563,0.1122712980317071,139000,180,160000,122,180,116089.900072
691259,CO,AB,Nachusa,IL,61057,760,764,0.08707950859250013,119000,240,144000,160,240,99044.2731237
691813,CO,AB,East Meredith,NY,13757,745,725,0.08207317274095863,462500,300,558000,211,300,405150.950928
692097,CO,AB,Staunton,VA,24407,543,589,0.07977575428492051,355250,240,419000,156,240,287500.672921
692377,CO,AB,Des Moines,IA,50308,624,655,0.11234638334092152,430750,180,497000,135,180,379179.851803
693265,CO,AB,Dallas,TX,75231,747,755,0.10429379723592043,447000,240,504000,149,240,370283.298316
693825,CO,AB,Clifton Springs,NY,14432,559,521,0.07873743259260985,68000,240,88000,193,240,61568.4575652
694196,CO,AB,Plantersville,TX,77363,588,569,0.09727551883029154,553750,300,577000,251,300,527582.068796
694659,CO,AB,Brunswick,MO,65236,762,755,0.07621705738411072,484250,300,563000,185,300,392959.240072
695499,CO,AB,North Port,FL,34288,703,673,0.09679081365417973,302000,240,328000,196,240,280208.205111
696383,CO,AB,Camden,AR,71701,708,748,0.03977716820908501,400250,180,439000,108,180,267996.452001
696816,CO,AB,Ulysses,PA,16948,557,598,0.11327892745626249,54750,300,69000,258,300,53068.6879073
697086,CO,AB,Honeyville,UT,84314,531,504,0.06638941110271657,102750,240,105000,164,240,83349.837211
697778,CO,AB,Wellsburg,NY,14894,585,553,0.109383877988088,261000,180,292000,135,180,229059.274215
697945,CO,AB,Mills,NE,68753,720,677,0.05539920850611664,199500,240,266000,147,240,146702.607053
698423,CO,AB,Shreveport,LA,71152,671,717,0.09381311198919709,379000,300,460000,218,300,342740.469602
699080,CO,AB,Manchester,CT,06040,574,565,0.10228879420640201,207500,180,258000,110,180,160831.801768
699734,CO,AB,Busy,KY,41723,762,754,0.0690427923955768,508750,300,549000,285,300,498790.938119
700128,CO,AB,West Lafayette,IN,47906,717,733,0.09934814881063042,207000,300,252000,299,300,206842.248589
701227,CO,AB,Owenton,KY,40359,695,745,0.11226140194744956,342000,300,444000,197,300,306115.422874
701823,CO,AB,Half Way,MO,65663,533,557,0.056488895299106924,106250,300,131000,248,300,96743.1930986
702680,CO,AB,Buffalo,NY,14216,716,747,0.10351029933645378,467750,240,509000,145,240,381702.523177
703054,CO,AB,Brooklyn,NY,11235,672,695,0.06430076300665452,317500,180,358000,158,180,292999.488912
703729,CO,AB,Baxter,IA,50028,723,740,0.04302474675851304,262250,180,331000,155,180,235111.682495
704157,CO,AB,Tutwiler,MS,38963,631,631,0.07871853128882972,444000,300,460000,271,300,428828.714016
705059,CO,AB,Carson,NM,87517,625,672,0.07008144147362586,538750,300,573000,201,300,450064.099199
705353,CO,AB,Sycamore,GA,31790,599,612,0.09991401510063447,151750,300,161000,211,300,136732.656204
706374,CO,AB,Glasser,NJ,07837,582,535,0.06849157307379214,349250,300,427000,217,300,302539.891063
707124,CO,AB,Oklahoma City,OK,73184,537,512,0.08453237070622528,384000,240,412000,214,240,366489.53193
707753,CO,AB,Birmingham,AL,35297,773,780,0.08376002230847546,226500,240,302000,223,240,219901.775924
708296,CO,AB,Dyersburg,TN,38025,636,635,0.06763233458345978,422250,300,563000,221,300,368590.076913
708676,CO,AB,Meadow Bluff,WV,24958,729,689,0.10212891373374244,81250,240,87000,182,240,73486.8307029
709493,CO,AB,Kansas City,MO,64102,637,625,0.09011833386744034,391000,180,432000,157,180,365191.655912
709946,CO,AB,Indianapolis,IN,46227,485,481,0.0702094123060478,327250,180,367000,171,180,317754.730304
711016,CO,AB,Tiller,OR,97484,700,742,0.07217897223211528,295000,240,348000,155,240,234043.334495
711801,CO,AB,Brinklow,MD,20862,672,677,0.11065035898647878,171500,180,214000,164,180,165068.455997
712865,CO,AB,Ashville,PA,16613,639,675,0.06705979206127133,422000,180,492000,110,180,305394.626183
713716,CO,AB,Quemado,TX,78877,578,584,0.058119700280706205,547750,240,601000,181,240,465198.062156
713943,CO,AB,Green Isle,MN,55338,631,668,0.08799875874537258,178000,240,212000,182,240,158328.343144
714332,CO,AB,Fort Worth,TX,76163,761,741,0.07209028935700446,146000,300,152000,250,300,135866.953984
715336,CO,AB,Paw Creek,NC,28130,538,518,0.10846155946959611,256750,300,301000,185,300,223163.518213
715607,CO,AB,Jacksonville,FL,32201,607,635,0.10927679031669772,103250,180,111000,123,180,86266.1732126
715975,CO,AB,Moline,IL,61266,653,635,0.10433148464021244,294000,240,356000,209,240,281044.676519
716347,CO,AB,Shawboro,NC,27973,616,607,0.1140102569625903,557750,240,609000,172,240,499737.611379
716647,CO,AB,Jackson,MO,63755,768,742,0.10099704394706442,304500,180,402000,126,180,254993.249976
717245,CO,AB,Port Charlotte,FL,33981,658,705,0.09772577626804924,186500,300,238000,283,300,183847.727947
718365,CO,AB,Skellytown,TX,79080,728,772,0.04706974384340532,266750,300,349000,265,300,249233.856553
718974,CO,AB,Bradford,ME,04410,766,785,0.05547182758557619,301000,180,368000,179,180,299924.454332
719420,CO,AB,Birmingham,AL,35225,577,608,0.0628781828257608,447750,240,497000,144,240,331305.573275
719684,CO,AB,Inglewood,CA,90310,774,748,0.048299849940629205,401000,180,508000,129,180,315047.159243
720036,CO,AB,Lingle,WY,82223,622,579,0.09618691688371508,532250,240,599000,222,240,518053.755467
720829,CO,AB,Lower Lake,CA,95457,736,742,0.039601589650813604,315750,240,381000,185,240,263693.196791
721698,CO,AB,Round Lake,MN,56167,508,484,0.10163356540022206,135750,240,173000,176,240,120962.806557
722266,CO,AB,Covel,WV,24719,764,754,0.11224655762568267,382500,300,490000,276,300,376253.460644
722907,CO,AB,Yarnell,AZ,85362,498,450,0.06974373436082713,251000,240,324000,187,240,221100.361963
723940,CO,AB,Sabattus,ME,04280,669,632,0.054190069378511785,544000,180,608000,178,180,540061.183745
724955,CO,AB,Hiddenite,NC,28636,582,540,0.09634609336535073,262750,180,313000,128,180,220651.871765
725991,CO,AB,Upper Falls,MD,21156,741,702,0.05693547922542192,259250,300,335000,270,300,246641.293697
727049,CO,AB,Neelyton,PA,17239,622,623,0.05064489440621682,304750,180,357000,113,180,217151.807903
727627,CO,AB,Kemp,TX,75143,582,575,0.10688070823194448,387750,300,405000,180,300,332406.61293
727837,CO,AB,Basking Ridge,NJ,07920,781,778,0.10869171907783702,138250,300,155000,233,300,130030.819048
728311,CO,AB,Churchville,MD,21028,727,738,0.0731713102377742,298250,240,383000,204,240,276150.200731
729022,CO,AB,South Fulton,TN,38257,540,500,0.046671642688944935,247000,180,264000,163,180,230336.793422
729328,CO,AB,Markle,IN,46770,541,511,0.10781587475197389,340750,180,449000,132,180,295102.089863
730395,CO,AB,Lone Oak,TX,75453,653,640,0.05155801840473054,284250,240,295000,187,240,243921.284498
731477,CO,AB,Douglas,GA,31534,516,544,0.04988159701017182,574000,240,588000,157,240,435735.15611
732402,CO,AB,Sugar Grove,PA,16350,606,583,0.04793388614715166,420500,240,522000,229,240,408742.777142
732956,CO,AB,Isabella,MO,65676,609,604,0.08537999162780566,312500,240,390000,233,240,308952.785454
733296,CO,AB,Yucca Valley,CA,92286,548,591,0.08367010634264793,216250,300,255000,194,300,182811.847252
733625,CO,AB,Tasley,VA,23441,486,504,0.08327910560808373,198250,240,219000,175,240,171826.071209
734631,CO,AB,Hewett,WV,25108,660,628,0.060400643893867956,390500,300,506000,284,300,381193.15482
734861,CO,AB,Bainbridge,NY,13733,667,698,0.04768062437993981,432000,300,536000,185,300,322806.000635
735183,CO,AB,Raymond,KS,67573,648,653,0.051102573000726244,488000,180,584000,127,180,380696.786372
736146,CO,AB,Madawaska,ME,04756,519,535,0.10738657996752238,78250,300,99000,276,300,76866.062712
736747,CO,AB,Pittsburgh,PA,15211,617,587,0.08928084982905495,599750,240,617000,204,240,562497.328634
737376,CO,AB,Harrisonburg,VA,22807,620,661,0.09622161761046193,376250,300,491000,287,300,372124.783273
738124,CO,AB,Sayreville,NJ,08872,740,746,0.08556065075071419,203500,240,246000,192,240,185130.836217
738751,CO,AB,Lacassine,LA,70650,779,775,0.05915397135284095,128250,180,163000,156,180,116962.802896
739468,CO,AB,Pekin,IL,61554,512,502,0.10193059328352894,235250,300,295000,279,300,231324.249942
740327,CO,AB,Washington,DC,20572,552,539,0.11249812234577378,89250,180,99000,179,180,89058.2478147
740845,CO,AB,Columbia,SC,29212,736,713,0.10174315182722135,436500,180,466000,173,180,429058.020805
741369,CO,AB,Deersville,OH,44693,607,581,0.07973921636925521,244000,300,292000,253,300,229840.711272
742170,CO,AB,Amarillo,TX,79171,660,618,0.07393630684079855,202000,180,240000,119,180,156572.150754
742898,CO,AB,Chebanse,IL,60922,741,691,0.1061051859396729,181500,240,218000,216,240,175627.657451
743841,CO,AB,Mccain,NC,28361,487,465,0.06691029921096414,272750,180,293000,148,180,241879.83708
744305,CO,AB,Flensburg,MN,56328,685,677,0.04111328387855269,414250,300,551000,210,300,330835.171027
744971,CO,AB,Utica,NY,13501,491,500,0.04706992789097178,237000,180,296000,143,180,200896.831294
745592,CO,AB,La Jolla,CA,92039,730,748,0.07252275803668823,484000,180,544000,142,180,420403.668497
746083,CO,AB,Rayland,OH,43943,752,755,0.0960588527489468,362500,300,466000,215,300,327128.582959
747143,CO,AB,Hubert,NC,28539,540,532,0.06104284640577047,557500,300,578000,300,300,557500.0
748205,CO,AB,Morristown,TN,37815,767,761,0.08404174803031608,198500,240,246000,229,240,194849.342571
748787,CO,AB,Yuma,AZ,85369,528,496,0.08048448056004587,204500,300,210000,276,300,198964.701819
749144,CO,AB,Hume,MO,64752,584,582,0.05348786709617404,167000,240,208000,192,240,146168.343872
749889,CO,AB,Baltimore,OH,43105,793,792,0.1113967384431035,458000,240,512000,236,240,455893.318115
750664,CO,AB,Minonk,IL,61760,523,529,0.11014993165285135,126000,180,160000,151,180,116853.192617
750886,CO,AB,Olympia,KY,40358,700,675,0.05254576557056385,601500,240,614000,153,240,451436.7495
751781,CO,AB,Kermit,TX,79745,775,790,0.06709970630121134,346750,180,369000,141,180,298013.034567
752259,CO,AB,Denver,CO,80237,664,627,0.10584603405817301,174750,180,225000,157,180,164612.996394
753104,CO,AB,Highland,MD,20777,766,724,0.10866031454664853,285500,180,338000,138,180,253184.442998
754214,CO,AB,Grand Junction,TN,38039,652,666,0.09835216597576965,68750,180,73000,144,180,61731.5450265
755308,CO,AB,Omaha,NE,68182,508,528,0.08276360830969537,378000,180,444000,140,180,329096.389018
755916,CO,AB,Little Cedar,IA,50454,753,707,0.056654933472505414,561500,180,594000,128,180,444733.584861
757027,CO,AB,Green Valley,WI,54127,734,704,0.04213344904045907,294500,300,322000,293,300,290571.323683
757615,CO,AB,Hardin,IL,62047,688,700,0.08416111231483306,500000,180,532000,164,180,476510.006698
758609,CO,AB,Waymart,PA,18472,657,702,0.04445781778422375,87500,180,102000,118,180,63658.4054052
759171,CO,AB,Easton,TX,75641,795,834,0.04946012423920841,512000,180,568000,142,180,433019.773643
759773,CO,AB,Gleason,WI,54435,669,697,0.06830361041154664,325250,240,387000,196,240,293485.278284
760050,CO,AB,Massapequa Park,NY,11762,758,742,0.056500079012056934,53750,300,69000,254,300,49558.0042423
760692,CO,AB,Muir,PA,17957,665,677,0.06855027045891703,113000,180,148000,163,180,106573.933808
761208,CO,AB,Flushing,MI,48433,676,698,0.1128016520709982,374750,240,413000,186,240,345578.960063
